seq_len,topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,average_iter_time,target_iter,final_iter,exp_name,moe_layer_enum_type,mfa_version,numld,Nattn,N,Na,M,kvcache,D,D/N,total_time,Na/N,moe_name
2048,3,8,2888,8664,1408,3904,11,16,0.0001726,32,30517,2.624484,2.5783433462360037,0.605562,-1,30516,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,18479.935554,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0001726,64,15258,2.525522,2.5958292557328075,1.172181,-1,15257,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs64_ti15258_mlr1e-5,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,17885.137698,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0001726,128,7629,2.627712,2.634207076615874,2.169867,-1,7628,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs128_ti7629_mlr1e-5,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,16553.915343,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0001726,256,3814,2.691192,2.70928514435973,4.184013,-1,3813,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs256_ti3814_mlr1e-5,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,15957.825582,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0001726,512,1907,2.84962,2.8530858306579456,8.113006,-1,1906,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs512_ti1907_mlr1e-5,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,15471.502442,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0002441,32,30517,2.612665,2.565453452336501,0.606967,-1,30516,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,18522.811939,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0002441,64,15258,2.503005,2.5727130494343937,1.167076,-1,15257,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs64_ti15258_mlr1e-5,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,17807.245608,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0002441,128,7629,2.592,2.599891980262603,2.164286,-1,7628,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs128_ti7629_mlr1e-5,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,16511.337894,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0002441,256,3814,2.642489,2.6580758770567603,4.149699,-1,3813,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs256_ti3814_mlr1e-5,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,15826.951986,0.5756779488358243,3in8
2048,3,8,2888,8664,1408,3904,11,16,0.0002441,512,1907,2.764828,2.767012902205854,8.157355,-1,1906,step2v2_0801_3in8_moeh2888_sed8664_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs512_ti1907_mlr1e-5,1dense,mha,1,126877696,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,15556.075985,0.5756779488358243,3in8
