seq_len,topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,average_iter_time,target_iter,final_iter,exp_name,moe_layer_enum_type,mfa_version,numld,Nattn,N,Na,M,kvcache,D,D/N,total_time,Na/N,moe_name
2048,2,88,352,704,1408,3904,11,16,0.0001726,32,30517,2.681733,2.6388746955097973,0.416814,-1,30516,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,12719.912838,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0001726,64,15258,2.583851,2.649588438388113,0.538987,-1,15257,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs64_ti15258_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,8223.863646,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0001726,128,7629,2.68381,2.6868381402395927,0.839218,-1,7628,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs128_ti7629_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,6402.394122,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0001726,256,3814,2.746389,2.764802397122768,1.444035,-1,3813,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs256_ti3814_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,5507.549489999999,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0001726,512,1907,2.910732,2.9148196647877103,2.644385,-1,1906,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs512_ti1907_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,5042.842194999999,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0002441,32,30517,2.672833,2.633109470915772,0.420965,-1,30516,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,12846.588905,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0002441,64,15258,2.563875,2.6320488521379413,0.5403,-1,15257,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs64_ti15258_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,8243.8974,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0002441,128,7629,2.648196,2.6549572158120345,0.835952,-1,7628,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs128_ti7629_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,6377.477808000001,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0002441,256,3814,2.692849,2.709785124933639,1.443761,-1,3813,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs256_ti3814_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,5506.504454,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0002441,512,1907,2.823533,2.8273452028005086,2.644311,-1,1906,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs512_ti1907_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,5042.701077,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0003453,32,30517,2.682009,2.6378488739553494,0.41768,-1,30516,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr3.453e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,12746.34056,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0003453,64,15258,2.558724,2.6258810045199352,0.543141,-1,15257,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr3.453e-04_bs64_ti15258_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,8287.245378,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0003453,128,7629,2.631746,2.6366214322611943,0.843763,-1,7628,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr3.453e-04_bs128_ti7629_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,6437.067927,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0003453,256,3814,2.660068,2.674417752677179,1.447108,-1,3813,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr3.453e-04_bs256_ti3814_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,5519.269912000001,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0003453,512,1907,2.761126,2.763145695151372,2.6597340000000003,-1,1906,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr3.453e-04_bs512_ti1907_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,5072.112738000001,0.1081454789239922,2in88
2048,2,88,352,704,1408,3904,11,16,0.0004883,32,30517,2.689489,2.649459074959598,0.41959,-1,30516,step2v2_0801_2in88_moeh352_sed704_h1408_ffnh3904_numh11_numl16_lr4.883e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,12804.62803,0.1081454789239922,2in88
