seq_len,topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,average_iter_time,target_iter,final_iter,exp_name,moe_layer_enum_type,mfa_version,numld,Nattn,N,Na,M,kvcache,D,D/N,total_time,Na/N,moe_name
2048,1,89,352,352,1408,3904,11,16,0.0001726,32,30517,2.721691,2.680629944853511,0.406027,-1,30516,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,12390.725959,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0001726,64,15258,2.615083,2.683143391788305,0.508093,-1,15257,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs64_ti15258_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,7752.482994,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0001726,128,7629,2.720423,2.7211455612296334,0.784286,-1,7628,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs128_ti7629_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,5983.317894000001,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0001726,256,3814,2.78034,2.796830293982823,1.324499,-1,3813,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs256_ti3814_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,5051.639185999999,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0001726,512,1907,2.939396,2.94424596287261,2.425798,-1,1906,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr1.726e-04_bs512_ti1907_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,4625.996786,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0002441,32,30517,2.712042,2.6744621944652582,0.405604,-1,30516,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,12377.817268,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0002441,64,15258,2.600385,2.6674640436945936,0.505422,-1,15257,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs64_ti15258_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,7711.728876,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0002441,128,7629,2.686499,2.6903824645122425,0.783853,-1,7628,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs128_ti7629_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,5980.014537,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0002441,256,3814,2.730726,2.7470672806187832,1.325951,-1,3813,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs256_ti3814_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,5057.177113999999,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0002441,512,1907,2.854747,2.857691337963915,2.433513,-1,1906,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr2.441e-04_bs512_ti1907_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,4640.709291,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0003453,32,30517,2.715764,2.6757352065648243,0.406694,-1,30516,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr3.453e-04_bs32_ti30517_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,12411.080798,0.0874046761082711,1in89
2048,1,89,352,352,1408,3904,11,16,0.0003453,64,15258,2.595109,2.6633815077823657,0.507782,-1,15257,step2v2_0801_1in89_moeh352_sed352_h1408_ffnh3904_numh11_numl16_lr3.453e-04_bs64_ti15258_mlr1e-5_gg,1dense,mha,1,126877696,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,7747.737755999999,0.0874046761082711,1in89
