topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,numld,N,Na,M,kvcache,D,loss
1,89,352,352,1408,3904,11,16,0.0001726,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.680629944853511
1,89,352,352,1408,3904,11,16,0.0001726,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.683143391788305
1,89,352,352,1408,3904,11,16,0.0001726,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.7211455612296334
1,89,352,352,1408,3904,11,16,0.0001726,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.796830293982823
1,89,352,352,1408,3904,11,16,0.0001726,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.94424596287261
1,89,352,352,1408,3904,11,16,0.0002441,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.6744621944652582
1,89,352,352,1408,3904,11,16,0.0002441,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.6674640436945936
1,89,352,352,1408,3904,11,16,0.0002441,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.6903824645122425
1,89,352,352,1408,3904,11,16,0.0002441,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.7470672806187832
1,89,352,352,1408,3904,11,16,0.0002441,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.857691337963915
1,89,352,352,1408,3904,11,16,0.0003453,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.6757352065648243
1,89,352,352,1408,3904,11,16,0.0003453,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.6633815077823657
1,89,352,352,1408,3904,11,16,0.0003453,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.671517740960114
1,89,352,352,1408,3904,11,16,0.0003453,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.711772682422549
1,89,352,352,1408,3904,11,16,0.0003453,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.8007922599147004
1,89,352,352,1408,3904,11,16,0.0004883,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.687884014256001
1,89,352,352,1408,3904,11,16,0.0004883,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.6650992125228354
1,89,352,352,1408,3904,11,16,0.0004883,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.667979752675562
1,89,352,352,1408,3904,11,16,0.0004883,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.6943567553229872
1,89,352,352,1408,3904,11,16,0.0004883,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.760972134233889
1,89,352,352,1408,3904,11,16,0.0006905,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.702062658603677
1,89,352,352,1408,3904,11,16,0.0006905,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.6783585878157044
1,89,352,352,1408,3904,11,16,0.0006905,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.6690466603859018
1,89,352,352,1408,3904,11,16,0.0006905,256,3814,1,2150612992,187973632,1681489920,45056,2000000000,2.685522952414391
1,89,352,352,1408,3904,11,16,0.0006905,512,1907,1,2150612992,187973632,1681489920,45056,2000000000,2.7372262293334706
1,89,352,352,1408,3904,11,16,0.0009766,32,30517,1,2150612992,187973632,1681489920,45056,2000000000,2.7112636814024267
1,89,352,352,1408,3904,11,16,0.0009766,64,15258,1,2150612992,187973632,1681489920,45056,2000000000,2.6938280561474346
1,89,352,352,1408,3904,11,16,0.0009766,128,7629,1,2150612992,187973632,1681489920,45056,2000000000,2.683037528741313
