topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,numld,N,Na,M,kvcache,D,loss
2,88,352,704,1408,3904,11,16,0.0001726,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.6388746955097973
2,88,352,704,1408,3904,11,16,0.0001726,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.649588438388113
2,88,352,704,1408,3904,11,16,0.0001726,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.6868381402395927
2,88,352,704,1408,3904,11,16,0.0001726,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.764802397122768
2,88,352,704,1408,3904,11,16,0.0001726,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.9148196647877103
2,88,352,704,1408,3904,11,16,0.0002441,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.633109470915772
2,88,352,704,1408,3904,11,16,0.0002441,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.6320488521379413
2,88,352,704,1408,3904,11,16,0.0002441,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.6549572158120345
2,88,352,704,1408,3904,11,16,0.0002441,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.709785124933639
2,88,352,704,1408,3904,11,16,0.0002441,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.8273452028005086
2,88,352,704,1408,3904,11,16,0.0003453,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.6378488739553494
2,88,352,704,1408,3904,11,16,0.0003453,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.6258810045199352
2,88,352,704,1408,3904,11,16,0.0003453,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.6366214322611943
2,88,352,704,1408,3904,11,16,0.0003453,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.674417752677179
2,88,352,704,1408,3904,11,16,0.0003453,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.763145695151372
2,88,352,704,1408,3904,11,16,0.0004883,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.649459074959598
2,88,352,704,1408,3904,11,16,0.0004883,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.6284537890133444
2,88,352,704,1408,3904,11,16,0.0004883,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.626426132619202
2,88,352,704,1408,3904,11,16,0.0004883,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.65340998548883
2,88,352,704,1408,3904,11,16,0.0004883,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.7229517070407514
2,88,352,704,1408,3904,11,16,0.0006905,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.6619433195819653
2,88,352,704,1408,3904,11,16,0.0006905,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.634307737049034
2,88,352,704,1408,3904,11,16,0.0006905,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.6245715493468937
2,88,352,704,1408,3904,11,16,0.0006905,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.641751328447033
2,88,352,704,1408,3904,11,16,0.0006905,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.6973945243349755
2,88,352,704,1408,3904,11,16,0.0009766,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.6732452912115297
2,88,352,704,1408,3904,11,16,0.0009766,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.6483003532972345
2,88,352,704,1408,3904,11,16,0.0009766,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.6414648118299024
2,88,352,704,1408,3904,11,16,0.0009766,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.6495846234696585
2,88,352,704,1408,3904,11,16,0.0009766,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.694603671721022
2,88,352,704,1408,3904,11,16,0.001381,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.6950394384094176
2,88,352,704,1408,3904,11,16,0.001381,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.670370844614917
2,88,352,704,1408,3904,11,16,0.001381,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.666718382616007
2,88,352,704,1408,3904,11,16,0.001381,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.6673845350911685
2,88,352,704,1408,3904,11,16,0.001381,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.70996983192146
2,88,352,704,1408,3904,11,16,0.001953,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.7100689328816903
2,88,352,704,1408,3904,11,16,0.001953,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.7053330660963804
2,88,352,704,1408,3904,11,16,0.001953,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.6949915995261065
2,88,352,704,1408,3904,11,16,0.001953,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.7018879793284896
2,88,352,704,1408,3904,11,16,0.001953,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.7476457978234405
2,88,352,704,1408,3904,11,16,0.002762,32,30517,1,2150612992,232579072,1949122560,45056,2000000000,2.721913700765251
2,88,352,704,1408,3904,11,16,0.002762,64,15258,1,2150612992,232579072,1949122560,45056,2000000000,2.714403430946112
2,88,352,704,1408,3904,11,16,0.002762,128,7629,1,2150612992,232579072,1949122560,45056,2000000000,2.721606975609504
2,88,352,704,1408,3904,11,16,0.002762,256,3814,1,2150612992,232579072,1949122560,45056,2000000000,2.7625418346454635
2,88,352,704,1408,3904,11,16,0.002762,512,1907,1,2150612992,232579072,1949122560,45056,2000000000,2.834307036500902
2,88,352,704,1408,3904,11,16,0.0001726,32,61035,1,2150612992,232579072,1949122560,45056,4000000000,2.507682079512529
2,88,352,704,1408,3904,11,16,0.0001726,64,30517,1,2150612992,232579072,1949122560,45056,4000000000,2.507407678041204
2,88,352,704,1408,3904,11,16,0.0001726,128,15258,1,2150612992,232579072,1949122560,45056,4000000000,2.5295857178605865
2,88,352,704,1408,3904,11,16,0.0001726,256,7629,1,2150612992,232579072,1949122560,45056,4000000000,2.574314390867796
2,88,352,704,1408,3904,11,16,0.0001726,512,3814,1,2150612992,232579072,1949122560,45056,4000000000,2.6579320767315613
2,88,352,704,1408,3904,11,16,0.0002441,32,61035,1,2150612992,232579072,1949122560,45056,4000000000,2.5020627550819894
2,88,352,704,1408,3904,11,16,0.0002441,64,30517,1,2150612992,232579072,1949122560,45056,4000000000,2.49615029716967
2,88,352,704,1408,3904,11,16,0.0002441,128,15258,1,2150612992,232579072,1949122560,45056,4000000000,2.5079937765982194
2,88,352,704,1408,3904,11,16,0.0002441,256,7629,1,2150612992,232579072,1949122560,45056,4000000000,2.5372776689888727
2,88,352,704,1408,3904,11,16,0.0002441,512,3814,1,2150612992,232579072,1949122560,45056,4000000000,2.6019541996801308
2,88,352,704,1408,3904,11,16,0.0003453,32,61035,1,2150612992,232579072,1949122560,45056,4000000000,2.5015761952562205
2,88,352,704,1408,3904,11,16,0.0003453,64,30517,1,2150612992,232579072,1949122560,45056,4000000000,2.49091882231085
2,88,352,704,1408,3904,11,16,0.0003453,128,15258,1,2150612992,232579072,1949122560,45056,4000000000,2.494379160624257
2,88,352,704,1408,3904,11,16,0.0003453,256,7629,1,2150612992,232579072,1949122560,45056,4000000000,2.517608455802053
2,88,352,704,1408,3904,11,16,0.0003453,512,3814,1,2150612992,232579072,1949122560,45056,4000000000,2.5667456365431702
2,88,352,704,1408,3904,11,16,0.0004883,32,61035,1,2150612992,232579072,1949122560,45056,4000000000,2.5072258324465206
2,88,352,704,1408,3904,11,16,0.0004883,64,30517,1,2150612992,232579072,1949122560,45056,4000000000,2.49379121792664
2,88,352,704,1408,3904,11,16,0.0004883,128,15258,1,2150612992,232579072,1949122560,45056,4000000000,2.4949288390545026
