h,ffnh,numh,numl,lr,bs,ti,D,N,loss
2048,8192,16,16,0.01105,352,27743,20000000000,1073741824,6.448116
2048,8192,16,16,0.002762,736,13268,20000000000,1073741824,2.261693
2048,8192,16,16,0.0002441,736,13268,20000000000,1073741824,2.283835
2048,8192,16,16,0.005524,128,76293,20000000000,1073741824,2.359354
2048,8192,16,16,0.0002441,256,38146,20000000000,1073741824,2.233816
2048,8192,16,16,0.003906,2048,4768,20000000000,1073741824,2.372717
2048,8192,16,16,0.01105,32,305175,20000000000,1073741824,7.208395
2048,8192,16,16,0.001953,736,13268,20000000000,1073741824,2.249995
2048,8192,16,16,0.0006905,192,50862,20000000000,1073741824,2.233361
2048,8192,16,16,0.0003453,64,152587,20000000000,1073741824,2.228911
2048,8192,16,16,0.005524,1024,9536,20000000000,1073741824,5.126578
2048,8192,16,16,0.002762,32,305175,20000000000,1073741824,2.308105
2048,8192,16,16,0.0003453,736,13268,20000000000,1073741824,2.263231
2048,8192,16,16,0.0003453,32,305175,20000000000,1073741824,2.189603
2048,8192,16,16,0.007812,128,76293,20000000000,1073741824,2.457494
2048,8192,16,16,0.001381,32,305175,20000000000,1073741824,2.23242
2048,8192,16,16,0.003906,192,50862,20000000000,1073741824,2.273281
2048,8192,16,16,0.001381,64,152587,20000000000,1073741824,2.233462
2048,8192,16,16,0.002762,256,38146,20000000000,1073741824,2.226358
2048,8192,16,16,0.0003453,128,76293,20000000000,1073741824,2.290504
2048,8192,16,16,0.0009766,64,152587,20000000000,1073741824,2.2297
2048,8192,16,16,0.0009766,32,305175,20000000000,1073741824,2.215128
2048,8192,16,16,0.0003453,1024,9536,20000000000,1073741824,2.30221
2048,8192,16,16,0.0006905,64,152587,20000000000,1073741824,2.228493
2048,8192,16,16,0.0006905,352,27743,20000000000,1073741824,2.251508
2048,8192,16,16,0.0003453,256,38146,20000000000,1073741824,2.222932
2048,8192,16,16,0.0004883,352,27743,20000000000,1073741824,2.257464
2048,8192,16,16,0.0009766,192,50862,20000000000,1073741824,2.229863
2048,8192,16,16,0.01105,2048,4768,20000000000,1073741824,6.67087
2048,8192,16,16,0.001381,256,38146,20000000000,1073741824,2.202604
2048,8192,16,16,0.0004883,736,13268,20000000000,1073741824,2.250916
2048,8192,16,16,0.005524,64,152587,20000000000,1073741824,2.360276
2048,8192,16,16,0.0003453,2048,4768,20000000000,1073741824,2.368554
2048,8192,16,16,0.0009766,128,76293,20000000000,1073741824,2.278394
2048,8192,16,16,0.007812,1024,9536,20000000000,1073741824,6.274736
2048,8192,16,16,0.005524,192,50862,20000000000,1073741824,2.291484
2048,8192,16,16,0.0002441,512,19073,20000000000,1073741824,2.258445
2048,8192,16,16,0.001953,64,152587,20000000000,1073741824,2.247348
2048,8192,16,16,0.002762,1024,9536,20000000000,1073741824,2.29384
2048,8192,16,16,0.001953,2048,4768,20000000000,1073741824,2.328104
2048,8192,16,16,0.007812,256,38146,20000000000,1073741824,2.295728
2048,8192,16,16,0.0004883,128,76293,20000000000,1073741824,2.285067
2048,8192,16,16,0.005524,32,305175,20000000000,1073741824,2.486894
2048,8192,16,16,0.0004883,1024,9536,20000000000,1073741824,2.28316
2048,8192,16,16,0.001953,128,76293,20000000000,1073741824,2.284755
2048,8192,16,16,0.01105,192,50862,20000000000,1073741824,2.489224
2048,8192,16,16,0.001953,1024,9536,20000000000,1073741824,2.282212
2048,8192,16,16,0.003906,512,19073,20000000000,1073741824,2.259969
2048,8192,16,16,0.0006905,512,19073,20000000000,1073741824,2.222025
2048,8192,16,16,0.003906,64,152587,20000000000,1073741824,2.2997
2048,8192,16,16,0.0009766,256,38146,20000000000,1073741824,2.205458
2048,8192,16,16,0.001381,512,19073,20000000000,1073741824,2.226502
2048,8192,16,16,0.001381,1024,9536,20000000000,1073741824,2.273915
2048,8192,16,16,0.0004883,512,19073,20000000000,1073741824,2.23342
2048,8192,16,16,0.0004883,64,152587,20000000000,1073741824,2.229333
2048,8192,16,16,0.003906,352,27743,20000000000,1073741824,2.28379
2048,8192,16,16,0.007812,32,305175,20000000000,1073741824,2.511506
