h,ffnh,numh,numl,lr,bs,ti,D,N,loss
1280,9472,10,10,0.005524,736,33171,50000000000,429260800,2.288173
1280,9472,10,10,0.002762,736,33171,50000000000,429260800,2.276773
1280,9472,10,10,0.0004883,1024,23841,50000000000,429260800,2.298171
1280,9472,10,10,0.003906,2048,11920,50000000000,429260800,2.319124
1280,9472,10,10,0.002762,32,762939,50000000000,429260800,2.399201
1280,9472,10,10,0.0009766,352,69358,50000000000,429260800,2.278578
1280,9472,10,10,0.0009766,192,127156,50000000000,429260800,2.273788
1280,9472,10,10,0.007812,192,127156,50000000000,429260800,2.325056
1280,9472,10,10,0.007812,736,33171,50000000000,429260800,2.30046
1280,9472,10,10,0.005524,256,95367,50000000000,429260800,2.285063
1280,9472,10,10,0.001381,736,33171,50000000000,429260800,2.284752
1280,9472,10,10,0.0002441,192,127156,50000000000,429260800,2.300096
1280,9472,10,10,0.0004883,64,381469,50000000000,429260800,2.375902
1280,9472,10,10,0.0009766,32,762939,50000000000,429260800,2.347637
1280,9472,10,10,0.001953,1024,23841,50000000000,429260800,2.266227
1280,9472,10,10,0.003906,32,762939,50000000000,429260800,2.433523
1280,9472,10,10,0.0003453,192,127156,50000000000,429260800,2.28812
1280,9472,10,10,0.007812,64,381469,50000000000,429260800,2.496767
1280,9472,10,10,0.001953,512,47683,50000000000,429260800,2.268273
1280,9472,10,10,0.003906,64,381469,50000000000,429260800,2.420341
1280,9472,10,10,0.001953,192,127156,50000000000,429260800,2.272077
1280,9472,10,10,0.005524,32,762939,50000000000,429260800,2.491189
1280,9472,10,10,0.001381,32,762939,50000000000,429260800,2.359758
1280,9472,10,10,0.01105,64,381469,50000000000,429260800,2.517757
1280,9472,10,10,0.002762,2048,11920,50000000000,429260800,2.319001
1280,9472,10,10,0.0002441,512,47683,50000000000,429260800,2.317883
1280,9472,10,10,0.003906,1024,23841,50000000000,429260800,2.272371
1280,9472,10,10,0.0004883,192,127156,50000000000,429260800,2.281528
1280,9472,10,10,0.0002441,256,95367,50000000000,429260800,2.29826
1280,9472,10,10,0.003906,256,95367,50000000000,429260800,2.267441
1280,9472,10,10,0.001381,2048,11920,50000000000,429260800,2.313875
1280,9472,10,10,0.0003453,512,47683,50000000000,429260800,2.304007
1280,9472,10,10,0.0004883,32,762939,50000000000,429260800,2.339247
1280,9472,10,10,0.005524,64,381469,50000000000,429260800,2.451329
1280,9472,10,10,0.005524,128,190734,50000000000,429260800,2.30591
1280,9472,10,10,0.003906,192,127156,50000000000,429260800,2.284299
1280,9472,10,10,0.0006905,736,33171,50000000000,429260800,2.29635
1280,9472,10,10,0.0004883,352,69358,50000000000,429260800,2.290966
1280,9472,10,10,0.001381,256,95367,50000000000,429260800,2.262294
1280,9472,10,10,0.0003453,128,190734,50000000000,429260800,2.280056
1280,9472,10,10,0.002762,192,127156,50000000000,429260800,2.275622
1280,9472,10,10,0.0004883,512,47683,50000000000,429260800,2.292848
1280,9472,10,10,0.0006905,192,127156,50000000000,429260800,2.276015
1280,9472,10,10,0.0003453,2048,11920,50000000000,429260800,2.361223
1280,9472,10,10,0.0006905,64,381469,50000000000,429260800,2.375091
1280,9472,10,10,0.007812,1024,23841,50000000000,429260800,2.295517
1280,9472,10,10,0.0004883,256,95367,50000000000,429260800,2.276793
1280,9472,10,10,0.003906,128,190734,50000000000,429260800,2.288983
1280,9472,10,10,0.001381,352,69358,50000000000,429260800,2.271756
1280,9472,10,10,0.0002441,352,69358,50000000000,429260800,2.313519
1280,9472,10,10,0.001381,1024,23841,50000000000,429260800,2.274946
1280,9472,10,10,0.001953,352,69358,50000000000,429260800,2.268409
1280,9472,10,10,0.0006905,1024,23841,50000000000,429260800,2.285999
1280,9472,10,10,0.007812,512,47683,50000000000,429260800,2.288259
1280,9472,10,10,0.001953,256,95367,50000000000,429260800,2.260204
1280,9472,10,10,0.0004883,736,33171,50000000000,429260800,2.307561
1280,9472,10,10,0.0003453,256,95367,50000000000,429260800,2.287951
1280,9472,10,10,0.0003453,1024,23841,50000000000,429260800,2.311244
1280,9472,10,10,0.0003453,32,762939,50000000000,429260800,2.332532
1280,9472,10,10,0.0006905,2048,11920,50000000000,429260800,2.33012
1280,9472,10,10,0.007812,128,190734,50000000000,429260800,2.330669
1280,9472,10,10,0.002762,128,190734,50000000000,429260800,2.279382
1280,9472,10,10,0.002762,64,381469,50000000000,429260800,2.406607
1280,9472,10,10,0.0002441,128,190734,50000000000,429260800,2.289623
1280,9472,10,10,0.003906,736,33171,50000000000,429260800,2.278567
1280,9472,10,10,0.005524,192,127156,50000000000,429260800,2.304968
1280,9472,10,10,0.001381,192,127156,50000000000,429260800,2.272504
1280,9472,10,10,0.0003453,736,33171,50000000000,429260800,2.318981
1280,9472,10,10,0.0002441,1024,23841,50000000000,429260800,2.33001
1280,9472,10,10,0.003906,352,69358,50000000000,429260800,2.272182
1280,9472,10,10,0.001381,512,47683,50000000000,429260800,2.270188
