h,ffnh,numh,numl,lr,bs,ti,D,N,loss
1024,9552,16,8,0.0003453,736,53074,80000000000,268304384,2.351091
1024,9552,16,8,0.001381,1024,38146,80000000000,268304384,2.313347
1024,9552,16,8,0.0006905,128,305175,80000000000,268304384,2.348516
1024,9552,16,8,0.01105,192,203450,80000000000,268304384,2.378132
1024,9552,16,8,0.002762,64,610351,80000000000,268304384,2.371711
1024,9552,16,8,0.01105,128,305175,80000000000,268304384,2.429212
1024,9552,16,8,0.007812,1024,38146,80000000000,268304384,2.300474
1024,9552,16,8,0.0003453,512,76293,80000000000,268304384,2.341989
1024,9552,16,8,0.007812,2048,19073,80000000000,268304384,2.343836
1024,9552,16,8,0.007812,512,76293,80000000000,268304384,2.303998
1024,9552,16,8,0.0002441,128,305175,80000000000,268304384,2.371909
1024,9552,16,8,0.0009766,736,53074,80000000000,268304384,2.318849
1024,9552,16,8,0.001381,32,1220703,80000000000,268304384,2.317127
1024,9552,16,8,0.0006905,2048,19073,80000000000,268304384,2.371453
1024,9552,16,8,0.01105,64,610351,80000000000,268304384,2.505858
1024,9552,16,8,0.002762,512,76293,80000000000,268304384,2.295902
1024,9552,16,8,0.0003453,192,203450,80000000000,268304384,2.338548
1024,9552,16,8,0.005524,64,610351,80000000000,268304384,2.418923
1024,9552,16,8,0.0006905,736,53074,80000000000,268304384,2.328806
1024,9552,16,8,0.001953,64,610351,80000000000,268304384,2.361443
1024,9552,16,8,0.0004883,352,110973,80000000000,268304384,2.327535
1024,9552,16,8,0.0004883,192,203450,80000000000,268304384,2.332388
1024,9552,16,8,0.0009766,2048,19073,80000000000,268304384,2.358494
1024,9552,16,8,0.002762,1024,38146,80000000000,268304384,2.301595
1024,9552,16,8,0.0006905,192,203450,80000000000,268304384,2.321939
1024,9552,16,8,0.0006905,352,110973,80000000000,268304384,2.319066
1024,9552,16,8,0.001381,352,110973,80000000000,268304384,2.302697
1024,9552,16,8,0.001381,512,76293,80000000000,268304384,2.304481
1024,9552,16,8,0.001381,128,305175,80000000000,268304384,2.343847
1024,9552,16,8,0.0003453,2048,19073,80000000000,268304384,2.402965
1024,9552,16,8,0.001953,128,305175,80000000000,268304384,2.345885
1024,9552,16,8,0.0006905,512,76293,80000000000,268304384,2.322052
1024,9552,16,8,0.0006905,32,1220703,80000000000,268304384,2.305035
1024,9552,16,8,0.0002441,2048,19073,80000000000,268304384,2.425176
1024,9552,16,8,0.001953,1024,38146,80000000000,268304384,2.308038
1024,9552,16,8,0.007812,736,53074,80000000000,268304384,2.297729
1024,9552,16,8,0.001953,352,110973,80000000000,268304384,2.301741
1024,9552,16,8,0.003906,2048,19073,80000000000,268304384,2.328963
1024,9552,16,8,0.0009766,352,110973,80000000000,268304384,2.311249
1024,9552,16,8,0.01105,2048,19073,80000000000,268304384,2.367356
1024,9552,16,8,0.0002441,64,610351,80000000000,268304384,2.361363
1024,9552,16,8,0.003906,256,152587,80000000000,268304384,2.308826
1024,9552,16,8,0.003906,128,305175,80000000000,268304384,2.364594
1024,9552,16,8,0.003906,64,610351,80000000000,268304384,2.38726
1024,9552,16,8,0.001381,192,203450,80000000000,268304384,2.313955
1024,9552,16,8,0.003906,1024,38146,80000000000,268304384,2.293572
1024,9552,16,8,0.0002441,32,1220703,80000000000,268304384,2.309662
1024,9552,16,8,0.003906,512,76293,80000000000,268304384,2.294114
1024,9552,16,8,0.0004883,2048,19073,80000000000,268304384,2.386726
1024,9552,16,8,0.007812,128,305175,80000000000,268304384,2.394084
1024,9552,16,8,0.0003453,352,110973,80000000000,268304384,2.336751
1024,9552,16,8,0.001381,2048,19073,80000000000,268304384,2.347502
1024,9552,16,8,0.01105,736,53074,80000000000,268304384,2.316568
1024,9552,16,8,0.0009766,128,305175,80000000000,268304384,2.344496
1024,9552,16,8,0.003906,352,110973,80000000000,268304384,2.299618
1024,9552,16,8,0.005524,32,1220703,80000000000,268304384,2.462112
1024,9552,16,8,0.0004883,1024,38146,80000000000,268304384,2.345619
1024,9552,16,8,0.007812,64,610351,80000000000,268304384,2.458076
1024,9552,16,8,0.002762,736,53074,80000000000,268304384,2.298472
1024,9552,16,8,0.0002441,192,203450,80000000000,268304384,2.351321
1024,9552,16,8,0.002762,352,110973,80000000000,268304384,2.298452
1024,9552,16,8,0.002762,128,305175,80000000000,268304384,2.353748
1024,9552,16,8,0.002762,256,152587,80000000000,268304384,2.305749
1024,9552,16,8,0.0002441,352,110973,80000000000,268304384,2.350214
1024,9552,16,8,0.0002441,736,53074,80000000000,268304384,2.366571
1024,9552,16,8,0.0004883,512,76293,80000000000,268304384,2.331042
1024,9552,16,8,0.005524,128,305175,80000000000,268304384,2.375281
1024,9552,16,8,0.001953,512,76293,80000000000,268304384,2.29918
1024,9552,16,8,0.001381,736,53074,80000000000,268304384,2.309886
1024,9552,16,8,0.007812,352,110973,80000000000,268304384,2.314741
1024,9552,16,8,0.002762,32,1220703,80000000000,268304384,2.349471
1024,9552,16,8,0.005524,256,152587,80000000000,268304384,2.317648
1024,9552,16,8,0.0003453,1024,38146,80000000000,268304384,2.359891
1024,9552,16,8,0.0003453,32,1220703,80000000000,268304384,2.305388
1024,9552,16,8,0.003906,736,53074,80000000000,268304384,2.296674
1024,9552,16,8,0.002762,192,203450,80000000000,268304384,2.315749
1024,9552,16,8,0.002762,2048,19073,80000000000,268304384,2.327692
1024,9552,16,8,0.0002441,1024,38146,80000000000,268304384,2.373955
1024,9552,16,8,0.0004883,128,305175,80000000000,268304384,2.353194
1024,9552,16,8,0.001953,192,203450,80000000000,268304384,2.31331
1024,9552,16,8,0.0002441,256,152587,80000000000,268304384,2.344125
1024,9552,16,8,0.001953,256,152587,80000000000,268304384,2.301935
1024,9552,16,8,0.005524,736,53074,80000000000,268304384,2.293652
1024,9552,16,8,0.007812,256,152587,80000000000,268304384,2.329699
1024,9552,16,8,0.0004883,256,152587,80000000000,268304384,2.324018
1024,9552,16,8,0.0009766,512,76293,80000000000,268304384,2.311532
1024,9552,16,8,0.001953,32,1220703,80000000000,268304384,2.33
1024,9552,16,8,0.005524,512,76293,80000000000,268304384,2.29721
1024,9552,16,8,0.003906,32,1220703,80000000000,268304384,2.384709
1024,9552,16,8,0.007812,32,1220703,80000000000,268304384,2.419368
1024,9552,16,8,0.001953,2048,19073,80000000000,268304384,2.336618
1024,9552,16,8,0.0004883,64,610351,80000000000,268304384,2.345244
1024,9552,16,8,0.0003453,64,610351,80000000000,268304384,2.353153
1024,9552,16,8,0.001953,736,53074,80000000000,268304384,2.302758
1024,9552,16,8,0.0003453,128,305175,80000000000,268304384,2.36256
1024,9552,16,8,0.01105,1024,38146,80000000000,268304384,2.320013
1024,9552,16,8,0.01105,512,76293,80000000000,268304384,2.316546
1024,9552,16,8,0.0002441,512,76293,80000000000,268304384,2.355722
1024,9552,16,8,0.0009766,64,610351,80000000000,268304384,2.346446
1024,9552,16,8,0.01105,352,110973,80000000000,268304384,2.328225
1024,9552,16,8,0.0009766,192,203450,80000000000,268304384,2.317606
1024,9552,16,8,0.0009766,1024,38146,80000000000,268304384,2.323241
1024,9552,16,8,0.0004883,32,1220703,80000000000,268304384,2.305554
1024,9552,16,8,0.005524,1024,38146,80000000000,268304384,2.294227
1024,9552,16,8,0.003906,192,203450,80000000000,268304384,2.324732
1024,9552,16,8,0.005524,352,110973,80000000000,268304384,2.30489
1024,9552,16,8,0.001381,256,152587,80000000000,268304384,2.304072
1024,9552,16,8,0.0009766,32,1220703,80000000000,268304384,2.310436
