step,num_experts,d_model,num_blocks,num_heads,kqv_size,flop_increase,k,seed,routing_frequency,N,dense_parameter_count,flops_per_step,D,router_type_Dense,router_type_Hash,router_type_RL-R,router_type_S-Base,loss
0,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,10.823029255662384
10000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.457153292454716
20000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.312941519365668
30000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.248298992173151
40000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.2137422939451694
50000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.1849098055170395
60000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.167546688816246
70000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.152411998112932
80000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.141085922216259
90000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.131606953430798
100000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.125444372002764
110000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.1144218560398
120000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.1067690176462164
130000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.099102629226428
140000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.092299778320588
150000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.0861776994209738
160000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.078133434952792
170000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.0720499896124664
180000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.065510220703614
190000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.05963501787128
200000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.056783266076676
210000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.0514823040100603
220000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.047197347991822
230000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.043501436942162
240000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.0427212898798666
249000,8,512,6,8,32,1.0,1,42,0.5,60579840.0,16527360.0,44576391823360.0,130000000000,0,1,0,0,3.041725719533442
0,32,512,6,8,32,1.0,1,42,0.5,211611648.0,16527360.0,44615046529024.0,130000000000,0,0,0,1,10.888935304354735
10000,32,512,6,8,32,1.0,1,42,0.5,211611648.0,16527360.0,44615046529024.0,130000000000,0,0,0,1,3.2736016127039536
20000,32,512,6,8,32,1.0,1,42,0.5,211611648.0,16527360.0,44615046529024.0,130000000000,0,0,0,1,3.126157850968795
30000,32,512,6,8,32,1.0,1,42,0.5,211611648.0,16527360.0,44615046529024.0,130000000000,0,0,0,1,3.061127611048244
40000,32,512,6,8,32,1.0,1,42,0.5,211611648.0,16527360.0,44615046529024.0,130000000000,0,0,0,1,3.023882572866188
50000,32,512,6,8,32,1.0,1,42,0.5,211611648.0,16527360.0,44615046529024.0,130000000000,0,0,0,1,2.995743127702136
60000,32,512,6,8,32,1.0,1,42,0.5,211611648.0,16527360.0,44615046529024.0,130000000000,0,0,0,1,2.977064650199803
