N,D,uD,loss
281000000.0,5900000000.0,5900000000.0,3.319542
281000000.0,5900000000.0,1500000000.0,3.330755
281000000.0,5900000000.0,400000000.0,3.386692
281000000.0,5900000000.0,100000000.0,3.882211
281000000.0,1500000000.0,100000000.0,3.877228
281000000.0,2700000000.0,100000000.0,3.72759
281000000.0,3900000000.0,100000000.0,3.754965
281000000.0,7500000000.0,100000000.0,3.99341
281000000.0,91000000000.0,400000000.0,3.312059
