N,D,uD,loss
573700000.0,174000000000.0,174000000000.0,2.708514
573700000.0,174000000000.0,12000000000.0,2.738098
573700000.0,174000000000.0,1500000000.0,2.895393
573700000.0,174000000000.0,400000000.0,3.752652
573700000.0,300000000000.0,1500000000.0,2.881076
573700000.0,600000000000.0,1500000000.0,2.863888
