h,ffnh,numh,numl,lr,bs,ti,target_iter,D,N,M,C,exact_N,N_add_emb,loss
1088,2856,17,17,0.00132,56,14664,-1,1681784832.0,239005312,1888367616,3.18e+18,239005312,381611648,2.711309
1088,2856,17,17,0.00181,96,24194,-1,4756733952.0,239005312,1888367616,8.98e+18,239005312,381611648,2.567173
1088,2856,17,17,0.00278,208,44666,-1,19027001344.0,239005312,1888367616,3.59e+19,239005312,381611648,2.394304
1088,2856,17,17,0.0025,176,37326,-1,13454082048.0,239005312,1888367616,2.54e+19,239005312,381611648,2.450158
1088,2856,17,17,0.00118,40,14516,-1,1189150720.0,239005312,1888367616,2.25e+18,239005312,381611648,2.875305
1088,2856,17,17,0.00309,256,51324,-1,26908557312.0,239005312,1888367616,5.08e+19,239005312,381611648,2.335336
1088,2856,17,17,0.00586,832,126336,-1,215268000000.0,239005312,1888367616,4.07e+20,239005312,381611648,2.258667
1088,2856,17,17,0.00225,144,32259,-1,9513566208.0,239005312,1888367616,1.8e+19,239005312,381611648,2.494031
1088,2856,17,17,0.00202,112,29328,-1,6727139328.0,239005312,1888367616,1.27e+19,239005312,381611648,2.506434
1088,2856,17,17,0.00527,688,108031,-1,152218000000.0,239005312,1888367616,2.87e+20,239005312,381611648,2.247604
1088,2856,17,17,0.00163,80,20529,-1,3363471360.0,239005312,1888367616,6.35e+18,239005312,381611648,2.562561
1088,2856,17,17,0.00344,312,59555,-1,38054215680.0,239005312,1888367616,7.19e+19,239005312,381611648,2.35068
1088,2856,17,17,0.00473,560,93850,-1,107635000000.0,239005312,1888367616,2.03e+20,239005312,381611648,2.288257
1088,2856,17,17,0.00426,464,80092,-1,76109185024.0,239005312,1888367616,1.44e+20,239005312,381611648,2.290729
1088,2856,17,17,0.00147,64,18145,-1,2378301440.0,239005312,1888367616,4.49e+18,239005312,381611648,2.707121
1088,2856,17,17,0.00725,1248,168448,-1,430537000000.0,239005312,1888367616,8.13e+20,239005312,381611648,2.190379
1088,2856,17,17,0.00652,1024,145166,-1,304435000000.0,239005312,1888367616,5.75e+20,239005312,381611648,2.233932
1088,2856,17,17,0.00383,376,69888,-1,53817114624.0,239005312,1888367616,1.02e+20,239005312,381611648,2.318447
