h,ffnh,numh,numl,lr,bs,ti,target_iter,D,N,M,C,exact_N,N_add_emb,loss
2048,5448,32,32,0.00103,416,75120,-1,63999836160.0,1608122368,11258560512,7.21e+20,1608122368,1876557824,2.053824
2048,5448,32,32,0.00115,512,86316,-1,90508886016.0,1608122368,11258560512,1.02e+21,1608122368,1876557824,2.033295
2048,5448,32,32,0.00128,640,97656,-1,128000000000.0,1608122368,11258560512,1.44e+21,1608122368,1876557824,1.9987
2048,5448,32,32,0.000356,56,17438,-1,1999929344.0,1608122368,11258560512,2.25e+19,1608122368,1876557824,2.475127
2048,5448,32,32,0.000396,72,19181,-1,2828353536.0,1608122368,11258560512,3.18e+19,1608122368,1876557824,2.510761
2048,5448,32,32,0.00044,88,22194,-1,3999891456.0,1608122368,11258560512,4.5e+19,1608122368,1876557824,2.42749
2048,5448,32,32,0.00049,104,26558,-1,5656641536.0,1608122368,11258560512,6.37e+19,1608122368,1876557824,2.352791
2048,5448,32,32,0.000545,128,30517,-1,7999848448.0,1608122368,11258560512,9.01e+19,1608122368,1876557824,2.326957
2048,5448,32,32,0.000606,152,36343,-1,11313430528.0,1608122368,11258560512,1.27e+20,1608122368,1876557824,2.263478
2048,5448,32,32,0.000674,192,40690,-1,15999959040.0,1608122368,11258560512,1.8e+20,1608122368,1876557824,2.211514
2048,5448,32,32,0.00075,224,49323,-1,22627024896.0,1608122368,11258560512,2.55e+20,1608122368,1876557824,2.174221
2048,5448,32,32,0.000835,288,54253,-1,31999721472.0,1608122368,11258560512,3.6e+20,1608122368,1876557824,2.104771
2048,5448,32,32,0.000929,352,62775,-1,45254246400.0,1608122368,11258560512,5.09e+20,1608122368,1876557824,2.077752
2048,5448,32,32,0.000321,48,14386,-1,1414201344.0,1608122368,11258560512,1.59e+19,1608122368,1876557824,2.552664
2048,5448,32,32,0.00143,768,115088,-1,181018000000.0,1608122368,11258560512,2.04e+21,1608122368,1876557824,1.958037
2048,5448,32,32,0.00159,896,139508,-1,255998000000.0,1608122368,11258560512,2.88e+21,1608122368,1876557824,1.944799
2048,5448,32,32,0.00177,1152,153451,-1,362036000000.0,1608122368,11258560512,4.08e+21,1608122368,1876557824,1.921482
