h,ffnh,numh,numl,lr,bs,ti,target_iter,D,N,M,C,exact_N,N_add_emb,loss
2560,6952,40,40,0.000219,56,17438,-1,1999929344.0,3184435200,21621964800,4.32e+19,3184435200,3519979520,2.423872
2560,6952,40,40,0.000243,72,19181,-1,2828353536.0,3184435200,21621964800,6.12e+19,3184435200,3519979520,2.454117
2560,6952,40,40,0.000271,88,22194,-1,3999891456.0,3184435200,21621964800,8.65e+19,3184435200,3519979520,2.374743
2560,6952,40,40,0.000301,104,26558,-1,5656641536.0,3184435200,21621964800,1.22e+20,3184435200,3519979520,2.298706
2560,6952,40,40,0.000372,160,34526,-1,11313479680.0,3184435200,21621964800,2.45e+20,3184435200,3519979520,2.195126
2560,6952,40,40,0.000414,192,40690,-1,15999959040.0,3184435200,21621964800,3.46e+20,3184435200,3519979520,2.156354
2560,6952,40,40,0.000461,224,49323,-1,22627024896.0,3184435200,21621964800,4.89e+20,3184435200,3519979520,2.110759
2560,6952,40,40,0.000513,288,54253,-1,31999721472.0,3184435200,21621964800,6.92e+20,3184435200,3519979520,2.036328
2560,6952,40,40,0.00057,352,62775,-1,45254246400.0,3184435200,21621964800,9.78e+20,3184435200,3519979520,2.011075
2560,6952,40,40,0.000635,448,69754,-1,63999574016.0,3184435200,21621964800,1.38e+21,3184435200,3519979520,1.994501
2560,6952,40,40,0.000706,512,86316,-1,90508886016.0,3184435200,21621964800,1.96e+21,3184435200,3519979520,1.957204
2560,6952,40,40,0.000785,640,97656,-1,128000000000.0,3184435200,21621964800,2.77e+21,3184435200,3519979520,1.923393
2560,6952,40,40,0.000335,128,30517,-1,7999848448.0,3184435200,21621964800,1.73e+20,3184435200,3519979520,2.268797
