topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,N,Na,M,kvcache,D,D/N,Na/N,loss,smooth loss
1,89,352,352,1408,3904,11,16,0.001953,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.635678,2.5816863532986414
2,88,352,704,1408,3904,11,16,0.001953,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.602687,2.549333006335669
1,8,3528,3528,1408,3904,11,16,0.001953,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.575794,2.522633567663545
3,8,2888,8664,1408,3904,11,16,0.001953,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.559334,2.506244961887844
1,89,352,352,1408,3904,11,16,0.001953,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.597189,2.607736653328883
2,88,352,704,1408,3904,11,16,0.001953,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.54891,2.5588467454712664
1,8,3528,3528,1408,3904,11,16,0.001953,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.527505,2.5365994480123324
3,8,2888,8664,1408,3904,11,16,0.001953,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.517864,2.526846176798386
1,89,352,352,1408,3904,11,16,0.002762,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.573935,2.616159807207947
2,88,352,704,1408,3904,11,16,0.002762,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.531003,2.571455210228712
1,8,3528,3528,1408,3904,11,16,0.002762,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.517725,2.55666852191939
1,89,352,352,1408,3904,11,16,0.002762,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.594556,2.588098378159314
2,88,352,704,1408,3904,11,16,0.002762,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.547005,2.5367457035248915
1,8,3528,3528,1408,3904,11,16,0.002762,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.550957,2.542275772400727
3,8,2888,8664,1408,3904,11,16,0.002762,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.520709,2.511855078858905
1,89,352,352,1408,3904,11,16,0.002762,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.641388,2.607072537680578
2,88,352,704,1408,3904,11,16,0.002762,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.590041,2.5561438557760208
1,8,3528,3528,1408,3904,11,16,0.002762,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.586257,2.550892180262754
3,8,2888,8664,1408,3904,11,16,0.002762,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.553287,2.5161112476108154
1,89,352,352,1408,3904,11,16,0.002762,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.653619,2.601081717027378
2,88,352,704,1408,3904,11,16,0.002762,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.634163,2.58065884719752
1,8,3528,3528,1408,3904,11,16,0.002762,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.621061,2.567644438345285
3,8,2888,8664,1408,3904,11,16,0.002762,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.59278,2.5389526303448804
1,89,352,352,1408,3904,11,16,0.002762,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.635856,2.645242802862103
2,88,352,704,1408,3904,11,16,0.002762,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.60758,2.61779018757892
1,8,3528,3528,1408,3904,11,16,0.002762,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.596322,2.605795489789064
3,8,2888,8664,1408,3904,11,16,0.002762,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.566041,2.576198250592362
1,89,352,352,1408,3904,11,16,0.0001726,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.51503,2.4422660232881057
2,88,352,704,1408,3904,11,16,0.0001726,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.469075,2.401538043793429
1,8,3528,3528,1408,3904,11,16,0.0001726,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.415219,2.3501650767127056
3,8,2888,8664,1408,3904,11,16,0.0001726,32,122070,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.381444,2.32300256886748
1,89,352,352,1408,3904,11,16,0.0001726,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.482612,2.4309252123174594
2,88,352,704,1408,3904,11,16,0.0001726,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.442807,2.3928799240689265
1,8,3528,3528,1408,3904,11,16,0.0001726,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.395816,2.3489410657891607
3,8,2888,8664,1408,3904,11,16,0.0001726,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.368386,2.3252052203464912
1,89,352,352,1408,3904,11,16,0.0001726,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.471535,2.436819614736569
2,88,352,704,1408,3904,11,16,0.0001726,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.435928,2.401874306039869
1,8,3528,3528,1408,3904,11,16,0.0001726,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.395764,2.363193839978561
3,8,2888,8664,1408,3904,11,16,0.0001726,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.375886,2.3420873653548573
1,89,352,352,1408,3904,11,16,0.0001726,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.484566,2.465408102746918
2,88,352,704,1408,3904,11,16,0.0001726,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.450333,2.430146689317211
1,8,3528,3528,1408,3904,11,16,0.0001726,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.41363,2.392434589340205
3,8,2888,8664,1408,3904,11,16,0.0001726,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.394954,2.374113989623248
1,89,352,352,1408,3904,11,16,0.0001726,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.51996,2.5152742204112366
2,88,352,704,1408,3904,11,16,0.0001726,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.487762,2.4831557562363984
3,8,2888,8664,1408,3904,11,16,0.0001726,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.43311,2.427054369987307
1,89,352,352,1408,3904,11,16,0.0002441,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.514198,2.4422338680230258
2,88,352,704,1408,3904,11,16,0.0002441,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.46579,2.396140346227699
1,8,3528,3528,1408,3904,11,16,0.0002441,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.409204,2.3459763412129546
3,8,2888,8664,1408,3904,11,16,0.0002441,32,122070,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.372506,2.31563858728289
1,89,352,352,1408,3904,11,16,0.0002441,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.475657,2.4248022743712982
2,88,352,704,1408,3904,11,16,0.0002441,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.432611,2.38433931180012
1,8,3528,3528,1408,3904,11,16,0.0002441,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.388159,2.339962833244186
3,8,2888,8664,1408,3904,11,16,0.0002441,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.357407,2.313267484389878
1,89,352,352,1408,3904,11,16,0.0002441,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.457071,2.424126339585731
2,88,352,704,1408,3904,11,16,0.0002441,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.421873,2.38777695918177
1,8,3528,3528,1408,3904,11,16,0.0002441,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.379452,2.3471159922695004
3,8,2888,8664,1408,3904,11,16,0.0002441,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.359701,2.324712719789014
1,89,352,352,1408,3904,11,16,0.0002441,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.463173,2.4421114214165085
2,88,352,704,1408,3904,11,16,0.0002441,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.42548,2.406198191395025
1,8,3528,3528,1408,3904,11,16,0.0002441,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.390218,2.369614574619524
3,8,2888,8664,1408,3904,11,16,0.0002441,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.371097,2.349877735247836
1,89,352,352,1408,3904,11,16,0.0002441,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.485689,2.4813855371879736
2,88,352,704,1408,3904,11,16,0.0002441,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.449295,2.444666703333613
3,8,2888,8664,1408,3904,11,16,0.0002441,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.395457,2.3897746202049914
1,89,352,352,1408,3904,11,16,0.0003453,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.518849,2.4444873006837287
2,88,352,704,1408,3904,11,16,0.0003453,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.470277,2.396129446945133
1,8,3528,3528,1408,3904,11,16,0.0003453,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.407982,2.3447714364297325
3,8,2888,8664,1408,3904,11,16,0.0003453,32,122070,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.37433,2.3152792383344933
1,89,352,352,1408,3904,11,16,0.0003453,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.470515,2.4221650247576525
2,88,352,704,1408,3904,11,16,0.0003453,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.429097,2.3811805541735325
1,8,3528,3528,1408,3904,11,16,0.0003453,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.379911,2.3350851136879003
3,8,2888,8664,1408,3904,11,16,0.0003453,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.353627,2.3081927564021507
1,89,352,352,1408,3904,11,16,0.0003453,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.452141,2.4177609059013
2,88,352,704,1408,3904,11,16,0.0003453,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.413993,2.378703352911849
1,8,3528,3528,1408,3904,11,16,0.0003453,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.369979,2.338038135783532
3,8,2888,8664,1408,3904,11,16,0.0003453,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.348536,2.3153843157118605
1,89,352,352,1408,3904,11,16,0.0003453,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.450099,2.429519393035797
2,88,352,704,1408,3904,11,16,0.0003453,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.412283,2.3920291942512706
1,8,3528,3528,1408,3904,11,16,0.0003453,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.37517,2.3534751810133683
3,8,2888,8664,1408,3904,11,16,0.0003453,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.355428,2.333355047640195
1,89,352,352,1408,3904,11,16,0.0003453,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.460532,2.4558872084945245
2,88,352,704,1408,3904,11,16,0.0003453,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.425637,2.420717494296716
3,8,2888,8664,1408,3904,11,16,0.0003453,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.371806,2.365984808546976
1,89,352,352,1408,3904,11,16,0.0004883,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.531745,2.4527079661265687
2,88,352,704,1408,3904,11,16,0.0004883,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.471776,2.399111038272433
1,8,3528,3528,1408,3904,11,16,0.0004883,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.411514,2.347587857527687
3,8,2888,8664,1408,3904,11,16,0.0004883,32,122070,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.375106,2.315277273641741
1,89,352,352,1408,3904,11,16,0.0004883,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.473212,2.4239877699871
2,88,352,704,1408,3904,11,16,0.0004883,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.431352,2.384220721236292
1,8,3528,3528,1408,3904,11,16,0.0004883,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.382254,2.3359142070257515
3,8,2888,8664,1408,3904,11,16,0.0004883,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.347701,2.30277016863499
1,89,352,352,1408,3904,11,16,0.0004883,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.450355,2.417205116671916
2,88,352,704,1408,3904,11,16,0.0004883,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.410028,2.375904868335475
1,8,3528,3528,1408,3904,11,16,0.0004883,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.364609,2.331967531999044
3,8,2888,8664,1408,3904,11,16,0.0004883,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.34261,2.307983273066511
1,89,352,352,1408,3904,11,16,0.0004883,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.441797,2.422097097196249
2,88,352,704,1408,3904,11,16,0.0004883,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.403931,2.383412368419986
1,8,3528,3528,1408,3904,11,16,0.0004883,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.366995,2.345472642674765
3,8,2888,8664,1408,3904,11,16,0.0004883,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.342111,2.320959660141737
1,89,352,352,1408,3904,11,16,0.0004883,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.444397,2.4400648007334755
2,88,352,704,1408,3904,11,16,0.0004883,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.410275,2.403714435394344
3,8,2888,8664,1408,3904,11,16,0.0004883,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.354856,2.348550468993745
1,89,352,352,1408,3904,11,16,0.0006905,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.539101,2.461742386831697
2,88,352,704,1408,3904,11,16,0.0006905,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.476594,2.406521065576229
1,8,3528,3528,1408,3904,11,16,0.0006905,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.419316,2.352359277026197
3,8,2888,8664,1408,3904,11,16,0.0006905,32,122070,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.381547,2.318311588347717
1,89,352,352,1408,3904,11,16,0.0006905,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.478456,2.4279395023247243
2,88,352,704,1408,3904,11,16,0.0006905,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.434194,2.3853208571888644
1,8,3528,3528,1408,3904,11,16,0.0006905,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.380412,2.336419622067793
3,8,2888,8664,1408,3904,11,16,0.0006905,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.346307,2.3001566894194574
1,89,352,352,1408,3904,11,16,0.0006905,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.453808,2.419512272760075
2,88,352,704,1408,3904,11,16,0.0006905,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.412039,2.378550892568412
1,8,3528,3528,1408,3904,11,16,0.0006905,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.369352,2.3367256017588374
3,8,2888,8664,1408,3904,11,16,0.0006905,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.338447,2.304813812582722
1,89,352,352,1408,3904,11,16,0.0006905,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.441162,2.4211127759906037
2,88,352,704,1408,3904,11,16,0.0006905,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.401476,2.3810122144023897
1,8,3528,3528,1408,3904,11,16,0.0006905,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.364462,2.343933580525085
3,8,2888,8664,1408,3904,11,16,0.0006905,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.342488,2.3206504417897063
1,89,352,352,1408,3904,11,16,0.0006905,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.436129,2.431029196805063
2,88,352,704,1408,3904,11,16,0.0006905,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.39925,2.3938608849974816
1,8,3528,3528,1408,3904,11,16,0.0006905,512,7629,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.372542,2.366329742859598
3,8,2888,8664,1408,3904,11,16,0.0006905,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.342835,2.3365444149426406
1,89,352,352,1408,3904,11,16,0.0009766,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.533881,2.460882829398407
2,88,352,704,1408,3904,11,16,0.0009766,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.49032,2.41501324322497
1,8,3528,3528,1408,3904,11,16,0.0009766,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.43845,2.3655431383492878
3,8,2888,8664,1408,3904,11,16,0.0009766,32,122070,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.385108,2.3221817083075207
1,89,352,352,1408,3904,11,16,0.0009766,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.490513,2.4399140035961526
2,88,352,704,1408,3904,11,16,0.0009766,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.439018,2.389784040154491
1,8,3528,3528,1408,3904,11,16,0.0009766,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.388527,2.344131689069156
3,8,2888,8664,1408,3904,11,16,0.0009766,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.344107,2.3002725107759607
1,89,352,352,1408,3904,11,16,0.0009766,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.459973,2.4265020631223235
2,88,352,704,1408,3904,11,16,0.0009766,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.415446,2.3813113160839907
1,8,3528,3528,1408,3904,11,16,0.0009766,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.378105,2.343319176957119
3,8,2888,8664,1408,3904,11,16,0.0009766,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.341954,2.3090408752060294
1,89,352,352,1408,3904,11,16,0.0009766,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.447134,2.42665327078137
2,88,352,704,1408,3904,11,16,0.0009766,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.407434,2.386743864604488
1,8,3528,3528,1408,3904,11,16,0.0009766,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.378917,2.357767137035417
3,8,2888,8664,1408,3904,11,16,0.0009766,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.35004,2.3288911311224143
1,89,352,352,1408,3904,11,16,0.0009766,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.439672,2.434214526632033
2,88,352,704,1408,3904,11,16,0.0009766,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.399475,2.393843129655572
1,8,3528,3528,1408,3904,11,16,0.0009766,512,7629,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.375976,2.369520003626345
3,8,2888,8664,1408,3904,11,16,0.0009766,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.354861,2.347894815163744
1,89,352,352,1408,3904,11,16,0.001381,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.552225,2.472836349364949
2,88,352,704,1408,3904,11,16,0.001381,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.505238,2.432661924417615
1,8,3528,3528,1408,3904,11,16,0.001381,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.459438,2.388194944438898
3,8,2888,8664,1408,3904,11,16,0.001381,32,122070,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.396926,2.3312092399798265
1,89,352,352,1408,3904,11,16,0.001381,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.492634,2.442963968536376
2,88,352,704,1408,3904,11,16,0.001381,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.450218,2.401764423308239
1,8,3528,3528,1408,3904,11,16,0.001381,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.401885,2.355724248601989
3,8,2888,8664,1408,3904,11,16,0.001381,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.358012,2.3121954501594693
1,89,352,352,1408,3904,11,16,0.001381,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.468177,2.4338471523839007
2,88,352,704,1408,3904,11,16,0.001381,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.427181,2.3932301779095333
1,8,3528,3528,1408,3904,11,16,0.001381,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.38845,2.3546405809373545
3,8,2888,8664,1408,3904,11,16,0.001381,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.354467,2.3214840880562653
1,89,352,352,1408,3904,11,16,0.001381,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.460602,2.4403463059904964
2,88,352,704,1408,3904,11,16,0.001381,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.418579,2.398667178472742
1,8,3528,3528,1408,3904,11,16,0.001381,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.382251,2.360817979104706
3,8,2888,8664,1408,3904,11,16,0.001381,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.357776,2.33710093296778
1,89,352,352,1408,3904,11,16,0.001381,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.452768,2.447792567806372
2,88,352,704,1408,3904,11,16,0.001381,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.406394,2.400713710005121
1,8,3528,3528,1408,3904,11,16,0.001381,512,7629,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.387467,2.38128382554129
3,8,2888,8664,1408,3904,11,16,0.001381,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.364273,2.3582444655987334
1,89,352,352,1408,3904,11,16,0.001953,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.570803,2.490890933167179
2,88,352,704,1408,3904,11,16,0.001953,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.528589,2.4516860794751305
1,8,3528,3528,1408,3904,11,16,0.001953,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.485313,2.4096994480015206
1,89,352,352,1408,3904,11,16,0.001953,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.508143,2.457482484935133
2,88,352,704,1408,3904,11,16,0.001953,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.460627,2.4133155496963727
1,8,3528,3528,1408,3904,11,16,0.001953,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.420313,2.372575344040102
