topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,N,Na,M,kvcache,D,D/N,Na/N,loss,smooth loss
1,89,352,352,1408,3904,11,16,0.002762,64,15258,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,0.0874046761082711,2.694988,2.758316858598242
2,88,352,704,1408,3904,11,16,0.002762,64,15258,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,0.1081454789239922,2.648238,2.714403430946112
1,8,3528,3528,1408,3904,11,16,0.002762,64,15258,2155174912,590436352,4096266240,45056,2000000000,0.927998924293343,0.2739621497598428,2.643021,2.7082176861876426
3,8,2888,8664,1408,3904,11,16,0.002762,64,15258,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,0.5756779488358243,2.634013,2.700558349886645
1,89,352,352,1408,3904,11,16,0.002762,128,7629,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,0.0874046761082711,2.775991,2.777773347949711
2,88,352,704,1408,3904,11,16,0.002762,128,7629,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,0.1081454789239922,2.718185,2.721606975609504
1,8,3528,3528,1408,3904,11,16,0.002762,128,7629,2155174912,590436352,4096266240,45056,2000000000,0.927998924293343,0.2739621497598428,2.735744,2.738826837060642
3,8,2888,8664,1408,3904,11,16,0.002762,128,7629,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,0.5756779488358243,2.688507,2.693655791770225
1,89,352,352,1408,3904,11,16,0.002762,256,3814,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,0.0874046761082711,2.791864,2.8085213038770704
2,88,352,704,1408,3904,11,16,0.002762,256,3814,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,0.1081454789239922,2.747819,2.7625418346454635
1,8,3528,3528,1408,3904,11,16,0.002762,256,3814,2155174912,590436352,4096266240,45056,2000000000,0.927998924293343,0.2739621497598428,2.731581,2.747906478331748
3,8,2888,8664,1408,3904,11,16,0.002762,256,3814,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,0.5756779488358243,2.729012,2.743495613718811
1,89,352,352,1408,3904,11,16,0.002762,512,1907,2150612992,187973632,1681489920,45056,2000000000,0.9299674127514987,0.0874046761082711,2.874734,2.876881528329424
2,88,352,704,1408,3904,11,16,0.002762,512,1907,2150612992,232579072,1949122560,45056,2000000000,0.9299674127514987,0.1081454789239922,2.831924,2.834307036500902
1,8,3528,3528,1408,3904,11,16,0.002762,512,1907,2155174912,590436352,4096266240,45056,2000000000,0.927998924293343,0.2739621497598428,2.817949,2.8198912411448824
3,8,2888,8664,1408,3904,11,16,0.002762,512,1907,2156188672,1241270272,8001269760,45056,2000000000,0.927562613593028,0.5756779488358243,2.818798,2.8205673951722416
1,89,352,352,1408,3904,11,16,0.0001726,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.506786,2.5480249990634616
2,88,352,704,1408,3904,11,16,0.0001726,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.471974,2.507682079512529
1,8,3528,3528,1408,3904,11,16,0.0001726,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.427314,2.465002791762729
3,8,2888,8664,1408,3904,11,16,0.0001726,32,61035,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.40284,2.440847737618432
1,89,352,352,1408,3904,11,16,0.0001726,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.55319,2.546155736125024
2,88,352,704,1408,3904,11,16,0.0001726,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.5185,2.507407678041204
1,8,3528,3528,1408,3904,11,16,0.0001726,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.481859,2.4692752715284594
3,8,2888,8664,1408,3904,11,16,0.0001726,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.461803,2.447569652428762
1,89,352,352,1408,3904,11,16,0.0001726,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.601991,2.5674784947167484
2,88,352,704,1408,3904,11,16,0.0001726,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.565999,2.5295857178605865
1,8,3528,3528,1408,3904,11,16,0.0001726,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.528912,2.490866266425605
3,8,2888,8664,1408,3904,11,16,0.0001726,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.511839,2.4738303140348887
1,89,352,352,1408,3904,11,16,0.0001726,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.665889,2.612271087646936
2,88,352,704,1408,3904,11,16,0.0001726,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.627241,2.574314390867796
1,8,3528,3528,1408,3904,11,16,0.0001726,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.586071,2.534703698684296
3,8,2888,8664,1408,3904,11,16,0.0001726,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.569551,2.51808569430328
1,89,352,352,1408,3904,11,16,0.0001726,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.684938,2.6962451603374427
2,88,352,704,1408,3904,11,16,0.0001726,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.646527,2.6579320767315613
1,8,3528,3528,1408,3904,11,16,0.0001726,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.603729,2.6140480847647405
3,8,2888,8664,1408,3904,11,16,0.0001726,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.592618,2.6031795082951725
1,89,352,352,1408,3904,11,16,0.0002441,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.50886,2.546438127762704
2,88,352,704,1408,3904,11,16,0.0002441,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.461445,2.5020627550819894
1,8,3528,3528,1408,3904,11,16,0.0002441,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.423343,2.458626900958984
3,8,2888,8664,1408,3904,11,16,0.0002441,32,61035,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.397712,2.4331784746213088
1,89,352,352,1408,3904,11,16,0.0002441,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.543592,2.536452439603435
2,88,352,704,1408,3904,11,16,0.0002441,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.504986,2.49615029716967
1,8,3528,3528,1408,3904,11,16,0.0002441,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.467362,2.456397423911413
3,8,2888,8664,1408,3904,11,16,0.0002441,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.446583,2.434390830581116
1,89,352,352,1408,3904,11,16,0.0002441,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.583694,2.548025440503673
2,88,352,704,1408,3904,11,16,0.0002441,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.543986,2.5079937765982194
1,8,3528,3528,1408,3904,11,16,0.0002441,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.507315,2.46858318150616
3,8,2888,8664,1408,3904,11,16,0.0002441,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.489323,2.450052898713729
1,89,352,352,1408,3904,11,16,0.0002441,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.630906,2.57857424183511
2,88,352,704,1408,3904,11,16,0.0002441,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.589571,2.5372776689888727
1,8,3528,3528,1408,3904,11,16,0.0002441,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.554355,2.5023081765350983
3,8,2888,8664,1408,3904,11,16,0.0002441,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.533977,2.4831082764293297
1,89,352,352,1408,3904,11,16,0.0002441,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.630375,2.641578012822404
2,88,352,704,1408,3904,11,16,0.0002441,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.590874,2.6019541996801308
1,8,3528,3528,1408,3904,11,16,0.0002441,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.552318,2.5623179501705526
3,8,2888,8664,1408,3904,11,16,0.0002441,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.539183,2.5484618105123045
1,89,352,352,1408,3904,11,16,0.0003453,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.504049,2.549203414512484
2,88,352,704,1408,3904,11,16,0.0003453,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.465627,2.5015761952562205
1,8,3528,3528,1408,3904,11,16,0.0003453,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.419566,2.458806683314249
3,8,2888,8664,1408,3904,11,16,0.0003453,32,61035,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.391164,2.4277996425862587
1,89,352,352,1408,3904,11,16,0.0003453,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.542332,2.534035618285521
2,88,352,704,1408,3904,11,16,0.0003453,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.500331,2.49091882231085
1,8,3528,3528,1408,3904,11,16,0.0003453,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.462849,2.4506326372222125
3,8,2888,8664,1408,3904,11,16,0.0003453,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.433138,2.422938206300133
1,89,352,352,1408,3904,11,16,0.0003453,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.569822,2.535634388505486
2,88,352,704,1408,3904,11,16,0.0003453,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.532066,2.494379160624257
1,8,3528,3528,1408,3904,11,16,0.0003453,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.496586,2.45667800380803
3,8,2888,8664,1408,3904,11,16,0.0003453,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.474756,2.435769521855269
1,89,352,352,1408,3904,11,16,0.0003453,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.610266,2.557540904039467
2,88,352,704,1408,3904,11,16,0.0003453,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.57017,2.517608455802053
1,8,3528,3528,1408,3904,11,16,0.0003453,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.532815,2.481190751464535
3,8,2888,8664,1408,3904,11,16,0.0003453,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.513313,2.462456814235721
1,89,352,352,1408,3904,11,16,0.0003453,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.594247,2.6058240233245105
2,88,352,704,1408,3904,11,16,0.0003453,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.556833,2.5667456365431702
1,8,3528,3528,1408,3904,11,16,0.0003453,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.518735,2.5277224365945914
3,8,2888,8664,1408,3904,11,16,0.0003453,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.50167,2.510640559738529
1,89,352,352,1408,3904,11,16,0.0004883,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.514904,2.5546496839292763
2,88,352,704,1408,3904,11,16,0.0004883,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.468325,2.5072258324465206
1,8,3528,3528,1408,3904,11,16,0.0004883,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.418102,2.4580404310502635
3,8,2888,8664,1408,3904,11,16,0.0004883,32,61035,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.389214,2.4262715705906124
1,89,352,352,1408,3904,11,16,0.0004883,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.550474,2.5435238680315697
2,88,352,704,1408,3904,11,16,0.0004883,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.50494,2.49379121792664
1,8,3528,3528,1408,3904,11,16,0.0004883,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.464265,2.451468373981664
3,8,2888,8664,1408,3904,11,16,0.0004883,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.431726,2.419868250706298
1,89,352,352,1408,3904,11,16,0.0004883,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.571156,2.5350776444714125
2,88,352,704,1408,3904,11,16,0.0004883,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.532297,2.4949288390545026
1,8,3528,3528,1408,3904,11,16,0.0004883,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.493439,2.453817151939291
3,8,2888,8664,1408,3904,11,16,0.0004883,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.466994,2.4276514857270715
1,89,352,352,1408,3904,11,16,0.0004883,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.597663,2.544327618001756
2,88,352,704,1408,3904,11,16,0.0004883,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.555606,2.503334472236985
1,8,3528,3528,1408,3904,11,16,0.0004883,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.521518,2.469397845700508
3,8,2888,8664,1408,3904,11,16,0.0004883,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.497968,2.4456554882037684
1,89,352,352,1408,3904,11,16,0.0004883,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.570946,2.5807719043426056
2,88,352,704,1408,3904,11,16,0.0004883,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.528054,2.538514950906231
1,8,3528,3528,1408,3904,11,16,0.0004883,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.49611,2.5051577884856537
3,8,2888,8664,1408,3904,11,16,0.0004883,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.480083,2.488246017948108
1,89,352,352,1408,3904,11,16,0.0006905,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.528073,2.5661616667932234
2,88,352,704,1408,3904,11,16,0.0006905,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.479665,2.5203870988658887
1,8,3528,3528,1408,3904,11,16,0.0006905,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.426195,2.4680865429543264
3,8,2888,8664,1408,3904,11,16,0.0006905,32,61035,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.387936,2.424431537355763
1,89,352,352,1408,3904,11,16,0.0006905,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.55731,2.549483748187303
2,88,352,704,1408,3904,11,16,0.0006905,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.510267,2.501268025447904
1,8,3528,3528,1408,3904,11,16,0.0006905,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.47193,2.459212359715994
3,8,2888,8664,1408,3904,11,16,0.0006905,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.435983,2.4241680380746287
1,89,352,352,1408,3904,11,16,0.0006905,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.576271,2.5419159148229253
2,88,352,704,1408,3904,11,16,0.0006905,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.532449,2.494243181416009
1,8,3528,3528,1408,3904,11,16,0.0006905,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.501606,2.4627827174473
3,8,2888,8664,1408,3904,11,16,0.0006905,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.472461,2.433132660246504
1,89,352,352,1408,3904,11,16,0.0006905,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.595582,2.542860094560357
2,88,352,704,1408,3904,11,16,0.0006905,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.551039,2.498809266861728
1,8,3528,3528,1408,3904,11,16,0.0006905,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.516956,2.465559150402742
3,8,2888,8664,1408,3904,11,16,0.0006905,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.497523,2.445247653484231
1,89,352,352,1408,3904,11,16,0.0006905,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.555898,2.565195736018828
2,88,352,704,1408,3904,11,16,0.0006905,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.513065,2.52310138548684
1,8,3528,3528,1408,3904,11,16,0.0006905,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.485098,2.4942489056235444
3,8,2888,8664,1408,3904,11,16,0.0006905,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.465125,2.4734352359222496
1,89,352,352,1408,3904,11,16,0.0009766,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.53408,2.571821923940727
2,88,352,704,1408,3904,11,16,0.0009766,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.492427,2.5284623244121938
1,8,3528,3528,1408,3904,11,16,0.0009766,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.450079,2.487477837603149
3,8,2888,8664,1408,3904,11,16,0.0009766,32,61035,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.399776,2.434632808295041
1,89,352,352,1408,3904,11,16,0.0009766,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.5646,2.5574476006458373
2,88,352,704,1408,3904,11,16,0.0009766,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.517668,2.5097646528990354
1,8,3528,3528,1408,3904,11,16,0.0009766,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.48765,2.475608179180023
3,8,2888,8664,1408,3904,11,16,0.0009766,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.450956,2.438482693404648
1,89,352,352,1408,3904,11,16,0.0009766,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.58547,2.54969294206143
2,88,352,704,1408,3904,11,16,0.0009766,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.541101,2.505093952003722
1,8,3528,3528,1408,3904,11,16,0.0009766,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.514852,2.476593755088648
3,8,2888,8664,1408,3904,11,16,0.0009766,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.489271,2.4503303527741758
1,89,352,352,1408,3904,11,16,0.0009766,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.605082,2.551924500114333
2,88,352,704,1408,3904,11,16,0.0009766,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.557987,2.5055377674997765
1,8,3528,3528,1408,3904,11,16,0.0009766,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.533634,2.4809777324032245
3,8,2888,8664,1408,3904,11,16,0.0009766,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.509039,2.457198720781184
1,89,352,352,1408,3904,11,16,0.0009766,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.554058,2.563398932688698
2,88,352,704,1408,3904,11,16,0.0009766,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.510741,2.5208184225901507
1,8,3528,3528,1408,3904,11,16,0.0009766,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.491931,2.500451192311633
3,8,2888,8664,1408,3904,11,16,0.0009766,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.477081,2.485700135377975
1,89,352,352,1408,3904,11,16,0.001381,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.548255,2.5865244518284234
2,88,352,704,1408,3904,11,16,0.001381,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.502377,2.53964508599012
1,8,3528,3528,1408,3904,11,16,0.001381,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.468753,2.510557416416162
3,8,2888,8664,1408,3904,11,16,0.001381,32,61035,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.422843,2.460776371147793
1,89,352,352,1408,3904,11,16,0.001381,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.567608,2.55848459200087
2,88,352,704,1408,3904,11,16,0.001381,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.529049,2.5189745461336805
1,8,3528,3528,1408,3904,11,16,0.001381,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.505505,2.4956585636900046
3,8,2888,8664,1408,3904,11,16,0.001381,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.468036,2.457278792632771
1,89,352,352,1408,3904,11,16,0.001381,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.590837,2.555397263787838
2,88,352,704,1408,3904,11,16,0.001381,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.555883,2.519717619768276
1,8,3528,3528,1408,3904,11,16,0.001381,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.522408,2.486844295852892
3,8,2888,8664,1408,3904,11,16,0.001381,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.500779,2.463988493256127
1,89,352,352,1408,3904,11,16,0.001381,256,7629,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.617453,2.563583761714054
2,88,352,704,1408,3904,11,16,0.001381,256,7629,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.57374,2.5211908019772293
1,8,3528,3528,1408,3904,11,16,0.001381,256,7629,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.546298,2.4936144361470194
3,8,2888,8664,1408,3904,11,16,0.001381,256,7629,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.521362,2.4685505400470533
1,89,352,352,1408,3904,11,16,0.001381,512,3814,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.572001,2.5820889104060702
2,88,352,704,1408,3904,11,16,0.001381,512,3814,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.527594,2.5374605694253773
1,8,3528,3528,1408,3904,11,16,0.001381,512,3814,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.505551,2.51415233970292
3,8,2888,8664,1408,3904,11,16,0.001381,512,3814,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.491738,2.5003940218847904
1,89,352,352,1408,3904,11,16,0.001953,32,61035,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.558068,2.5950021486403045
2,88,352,704,1408,3904,11,16,0.001953,32,61035,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.515967,2.555680359632411
1,8,3528,3528,1408,3904,11,16,0.001953,32,61035,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.488878,2.531463570025408
3,8,2888,8664,1408,3904,11,16,0.001953,32,61035,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.447934,2.489236412217439
1,89,352,352,1408,3904,11,16,0.001953,64,30517,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.591352,2.5832478406604014
2,88,352,704,1408,3904,11,16,0.001953,64,30517,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.546918,2.539091812415466
1,8,3528,3528,1408,3904,11,16,0.001953,64,30517,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.527936,2.518007254046934
3,8,2888,8664,1408,3904,11,16,0.001953,64,30517,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.490209,2.479696424007207
1,89,352,352,1408,3904,11,16,0.001953,128,15258,2150612992,187973632,1681489920,45056,4000000000,1.8599348255029975,0.0874046761082711,2.619969,2.586116331222099
2,88,352,704,1408,3904,11,16,0.001953,128,15258,2150612992,232579072,1949122560,45056,4000000000,1.8599348255029975,0.1081454789239922,2.579545,2.54126064822149
1,8,3528,3528,1408,3904,11,16,0.001953,128,15258,2155174912,590436352,4096266240,45056,4000000000,1.855997848586686,0.2739621497598428,2.55432,2.517867397264984
3,8,2888,8664,1408,3904,11,16,0.001953,128,15258,2156188672,1241270272,8001269760,45056,4000000000,1.855125227186056,0.5756779488358243,2.537697,2.500915436559779
