h,ffnh,numh,numl,lr,bs,ti,D,N,D/N,loss,smooth loss
960,9368,15,7,0.007812,1024,5426,11400000000,214663680,53.10632893277521,2.581017,2.586565360616756
1024,9552,16,8,0.0221,64,108566,14200000000,268304384,52.92496450598437,6.904635,6.975969325409068
1024,9552,16,8,0.005524,128,54283,14200000000,268304384,52.92496450598437,2.424373,2.4504725190086325
1024,9552,16,8,0.002762,64,108566,14200000000,268304384,52.92496450598437,2.363034,2.457431982634419
1024,9552,16,8,0.0221,128,54283,14200000000,268304384,52.92496450598437,7.089987,7.133737154357136
1280,9048,10,13,0.00138,64,217056,28400000000,536872960,52.898920444792005,2.174547,2.291688130126892
960,9368,15,7,0.01562,32,173645,11400000000,214663680,53.10632893277521,2.733507,2.798375381246814
960,9368,15,7,0.01562,736,7549,11400000000,214663680,53.10632893277521,6.677231,6.666872820326825
1024,9552,16,8,0.002762,1024,6785,14200000000,268304384,52.92496450598437,2.473663,2.4832713997230256
960,9368,15,7,0.000488,128,76293,20000000000,214663680,93.16899812767582,2.534152,2.476587201687817
1280,9472,10,10,0.000691,128,152587,40000000000,429260800,93.18344465648856,2.231898,2.291310989706692
960,9368,15,7,0.0156,16,610351,20000000000,214663680,93.16899812767582,6.853418,6.950746587329271
1024,9552,16,8,0.000691,96,127156,25000000000,268304384,93.1777544119443,2.461025,2.409329897553333
1280,9048,10,13,0.00781,352,69358,50000000000,536872960,93.13190219153522,2.274303,2.260668678714231
1024,9552,16,8,0.0111,512,23841,25000000000,268304384,93.1777544119443,2.467965,2.457632276111408
1024,9552,16,8,0.0221,352,34679,25000000000,268304384,93.1777544119443,6.6179,6.6126457507993335
960,9368,15,7,0.0221,32,305175,20000000000,214663680,93.16899812767582,6.817288,6.8735542754178764
1280,9048,10,13,0.0111,512,47683,50000000000,536872960,93.13190219153522,2.285005,2.28255686681983
1280,9048,10,13,0.00552,1024,23841,50000000000,536872960,93.13190219153522,2.240055,2.249136125640172
1024,9552,16,8,0.00781,96,127156,25000000000,268304384,93.1777544119443,2.517638,2.468787348582067
1024,9552,16,8,0.0221,512,23841,25000000000,268304384,93.1777544119443,6.950939,6.940449818816198
1024,9552,16,8,0.00391,352,34679,25000000000,268304384,93.1777544119443,2.371906,2.3848866731620357
1024,9552,16,8,0.00138,16,762939,25000000000,268304384,93.1777544119443,2.404471,2.515427071762225
1280,9472,10,10,0.00781,1024,19073,40000000000,429260800,93.18344465648856,2.340032,2.3225497117450864
1024,9552,16,8,0.0111,256,47683,25000000000,268304384,93.1777544119443,2.425982,2.462806730271054
960,9368,15,7,0.0111,96,101725,20000000000,214663680,93.16899812767582,2.602266,2.62889158115707
960,9368,15,7,0.00552,256,38146,20000000000,214663680,93.16899812767582,2.426507,2.4438043014690605
1280,9048,10,13,0.00781,2048,11920,50000000000,536872960,93.13190219153522,2.299026,2.2924631662640094
1024,9552,16,8,0.00276,96,127156,25000000000,268304384,93.1777544119443,2.459141,2.4073701693717577
1280,9472,10,10,0.00138,64,305175,40000000000,429260800,93.18344465648856,2.325593,2.3093886181912846
960,9368,15,7,0.00138,16,610351,20000000000,214663680,93.16899812767582,2.538121,2.571626702068025
1280,9472,10,10,0.0111,192,101725,40000000000,429260800,93.18344465648856,2.34315,2.3742121770832694
1280,9472,10,10,0.000691,192,101725,40000000000,429260800,93.18344465648856,2.254385,2.2873719391286564
960,9368,15,7,0.000977,64,152587,20000000000,214663680,93.16899812767582,2.448955,2.466720747465652
1280,9472,10,10,0.0111,64,305175,40000000000,429260800,93.18344465648856,10.27911,10.266740072561245
1024,9552,16,8,0.00276,352,34679,25000000000,268304384,93.1777544119443,2.378107,2.3903908412878616
1280,9472,10,10,0.0156,128,152587,40000000000,429260800,93.18344465648856,2.383855,2.444954126863515
1280,9472,10,10,0.00195,96,203450,40000000000,429260800,93.18344465648856,2.273618,2.297952247962908
960,9368,15,7,0.00552,24,406901,20000000000,214663680,93.16899812767582,2.611157,2.6591519379790087
1024,9552,16,8,0.00781,16,762939,25000000000,268304384,93.1777544119443,2.578816,2.695187777502603
1280,9048,10,13,0.00391,256,95367,50000000000,536872960,93.13190219153522,2.228851,2.225980070408789
1024,9552,16,8,0.00276,192,63578,25000000000,268304384,93.1777544119443,2.379346,2.389047264797957
960,9368,15,7,0.00391,512,19073,20000000000,214663680,93.16899812767582,2.432323,2.448853270217567
960,9368,15,7,0.0221,256,38146,20000000000,214663680,93.16899812767582,6.555991,6.568364620371404
1280,9472,10,10,0.0156,2048,9536,40000000000,429260800,93.18344465648856,6.847836,6.853511045475854
960,9368,15,7,0.00138,256,38146,20000000000,214663680,93.16899812767582,2.43953,2.457999210532303
1024,9552,16,8,0.00195,32,381469,25000000000,268304384,93.1777544119443,2.400893,2.462161740104812
1280,9048,10,13,0.000691,192,127156,50000000000,536872960,93.13190219153522,2.23471,2.2306442632138297
1280,9048,10,13,0.00552,128,190734,50000000000,536872960,93.13190219153522,2.269219,2.2675998697876807
1280,9472,10,10,0.00195,64,305175,40000000000,429260800,93.18344465648856,2.334541,2.3185547992125084
1280,9472,10,10,0.00195,1024,19073,40000000000,429260800,93.18344465648856,2.313945,2.297837605694053
960,9368,15,7,0.0221,512,19073,20000000000,214663680,93.16899812767582,7.03456,7.021031920432831
960,9368,15,7,0.0111,192,50862,20000000000,214663680,93.16899812767582,2.507379,2.5066735359351906
1280,9048,10,13,0.00781,128,190734,50000000000,536872960,93.13190219153522,2.30424,2.302848270331014
1024,9552,16,8,0.000977,256,47683,25000000000,268304384,93.1777544119443,2.37181,2.40765902793982
960,9368,15,7,0.00195,256,38146,20000000000,214663680,93.16899812767582,2.432085,2.450980795739988
1280,9472,10,10,0.00195,128,152587,40000000000,429260800,93.18344465648856,2.23156,2.289337354885601
1280,9048,10,13,0.000977,352,69358,50000000000,536872960,93.13190219153522,2.236301,2.228471764339414
1280,9472,10,10,0.000977,32,610351,40000000000,429260800,93.18344465648856,2.324455,2.3434834262252884
1280,9472,10,10,0.000977,512,38146,40000000000,429260800,93.18344465648856,2.277281,2.287921297657037
1280,9472,10,10,0.000691,64,305175,40000000000,429260800,93.18344465648856,2.318409,2.305153272114849
1024,9552,16,8,0.00552,352,34679,25000000000,268304384,93.1777544119443,2.37602,2.3886668673364264
960,9368,15,7,0.000691,96,101725,20000000000,214663680,93.16899812767582,2.438956,2.469096550009914
1280,9048,10,13,0.000345,192,127156,50000000000,536872960,93.13190219153522,2.247264,2.2439022558190644
1024,9552,16,8,0.000488,16,762939,25000000000,268304384,93.1777544119443,2.383928,2.490762635698405
960,9368,15,7,0.00391,24,406901,20000000000,214663680,93.16899812767582,2.549859,2.5915939830679178
960,9368,15,7,0.00781,32,305175,20000000000,214663680,93.16899812767582,2.588911,2.633024455395316
1024,9552,16,8,0.00276,512,23841,25000000000,268304384,93.1777544119443,2.403987,2.3936351613762423
1280,9048,10,13,0.00138,128,190734,50000000000,536872960,93.13190219153522,2.228665,2.228492898057544
1280,9048,10,13,0.00195,32,762939,50000000000,536872960,93.13190219153522,2.34189,2.3257590327687563
960,9368,15,7,0.00781,512,19073,20000000000,214663680,93.16899812767582,2.466746,2.4819682509413834
1024,9552,16,8,0.0156,16,762939,25000000000,268304384,93.1777544119443,6.528195,6.629115157066631
960,9368,15,7,0.00391,128,76293,20000000000,214663680,93.16899812767582,2.514019,2.4582927857427923
1280,9048,10,13,0.000977,1024,23841,50000000000,536872960,93.13190219153522,2.238229,2.2456886427523925
1280,9472,10,10,0.00781,2048,9536,40000000000,429260800,93.18344465648856,2.34951,2.3521657329069763
1024,9552,16,8,0.00195,192,63578,25000000000,268304384,93.1777544119443,2.382791,2.3915230705143946
960,9368,15,7,0.000977,96,101725,20000000000,214663680,93.16899812767582,2.430726,2.4612505031544565
1024,9552,16,8,0.00195,352,34679,25000000000,268304384,93.1777544119443,2.381396,2.394562751755534
1280,9048,10,13,0.000691,736,33171,50000000000,536872960,93.13190219153522,2.2547,2.245636359776924
1024,9552,16,8,0.00781,32,381469,25000000000,268304384,93.1777544119443,2.601335,2.633536643434121
960,9368,15,7,0.000691,128,76293,20000000000,214663680,93.16899812767582,2.525567,2.467746732399835
1280,9472,10,10,0.0111,2048,9536,40000000000,429260800,93.18344465648856,6.877216,6.884044687524337
1280,9048,10,13,0.00276,256,95367,50000000000,536872960,93.13190219153522,2.221061,2.220339123777876
1280,9048,10,13,0.00195,736,33171,50000000000,536872960,93.13190219153522,2.237603,2.22856202578438
1280,9048,10,13,0.000691,512,47683,50000000000,536872960,93.13190219153522,2.240693,2.237053782250665
1280,9048,10,13,0.00276,736,33171,50000000000,536872960,93.13190219153522,2.236917,2.2276041154713933
1280,9048,10,13,0.00276,128,190734,50000000000,536872960,93.13190219153522,2.241517,2.239674370172912
960,9368,15,7,0.00138,128,76293,20000000000,214663680,93.16899812767582,2.511507,2.4554239853919797
1280,9472,10,10,0.0156,96,203450,40000000000,429260800,93.18344465648856,2.468549,2.4931621768041703
960,9368,15,7,0.0111,1024,9536,20000000000,214663680,93.16899812767582,2.523304,2.513801565884204
960,9368,15,7,0.000488,192,50862,20000000000,214663680,93.16899812767582,2.486126,2.481264459636152
960,9368,15,7,0.000691,192,50862,20000000000,214663680,93.16899812767582,2.473951,2.47138068774642
1280,9048,10,13,0.00138,2048,11920,50000000000,536872960,93.13190219153522,2.271434,2.2652052546913373
1280,9048,10,13,0.00138,512,47683,50000000000,536872960,93.13190219153522,2.228201,2.2242005477991054
1280,9472,10,10,0.00781,256,76293,40000000000,429260800,93.18344465648856,2.309511,2.3154049528416545
960,9368,15,7,0.000488,256,38146,20000000000,214663680,93.16899812767582,2.468577,2.487855591109432
960,9368,15,7,0.00552,192,50862,20000000000,214663680,93.16899812767582,2.454485,2.45292670238538
1280,9048,10,13,0.000977,736,33171,50000000000,536872960,93.13190219153522,2.245325,2.236724314813374
1280,9472,10,10,0.00138,512,38146,40000000000,429260800,93.18344465648856,2.2743,2.285388031496456
1280,9048,10,13,0.00781,736,33171,50000000000,536872960,93.13190219153522,2.27318,2.2628095040396072
1280,9472,10,10,0.000691,96,203450,40000000000,429260800,93.18344465648856,2.268289,2.296266814578757
1280,9048,10,13,0.00195,192,127156,50000000000,536872960,93.13190219153522,2.230752,2.2224219724309013
1280,9048,10,13,0.00552,2048,11920,50000000000,536872960,93.13190219153522,2.283276,2.2768157188055143
960,9368,15,7,0.000691,512,19073,20000000000,214663680,93.16899812767582,2.474218,2.490947619510014
1024,9552,16,8,0.00195,96,127156,25000000000,268304384,93.1777544119443,2.451236,2.403407800806328
1024,9552,16,8,0.000488,192,63578,25000000000,268304384,93.1777544119443,2.413423,2.4223430739922684
1280,9048,10,13,0.00276,32,762939,50000000000,536872960,93.13190219153522,2.374731,2.3567116307321894
1024,9552,16,8,0.00276,1024,11920,25000000000,268304384,93.1777544119443,2.420503,2.4109991201741003
960,9368,15,7,0.00138,32,305175,20000000000,214663680,93.16899812767582,2.452963,2.4997124140722318
1280,9472,10,10,0.00276,512,38146,40000000000,429260800,93.18344465648856,2.267348,2.276700705772486
1280,9048,10,13,0.00781,192,127156,50000000000,536872960,93.13190219153522,2.290062,2.2778496876482883
1280,9048,10,13,0.00276,192,127156,50000000000,536872960,93.13190219153522,2.236539,2.227055412349649
1280,9472,10,10,0.000977,1024,19073,40000000000,429260800,93.18344465648856,2.321803,2.3058867779147727
960,9368,15,7,0.00195,128,76293,20000000000,214663680,93.16899812767582,2.508187,2.4525530443857995
1024,9552,16,8,0.0221,1024,11920,25000000000,268304384,93.1777544119443,6.272605,6.277372514787861
1280,9472,10,10,0.00195,32,610351,40000000000,429260800,93.18344465648856,2.356513,2.372251534465183
1280,9472,10,10,0.00781,192,101725,40000000000,429260800,93.18344465648856,2.298289,2.3314833446542123
960,9368,15,7,0.000691,1024,9536,20000000000,214663680,93.16899812767582,2.531949,2.5217266841316563
1024,9552,16,8,0.00391,64,190734,25000000000,268304384,93.1777544119443,2.490474,2.443011939791123
1280,9472,10,10,0.00781,128,152587,40000000000,429260800,93.18344465648856,2.29234,2.349431427562218
1280,9048,10,13,0.00195,352,69358,50000000000,536872960,93.13190219153522,2.22742,2.218569021650577
1280,9048,10,13,0.00552,192,127156,50000000000,536872960,93.13190219153522,2.267162,2.2551550403682614
960,9368,15,7,0.00195,512,19073,20000000000,214663680,93.16899812767582,2.441634,2.4592231636663797
1280,9472,10,10,0.000977,2048,9536,40000000000,429260800,93.18344465648856,2.331548,2.334002215937688
1280,9048,10,13,0.00391,1024,23841,50000000000,536872960,93.13190219153522,2.234085,2.2427577769327054
960,9368,15,7,0.00276,96,101725,20000000000,214663680,93.16899812767582,2.434713,2.4601769901608286
1280,9472,10,10,0.000691,32,610351,40000000000,429260800,93.18344465648856,2.314178,2.335201156934276
960,9368,15,7,0.00276,256,38146,20000000000,214663680,93.16899812767582,2.425424,2.444839777654242
1280,9472,10,10,0.000977,96,203450,40000000000,429260800,93.18344465648856,2.265484,2.293304021788946
1024,9552,16,8,0.0156,96,127156,25000000000,268304384,93.1777544119443,2.651658,2.59908311147588
1024,9552,16,8,0.0156,32,381469,25000000000,268304384,93.1777544119443,7.112867,7.072337148914756
960,9368,15,7,0.00276,192,50862,20000000000,214663680,93.16899812767582,2.45174,2.4476818298358456
1280,9472,10,10,0.00195,192,101725,40000000000,429260800,93.18344465648856,2.242096,2.2753054792191607
1280,9048,10,13,0.0156,192,127156,50000000000,536872960,93.13190219153522,6.868728,6.9001082669250895
960,9368,15,7,0.00276,128,76293,20000000000,214663680,93.16899812767582,2.505652,2.452082885905792
960,9368,15,7,0.00781,24,406901,20000000000,214663680,93.16899812767582,2.661365,2.706100007670855
1024,9552,16,8,0.00552,256,47683,25000000000,268304384,93.1777544119443,2.354508,2.3917553772521587
1280,9048,10,13,0.000345,352,69358,50000000000,536872960,93.13190219153522,2.260274,2.2521573126613896
1024,9552,16,8,0.000488,512,23841,25000000000,268304384,93.1777544119443,2.456386,2.4450255520064714
1024,9552,16,8,0.0221,128,95367,25000000000,268304384,93.1777544119443,7.109335,7.100576919788792
1280,9472,10,10,0.0111,96,203450,40000000000,429260800,93.18344465648856,2.386309,2.41231723757881
1024,9552,16,8,0.0156,192,63578,25000000000,268304384,93.1777544119443,2.535755,2.5444637729706074
960,9368,15,7,0.0156,256,38146,20000000000,214663680,93.16899812767582,2.579128,2.59581003193371
1280,9048,10,13,0.000488,352,69358,50000000000,536872960,93.13190219153522,2.250392,2.2427491887154485
1280,9472,10,10,0.00552,512,38146,40000000000,429260800,93.18344465648856,2.2819,2.29124008207759
1024,9552,16,8,0.00138,192,63578,25000000000,268304384,93.1777544119443,2.388372,2.3968541952174527
1024,9552,16,8,0.0111,352,34679,25000000000,268304384,93.1777544119443,2.43338,2.4459843053983024
960,9368,15,7,0.000691,24,406901,20000000000,214663680,93.16899812767582,2.469467,2.510490447606984
1280,9048,10,13,0.000691,2048,11920,50000000000,536872960,93.13190219153522,2.291626,2.284844412998229
1024,9552,16,8,0.000488,128,95367,25000000000,268304384,93.1777544119443,2.443014,2.4181175100150405
1280,9472,10,10,0.00391,256,76293,40000000000,429260800,93.18344465648856,2.275534,2.28006908673749
960,9368,15,7,0.00391,192,50862,20000000000,214663680,93.16899812767582,2.448054,2.445584847255931
960,9368,15,7,0.00195,1024,9536,20000000000,214663680,93.16899812767582,2.494229,2.484156440343311
960,9368,15,7,0.000977,192,50862,20000000000,214663680,93.16899812767582,2.466329,2.462589342329037
960,9368,15,7,0.0111,128,76293,20000000000,214663680,93.16899812767582,2.567412,2.514136856337571
960,9368,15,7,0.000488,24,406901,20000000000,214663680,93.16899812767582,2.466708,2.510920833763816
1280,9048,10,13,0.0156,128,190734,50000000000,536872960,93.13190219153522,6.41845,6.497146280940676
1280,9048,10,13,0.000488,192,127156,50000000000,536872960,93.13190219153522,2.239073,2.2364984349091035
960,9368,15,7,0.00276,24,406901,20000000000,214663680,93.16899812767582,2.520108,2.564464945650973
1280,9472,10,10,0.0111,512,38146,40000000000,429260800,93.18344465648856,2.320171,2.3289491897718566
1280,9472,10,10,0.00195,256,76293,40000000000,429260800,93.18344465648856,2.272686,2.274904231454141
1024,9552,16,8,0.00138,256,47683,25000000000,268304384,93.1777544119443,2.364169,2.399213711510008
1280,9472,10,10,0.00391,1024,19073,40000000000,429260800,93.18344465648856,2.318201,2.3015154996181613
1280,9472,10,10,0.000691,512,38146,40000000000,429260800,93.18344465648856,2.284546,2.2959594049754832
960,9368,15,7,0.000691,256,38146,20000000000,214663680,93.16899812767582,2.457334,2.4767678491127594
960,9368,15,7,0.00138,96,101725,20000000000,214663680,93.16899812767582,2.428719,2.4583443533744265
1280,9472,10,10,0.00276,96,203450,40000000000,429260800,93.18344465648856,2.282065,2.3082540542344563
1024,9552,16,8,0.00276,256,47683,25000000000,268304384,93.1777544119443,2.352783,2.390010236717708
960,9368,15,7,0.0111,512,19073,20000000000,214663680,93.16899812767582,2.49724,2.512367216736064
1024,9552,16,8,0.000691,1024,11920,25000000000,268304384,93.1777544119443,2.465547,2.455662526236775
1280,9472,10,10,0.00138,256,76293,40000000000,429260800,93.18344465648856,2.274386,2.276959745891786
1280,9048,10,13,0.0156,256,95367,50000000000,536872960,93.13190219153522,2.429903,2.421722135010707
1024,9552,16,8,0.000691,512,23841,25000000000,268304384,93.1777544119443,2.443218,2.433567675871072
1280,9472,10,10,0.00391,32,610351,40000000000,429260800,93.18344465648856,2.428648,2.436969234987866
960,9368,15,7,0.00391,256,38146,20000000000,214663680,93.16899812767582,2.423325,2.4401098610527825
1024,9552,16,8,0.00781,192,63578,25000000000,268304384,93.1777544119443,2.409199,2.4169017703794307
1024,9552,16,8,0.00391,128,95367,25000000000,268304384,93.1777544119443,2.433208,2.405872094101124
1280,9048,10,13,0.000488,2048,11920,50000000000,536872960,93.13190219153522,2.301255,2.29461805780396
1280,9048,10,13,0.00195,64,381469,50000000000,536872960,93.13190219153522,2.357015,2.26848256484833
1024,9552,16,8,0.00552,16,762939,25000000000,268304384,93.1777544119443,2.561271,2.6766552555367
960,9368,15,7,0.00552,1024,9536,20000000000,214663680,93.16899812767582,2.500459,2.490878241216891
960,9368,15,7,0.00391,16,610351,20000000000,214663680,93.16899812767582,2.700689,2.731195656062613
1280,9472,10,10,0.000977,192,101725,40000000000,429260800,93.18344465648856,2.249162,2.283164180319373
1280,9048,10,13,0.000488,736,33171,50000000000,536872960,93.13190219153522,2.263883,2.255177004052564
1280,9472,10,10,0.00391,64,305175,40000000000,429260800,93.18344465648856,2.369457,2.3490564356010544
1280,9472,10,10,0.000691,1024,19073,40000000000,429260800,93.18344465648856,2.33325,2.3166611952417684
960,9368,15,7,0.00552,16,610351,20000000000,214663680,93.16899812767582,2.704685,2.7318578781022533
1280,9472,10,10,0.00391,192,101725,40000000000,429260800,93.18344465648856,2.255494,2.286457759547201
1024,9552,16,8,0.000691,32,381469,25000000000,268304384,93.1777544119443,2.371872,2.438847272566492
960,9368,15,7,0.00781,192,50862,20000000000,214663680,93.16899812767582,2.465138,2.464347090760175
1280,9048,10,13,0.00276,1024,23841,50000000000,536872960,93.13190219153522,2.228575,2.236879429012677
1280,9472,10,10,0.00781,512,38146,40000000000,429260800,93.18344465648856,2.293853,2.302697982680733
1024,9552,16,8,0.00276,16,762939,25000000000,268304384,93.1777544119443,2.59778,2.708060781835813
1280,9472,10,10,0.0111,128,152587,40000000000,429260800,93.18344465648856,2.334498,2.3926654569757795
960,9368,15,7,0.00552,64,152587,20000000000,214663680,93.16899812767582,2.496063,2.512488245814241
1024,9552,16,8,0.00138,512,23841,25000000000,268304384,93.1777544119443,2.421062,2.4099638923033484
1280,9472,10,10,0.000691,2048,9536,40000000000,429260800,93.18344465648856,2.344094,2.346503151716015
1280,9472,10,10,0.00276,128,152587,40000000000,429260800,93.18344465648856,2.233076,2.29152949772652
960,9368,15,7,0.00781,128,76293,20000000000,214663680,93.16899812767582,2.536999,2.483303823171675
1024,9552,16,8,0.00552,32,381469,25000000000,268304384,93.1777544119443,2.521375,2.564344941445482
1024,9552,16,8,0.000488,352,34679,25000000000,268304384,93.1777544119443,2.421585,2.4350162760274405
1280,9048,10,13,0.00391,512,47683,50000000000,536872960,93.13190219153522,2.23064,2.2267245842555505
1024,9552,16,8,0.000977,32,381469,25000000000,268304384,93.1777544119443,2.372532,2.4429434027000827
1280,9048,10,13,0.0111,2048,11920,50000000000,536872960,93.13190219153522,6.76771,6.771321515472645
1280,9048,10,13,0.00552,32,762939,50000000000,536872960,93.13190219153522,2.460264,2.447707309947542
1280,9048,10,13,0.000977,64,381469,50000000000,536872960,93.13190219153522,2.337055,2.24679980221573
1024,9552,16,8,0.00552,128,95367,25000000000,268304384,93.1777544119443,2.445141,2.419222906029444
1280,9472,10,10,0.00781,32,610351,40000000000,429260800,93.18344465648856,2.544254,2.5478495283716267
1280,9048,10,13,0.000345,256,95367,50000000000,536872960,93.13190219153522,2.245957,2.2481253008646247
960,9368,15,7,0.0111,256,38146,20000000000,214663680,93.16899812767582,2.496326,2.5126978770370187
960,9368,15,7,0.00195,16,610351,20000000000,214663680,93.16899812767582,2.563893,2.588429774436833
1280,9048,10,13,0.00781,256,95367,50000000000,536872960,93.13190219153522,2.270723,2.2636390682823087
1280,9472,10,10,0.000977,64,305175,40000000000,429260800,93.18344465648856,2.320437,2.3052961452714293
1280,9048,10,13,0.000345,736,33171,50000000000,536872960,93.13190219153522,2.276346,2.267716273076707
1280,9048,10,13,0.0111,32,762939,50000000000,536872960,93.13190219153522,2.468675,2.455467796550733
1280,9048,10,13,0.000691,64,381469,50000000000,536872960,93.13190219153522,2.331922,2.2421818808829377
1280,9048,10,13,0.000977,512,47683,50000000000,536872960,93.13190219153522,2.235659,2.2319343452350338
960,9368,15,7,0.00276,16,610351,20000000000,214663680,93.16899812767582,2.592474,2.620767804056228
1280,9472,10,10,0.000977,352,55486,40000000000,429260800,93.18344465648856,2.286533,2.28373294321231
1280,9472,10,10,0.0111,1024,19073,40000000000,429260800,93.18344465648856,6.946476,6.945468740220102
1024,9552,16,8,0.000691,192,63578,25000000000,268304384,93.1777544119443,2.40394,2.413167859192408
1280,9472,10,10,0.00276,2048,9536,40000000000,429260800,93.18344465648856,2.334924,2.3373301130751174
960,9368,15,7,0.0156,192,50862,20000000000,214663680,93.16899812767582,2.618534,2.6169566817624195
1280,9048,10,13,0.00138,32,762939,50000000000,536872960,93.13190219153522,2.32889,2.3067811597628274
1280,9472,10,10,0.00552,192,101725,40000000000,429260800,93.18344465648856,2.272993,2.3045225377942424
1280,9048,10,13,0.0156,2048,11920,50000000000,536872960,93.13190219153522,6.872736,6.876650677167929
1280,9472,10,10,0.00138,192,101725,40000000000,429260800,93.18344465648856,2.244793,2.27757451211555
960,9368,15,7,0.000488,16,610351,20000000000,214663680,93.16899812767582,2.512046,2.541838452379765
960,9368,15,7,0.0221,192,50862,20000000000,214663680,93.16899812767582,6.63727,6.633097884330617
1024,9552,16,8,0.000977,128,95367,25000000000,268304384,93.1777544119443,2.427974,2.403371590240308
1280,9048,10,13,0.000977,256,95367,50000000000,536872960,93.13190219153522,2.224002,2.2250485253823253
1280,9048,10,13,0.00391,32,762939,50000000000,536872960,93.13190219153522,2.41197,2.395985322668737
960,9368,15,7,0.0156,512,19073,20000000000,214663680,93.16899812767582,6.921087,6.908945885906833
1024,9552,16,8,0.0156,128,95367,25000000000,268304384,93.1777544119443,2.58061,2.556597562481785
960,9368,15,7,0.00195,192,50862,20000000000,214663680,93.16899812767582,2.452602,2.4499863570520355
1280,9048,10,13,0.000488,128,190734,50000000000,536872960,93.13190219153522,2.233788,2.235497609501538
960,9368,15,7,0.00391,96,101725,20000000000,214663680,93.16899812767582,2.438979,2.466713549048751
960,9368,15,7,0.000977,24,406901,20000000000,214663680,93.16899812767582,2.469494,2.5147826687155206
960,9368,15,7,0.00195,32,305175,20000000000,214663680,93.16899812767582,2.464086,2.5106955984489416
960,9368,15,7,0.000691,16,610351,20000000000,214663680,93.16899812767582,2.522726,2.544283455981996
960,9368,15,7,0.000488,64,152587,20000000000,214663680,93.16899812767582,2.458313,2.4776257390408323
1024,9552,16,8,0.000977,96,127156,25000000000,268304384,93.1777544119443,2.450321,2.402221437119719
1024,9552,16,8,0.00276,32,381469,25000000000,268304384,93.1777544119443,2.42314,2.482171240030812
960,9368,15,7,0.000977,16,610351,20000000000,214663680,93.16899812767582,2.522792,2.552247943422445
1024,9552,16,8,0.0221,96,127156,25000000000,268304384,93.1777544119443,5.99464,5.919425575606927
1024,9552,16,8,0.00781,512,23841,25000000000,268304384,93.1777544119443,2.443472,2.433671381193863
960,9368,15,7,0.0156,96,101725,20000000000,214663680,93.16899812767582,2.611853,2.636781320430297
1280,9048,10,13,0.00391,64,381469,50000000000,536872960,93.13190219153522,2.392147,2.3044618568569097
1280,9048,10,13,0.000345,1024,23841,50000000000,536872960,93.13190219153522,2.270532,2.2791665910305534
960,9368,15,7,0.00276,32,305175,20000000000,214663680,93.16899812767582,2.483795,2.528523977857699
1280,9048,10,13,0.00391,352,69358,50000000000,536872960,93.13190219153522,2.23663,2.226501829052996
1024,9552,16,8,0.00195,128,95367,25000000000,268304384,93.1777544119443,2.420488,2.396065773848631
960,9368,15,7,0.0156,1024,9536,20000000000,214663680,93.16899812767582,6.94879,6.934608511117816
1024,9552,16,8,0.000488,64,190734,25000000000,268304384,93.1777544119443,2.469006,2.418188099164516
960,9368,15,7,0.000977,1024,9536,20000000000,214663680,93.16899812767582,2.517687,2.507215902370587
1280,9048,10,13,0.000488,1024,23841,50000000000,536872960,93.13190219153522,2.255446,2.2636782645286853
960,9368,15,7,0.000977,128,76293,20000000000,214663680,93.16899812767582,2.516394,2.4600993619976417
1024,9552,16,8,0.000691,64,190734,25000000000,268304384,93.1777544119443,2.461193,2.4116200083869
1280,9048,10,13,0.000691,256,95367,50000000000,536872960,93.13190219153522,2.229174,2.231722946675476
1280,9472,10,10,0.00391,96,203450,40000000000,429260800,93.18344465648856,2.293705,2.3207834316880027
960,9368,15,7,0.00781,1024,9536,20000000000,214663680,93.16899812767582,2.508005,2.4983274888133447
960,9368,15,7,0.00138,192,50862,20000000000,214663680,93.16899812767582,2.458791,2.454838788821037
1280,9472,10,10,0.0156,512,38146,40000000000,429260800,93.18344465648856,2.483635,2.491936667970896
960,9368,15,7,0.000977,512,19073,20000000000,214663680,93.16899812767582,2.462515,2.479801565821714
1280,9048,10,13,0.000977,2048,11920,50000000000,536872960,93.13190219153522,2.278541,2.2717429005284844
1280,9048,10,13,0.00138,736,33171,50000000000,536872960,93.13190219153522,2.238566,2.2292485987550923
1280,9048,10,13,0.000691,128,190734,50000000000,536872960,93.13190219153522,2.228453,2.2296167341178577
1024,9552,16,8,0.00781,256,47683,25000000000,268304384,93.1777544119443,2.37262,2.409419154864476
1024,9552,16,8,0.0111,1024,11920,25000000000,268304384,93.1777544119443,2.476048,2.4656031876429343
1280,9048,10,13,0.000345,512,47683,50000000000,536872960,93.13190219153522,2.264004,2.2593192646066727
1024,9552,16,8,0.00138,352,34679,25000000000,268304384,93.1777544119443,2.390939,2.403798514689033
1024,9552,16,8,0.000977,16,762939,25000000000,268304384,93.1777544119443,2.392727,2.503003730951737
1280,9472,10,10,0.00552,256,76293,40000000000,429260800,93.18344465648856,2.289085,2.293992793758452
1024,9552,16,8,0.0221,192,63578,25000000000,268304384,93.1777544119443,5.860085,5.843524468445339
1024,9552,16,8,0.000488,1024,11920,25000000000,268304384,93.1777544119443,2.482971,2.472654747306171
1280,9472,10,10,0.00391,2048,9536,40000000000,429260800,93.18344465648856,2.33691,2.339734511349723
1024,9552,16,8,0.000691,256,47683,25000000000,268304384,93.1777544119443,2.381269,2.417125388408727
