h,ffnh,numh,numl,lr,bs,ti,D,N,D/N,loss,smooth loss
1280,9048,10,13,0.0006905,256,19073,10000000000,536872960,18.626380438307045,2.437184,2.401212760282203
960,9368,15,7,0.0221,1024,1907,4000000000,214663680,18.63379962553516,6.626075,6.638412971137955
960,9368,15,7,0.002762,736,2653,4000000000,214663680,18.63379962553516,2.683074,2.7008686932059613
1024,9552,16,8,0.0004883,256,9536,5000000000,268304384,18.635550882388863,2.688222,2.6240563174056577
1024,9552,16,8,0.002762,736,3317,5000000000,268304384,18.635550882388863,2.652989,2.631222838505954
1280,9472,10,10,0.0004883,128,30517,8000000000,429260800,18.63668893129771,2.488061,2.456264865681181
960,9368,15,7,0.001381,256,7629,4000000000,214663680,18.63379962553516,2.708724,2.655395661175284
1024,9552,16,8,0.002762,32,76293,5000000000,268304384,18.635550882388863,2.643776,2.602260599030787
960,9368,15,7,0.007812,1024,1907,4000000000,214663680,18.63379962553516,2.843543,2.8598187039120657
2048,8192,16,16,0.0003453,1024,9536,20000000000,1073741824,18.62645149230957,2.30221,2.2913472453242263
960,9368,15,7,0.001953,128,15258,4000000000,214663680,18.63379962553516,2.659476,2.626457119798917
1280,9472,10,10,0.001381,512,7629,8000000000,429260800,18.63668893129771,2.477729,2.47319124662212
960,9368,15,7,0.01105,352,5548,4000000000,214663680,18.63379962553516,2.790683,2.757854713167645
2048,8192,16,16,0.0006905,64,152587,20000000000,1073741824,18.62645149230957,2.228493,2.2387166021284925
1280,9472,10,10,0.0006905,192,20345,8000000000,429260800,18.63668893129771,2.49315,2.454918826435025
1280,9472,10,10,0.001381,32,122070,8000000000,429260800,18.63668893129771,2.542461,2.4645488469880314
1280,9472,10,10,0.0006905,256,15258,8000000000,429260800,18.63668893129771,2.481571,2.461829899852355
2048,8192,16,16,0.0006905,352,27743,20000000000,1073741824,18.62645149230957,2.251508,2.2359355054061423
2048,8192,16,16,0.0003453,256,38146,20000000000,1073741824,18.62645149230957,2.222932,2.2464665090250904
1280,9048,10,13,0.01562,512,9536,10000000000,536872960,18.626380438307045,6.70623,6.696272299324252
960,9368,15,7,0.007812,32,61035,4000000000,214663680,18.63379962553516,2.839999,2.876099565158526
1280,9048,10,13,0.003906,64,76293,10000000000,536872960,18.626380438307045,2.450999,2.4399237479704303
1280,9472,10,10,0.001953,32,122070,8000000000,429260800,18.63668893129771,2.557624,2.480456501012012
1280,9048,10,13,0.0009766,352,13871,10000000000,536872960,18.626380438307045,2.425091,2.400290268269729
960,9368,15,7,0.0221,2048,953,4000000000,214663680,18.63379962553516,6.867767,6.865034855901375
2048,8192,16,16,0.0004883,352,27743,20000000000,1073741824,18.62645149230957,2.257464,2.2404785709847745
1024,9552,16,8,0.003906,2048,1192,5000000000,268304384,18.635550882388863,2.825197,2.8178848851245
1280,9472,10,10,0.001381,256,15258,8000000000,429260800,18.63668893129771,2.469748,2.4506256746049706
1280,9048,10,13,0.0004883,32,152587,10000000000,536872960,18.626380438307045,2.405951,2.415351394836672
960,9368,15,7,0.01105,512,3814,4000000000,214663680,18.63379962553516,2.769315,2.7807784525093866
1024,9552,16,8,0.01105,512,4768,5000000000,268304384,18.635550882388863,2.774088,2.751472695253918
960,9368,15,7,0.002762,512,3814,4000000000,214663680,18.63379962553516,2.667648,2.6786507908544066
2048,8192,16,16,0.0009766,192,50862,20000000000,1073741824,18.62645149230957,2.229863,2.2264907016041904
2048,8192,16,16,0.01105,2048,4768,20000000000,1073741824,18.62645149230957,6.67087,6.664889503284543
1024,9552,16,8,0.01562,1024,2384,5000000000,268304384,18.635550882388863,6.56537,6.551965937276641
1280,9472,10,10,0.002762,2048,1907,8000000000,429260800,18.63668893129771,2.598182,2.610070983075945
1280,9472,10,10,0.0003453,512,7629,8000000000,429260800,18.63668893129771,2.52084,2.517305860287758
960,9368,15,7,0.005524,192,10172,4000000000,214663680,18.63379962553516,2.738893,2.696445097035334
1024,9552,16,8,0.002762,2048,1192,5000000000,268304384,18.635550882388863,2.813548,2.8056088650695576
960,9368,15,7,0.0004883,2048,953,4000000000,214663680,18.63379962553516,3.029618,3.028207037201188
1024,9552,16,8,0.007812,192,12715,5000000000,268304384,18.635550882388863,2.674592,2.6407115193654893
1280,9048,10,13,0.005524,1024,4768,10000000000,536872960,18.626380438307045,2.505063,2.5044671923448125
2048,8192,16,16,0.001381,256,38146,20000000000,1073741824,18.62645149230957,2.202604,2.2254960114073605
2048,8192,16,16,0.0004883,736,13268,20000000000,1073741824,18.62645149230957,2.250916,2.262650061486738
1280,9048,10,13,0.0004883,192,25431,10000000000,536872960,18.626380438307045,2.422765,2.405333161657889
2048,8192,16,16,0.005524,64,152587,20000000000,1073741824,18.62645149230957,2.360276,2.375344978679795
960,9368,15,7,0.01562,736,2653,4000000000,214663680,18.63379962553516,6.666737,6.678602572272248
1280,9048,10,13,0.002762,1024,4768,10000000000,536872960,18.626380438307045,2.453665,2.453400183381946
2048,8192,16,16,0.0003453,2048,4768,20000000000,1073741824,18.62645149230957,2.368554,2.34940705969445
1024,9552,16,8,0.0009766,192,12715,5000000000,268304384,18.635550882388863,2.614616,2.584837110681353
1280,9048,10,13,0.005524,192,25431,10000000000,536872960,18.626380438307045,2.465735,2.4484752112162127
2048,8192,16,16,0.0009766,128,76293,20000000000,1073741824,18.62645149230957,2.278394,2.228973011905102
2048,8192,16,16,0.007812,1024,9536,20000000000,1073741824,18.62645149230957,6.274736,6.260085190601916
960,9368,15,7,0.0006905,256,7629,4000000000,214663680,18.63379962553516,2.734028,2.6802635747088392
1280,9048,10,13,0.007812,256,19073,10000000000,536872960,18.626380438307045,2.570512,2.5400934611802115
2048,8192,16,16,0.005524,192,50862,20000000000,1073741824,18.62645149230957,2.291484,2.287716368968701
960,9368,15,7,0.0221,736,2653,4000000000,214663680,18.63379962553516,6.786053,6.800992987767321
1280,9048,10,13,0.001381,352,13871,10000000000,536872960,18.626380438307045,2.421607,2.396548865002333
960,9368,15,7,0.0221,32,61035,4000000000,214663680,18.63379962553516,6.79353,6.741274505746641
1280,9472,10,10,0.007812,2048,1907,8000000000,429260800,18.63668893129771,2.728459,2.7409049612724723
960,9368,15,7,0.002762,352,5548,4000000000,214663680,18.63379962553516,2.683172,2.652358008972337
1280,9472,10,10,0.001953,2048,1907,8000000000,429260800,18.63668893129771,2.585057,2.597115995090057
1024,9552,16,8,0.002762,128,19073,5000000000,268304384,18.635550882388863,2.587539,2.558667633654123
1280,9048,10,13,0.01562,2048,2384,10000000000,536872960,18.626380438307045,6.605291,6.593555236175265
1280,9048,10,13,0.0003453,2048,2384,10000000000,536872960,18.626380438307045,2.592759,2.5945238715681453
1280,9048,10,13,0.003906,352,13871,10000000000,536872960,18.626380438307045,2.459458,2.435370954570557
1280,9472,10,10,0.003906,352,11097,8000000000,429260800,18.63668893129771,2.511401,2.483192177840263
1024,9552,16,8,0.007812,2048,1192,5000000000,268304384,18.635550882388863,2.951821,2.946016687415033
2048,8192,16,16,0.0002441,512,19073,20000000000,1073741824,18.62645149230957,2.258445,2.2767547507153987
1280,9048,10,13,0.01105,2048,2384,10000000000,536872960,18.626380438307045,6.911286,6.9022454449044
960,9368,15,7,0.0006905,352,5548,4000000000,214663680,18.63379962553516,2.725368,2.6955414012975605
1280,9048,10,13,0.007812,352,13871,10000000000,536872960,18.626380438307045,2.498489,2.474290978189156
1024,9552,16,8,0.001381,352,6935,5000000000,268304384,18.635550882388863,2.624298,2.59113190092203
1280,9472,10,10,0.002762,1024,3814,8000000000,429260800,18.63668893129771,2.515327,2.5186760849111387
1280,9048,10,13,0.0003453,512,9536,10000000000,536872960,18.626380438307045,2.446125,2.448629725900076
1280,9048,10,13,0.002762,192,25431,10000000000,536872960,18.626380438307045,2.41874,2.40244455878071
1280,9472,10,10,0.005524,736,5307,8000000000,429260800,18.63668893129771,2.54726,2.5418650801385456
1280,9472,10,10,0.01105,192,20345,8000000000,429260800,18.63668893129771,7.08193,7.123829746156351
2048,8192,16,16,0.001953,64,152587,20000000000,1073741824,18.62645149230957,2.247348,2.261223923915355
1280,9472,10,10,0.0006905,1024,3814,8000000000,429260800,18.63668893129771,2.531588,2.535814077485085
1024,9552,16,8,0.0221,736,3317,5000000000,268304384,18.635550882388863,6.526374,6.509754065567105
2048,8192,16,16,0.002762,1024,9536,20000000000,1073741824,18.62645149230957,2.29384,2.2834240159486807
1024,9552,16,8,0.007812,32,76293,5000000000,268304384,18.635550882388863,2.86521,2.8197801525644586
2048,8192,16,16,0.001953,2048,4768,20000000000,1073741824,18.62645149230957,2.328104,2.309381234627089
1280,9472,10,10,0.0004883,1024,3814,8000000000,429260800,18.63668893129771,2.546225,2.550866870185501
1024,9552,16,8,0.007812,352,6935,5000000000,268304384,18.635550882388863,2.678698,2.6444735910823045
960,9368,15,7,0.01105,256,7629,4000000000,214663680,18.63379962553516,2.800361,2.747101158989965
960,9368,15,7,0.003906,128,15258,4000000000,214663680,18.63379962553516,2.676945,2.644123472595404
1280,9472,10,10,0.0004883,2048,1907,8000000000,429260800,18.63668893129771,2.644385,2.657180172587952
2048,8192,16,16,0.007812,256,38146,20000000000,1073741824,18.62645149230957,2.295728,2.3148786156066667
1280,9048,10,13,0.0003453,1024,4768,10000000000,536872960,18.626380438307045,2.501071,2.5001956626108592
1280,9048,10,13,0.002762,736,6634,10000000000,536872960,18.626380438307045,2.446062,2.4393959999444004
1280,9048,10,13,0.003906,256,19073,10000000000,536872960,18.626380438307045,2.45221,2.4178933972683114
960,9368,15,7,0.001381,352,5548,4000000000,214663680,18.63379962553516,2.694424,2.662929739279784
1280,9472,10,10,0.005524,192,20345,8000000000,429260800,18.63668893129771,2.555795,2.517346193994296
1024,9552,16,8,0.0004883,1024,2384,5000000000,268304384,18.635550882388863,2.75266,2.745596224758863
2048,8192,16,16,0.0004883,128,76293,20000000000,1073741824,18.62645149230957,2.285067,2.234671961649699
1280,9472,10,10,0.0006905,128,30517,8000000000,429260800,18.63668893129771,2.482089,2.4482298615996085
1024,9552,16,8,0.0221,512,4768,5000000000,268304384,18.635550882388863,6.74907,6.723956462909729
1024,9552,16,8,0.002762,192,12715,5000000000,268304384,18.635550882388863,2.59984,2.56943412243878
1024,9552,16,8,0.0004883,736,3317,5000000000,268304384,18.635550882388863,2.72156,2.700465291541904
1280,9472,10,10,0.007812,64,61035,8000000000,429260800,18.63668893129771,2.66492,2.6155276057124266
1024,9552,16,8,0.005524,352,6935,5000000000,268304384,18.635550882388863,2.667629,2.6346777089559934
1024,9552,16,8,0.0004883,192,12715,5000000000,268304384,18.635550882388863,2.640735,2.6107228549187367
1280,9472,10,10,0.0006905,736,5307,8000000000,429260800,18.63668893129771,2.511626,2.5052782479625253
1024,9552,16,8,0.01562,2048,1192,5000000000,268304384,18.635550882388863,4.372843,4.360039424962579
1280,9472,10,10,0.0004883,352,11097,8000000000,429260800,18.63668893129771,2.507131,2.479658198724743
1280,9048,10,13,0.005524,32,152587,10000000000,536872960,18.626380438307045,2.57752,2.5677426436922945
2048,8192,16,16,0.005524,32,305175,20000000000,1073741824,18.62645149230957,2.486894,2.531778162341604
1280,9048,10,13,0.0009766,1024,4768,10000000000,536872960,18.626380438307045,2.452209,2.451761436454675
1280,9472,10,10,0.0006905,352,11097,8000000000,429260800,18.63668893129771,2.496562,2.469173660437725
2048,8192,16,16,0.0004883,1024,9536,20000000000,1073741824,18.62645149230957,2.28316,2.2725002497787337
1280,9048,10,13,0.002762,64,76293,10000000000,536872960,18.626380438307045,2.42526,2.4158593406983537
1280,9472,10,10,0.001953,192,20345,8000000000,429260800,18.63668893129771,2.489348,2.4519450283733857
2048,8192,16,16,0.001953,128,76293,20000000000,1073741824,18.62645149230957,2.284755,2.2342454896225146
1024,9552,16,8,0.0006905,2048,1192,5000000000,268304384,18.635550882388863,2.878745,2.872586246256622
2048,8192,16,16,0.01105,192,50862,20000000000,1073741824,18.62645149230957,2.489224,2.486196204144003
1024,9552,16,8,0.003906,512,4768,5000000000,268304384,18.635550882388863,2.635329,2.6125985487042613
1280,9048,10,13,0.007812,192,25431,10000000000,536872960,18.626380438307045,2.475198,2.459384440867064
1024,9552,16,8,0.001381,256,9536,5000000000,268304384,18.635550882388863,2.650257,2.5847504623192563
2048,8192,16,16,0.001953,1024,9536,20000000000,1073741824,18.62645149230957,2.282212,2.2717196529421515
960,9368,15,7,0.001381,2048,953,4000000000,214663680,18.63379962553516,2.989339,2.9877752489981826
1024,9552,16,8,0.0009766,736,3317,5000000000,268304384,18.635550882388863,2.684018,2.6633942151068246
1024,9552,16,8,0.001953,128,19073,5000000000,268304384,18.635550882388863,2.586657,2.557716952229097
2048,8192,16,16,0.003906,512,19073,20000000000,1073741824,18.62645149230957,2.259969,2.2769814799959818
1024,9552,16,8,0.01562,736,3317,5000000000,268304384,18.635550882388863,6.729816,6.711916958948812
1280,9048,10,13,0.0004883,128,38146,10000000000,536872960,18.626380438307045,2.417292,2.3973738380445955
1024,9552,16,8,0.001953,736,3317,5000000000,268304384,18.635550882388863,2.662425,2.6416062721061664
1024,9552,16,8,0.007812,736,3317,5000000000,268304384,18.635550882388863,2.727662,2.7059742292752134
1024,9552,16,8,0.001953,256,9536,5000000000,268304384,18.635550882388863,2.639497,2.574573760338742
1280,9048,10,13,0.003906,32,152587,10000000000,536872960,18.626380438307045,2.510717,2.507637562768794
1280,9472,10,10,0.01105,512,7629,8000000000,429260800,18.63668893129771,6.795139,6.776975523961082
2048,8192,16,16,0.0006905,512,19073,20000000000,1073741824,18.62645149230957,2.222025,2.24034456148608
1024,9552,16,8,0.0006905,32,76293,5000000000,268304384,18.635550882388863,2.623888,2.5810122400332287
960,9368,15,7,0.005524,32,61035,4000000000,214663680,18.63379962553516,2.671601,2.7157729936259205
960,9368,15,7,0.002762,128,15258,4000000000,214663680,18.63379962553516,2.655342,2.621446470745137
1280,9472,10,10,0.0009766,352,11097,8000000000,429260800,18.63668893129771,2.486811,2.46065018891158
1280,9472,10,10,0.01562,192,20345,8000000000,429260800,18.63668893129771,6.739804,6.788828670966055
1280,9472,10,10,0.0009766,192,20345,8000000000,429260800,18.63668893129771,2.489279,2.449392269825108
1024,9552,16,8,0.001381,64,38146,5000000000,268304384,18.635550882388863,2.552243,2.565597397592249
1280,9472,10,10,0.0006905,512,7629,8000000000,429260800,18.63668893129771,2.490295,2.4853889269498644
1024,9552,16,8,0.0221,1024,2384,5000000000,268304384,18.635550882388863,6.534539,6.520842547435419
960,9368,15,7,0.0221,64,30517,4000000000,214663680,18.63379962553516,6.518632,6.552660532404752
1024,9552,16,8,0.0004883,64,38146,5000000000,268304384,18.635550882388863,2.571628,2.583138329818398
1024,9552,16,8,0.003906,256,9536,5000000000,268304384,18.635550882388863,2.653782,2.5885879681259003
1280,9472,10,10,0.002762,736,5307,8000000000,429260800,18.63668893129771,2.503557,2.4968190644206345
1024,9552,16,8,0.01105,2048,1192,5000000000,268304384,18.635550882388863,3.007544,3.00140435063786
960,9368,15,7,0.002762,192,10172,4000000000,214663680,18.63379962553516,2.676602,2.6325321035766907
1280,9048,10,13,0.001381,192,25431,10000000000,536872960,18.626380438307045,2.404561,2.386855543961784
1024,9552,16,8,0.0009766,128,19073,5000000000,268304384,18.635550882388863,2.604614,2.576336284396452
1280,9472,10,10,0.01105,736,5307,8000000000,429260800,18.63668893129771,6.357275,6.352736598533138
960,9368,15,7,0.0009766,64,30517,4000000000,214663680,18.63379962553516,2.640777,2.636215324566969
1280,9048,10,13,0.001953,32,152587,10000000000,536872960,18.626380438307045,2.435606,2.4422084988776747
2048,8192,16,16,0.003906,64,152587,20000000000,1073741824,18.62645149230957,2.2997,2.3149764088792724
1280,9048,10,13,0.01562,256,19073,10000000000,536872960,18.626380438307045,6.782632,6.779749538023477
1280,9048,10,13,0.01105,32,152587,10000000000,536872960,18.626380438307045,4.946607,4.985323470859623
2048,8192,16,16,0.0009766,256,38146,20000000000,1073741824,18.62645149230957,2.205458,2.228375562047929
2048,8192,16,16,0.001381,512,19073,20000000000,1073741824,18.62645149230957,2.226502,2.24397364441895
1024,9552,16,8,0.001381,32,76293,5000000000,268304384,18.635550882388863,2.622947,2.5809917358359837
1280,9048,10,13,0.0009766,128,38146,10000000000,536872960,18.626380438307045,2.404803,2.3832729235516585
960,9368,15,7,0.007812,736,2653,4000000000,214663680,18.63379962553516,2.765598,2.7830686984175106
1280,9472,10,10,0.0004883,192,20345,8000000000,429260800,18.63668893129771,2.501234,2.461838654970846
1024,9552,16,8,0.0009766,64,38146,5000000000,268304384,18.635550882388863,2.557911,2.56932185571575
1280,9048,10,13,0.001381,256,19073,10000000000,536872960,18.626380438307045,2.426718,2.389775209886947
960,9368,15,7,0.003906,352,5548,4000000000,214663680,18.63379962553516,2.7003,2.6686013794275563
2048,8192,16,16,0.001381,1024,9536,20000000000,1073741824,18.62645149230957,2.273915,2.263408062115809
1280,9048,10,13,0.001953,128,38146,10000000000,536872960,18.626380438307045,2.404781,2.386478539624513
1280,9472,10,10,0.0009766,736,5307,8000000000,429260800,18.63668893129771,2.496395,2.4906697661462287
2048,8192,16,16,0.0004883,512,19073,20000000000,1073741824,18.62645149230957,2.23342,2.250262754066189
1280,9048,10,13,0.001381,2048,2384,10000000000,536872960,18.626380438307045,2.516848,2.5184485947214026
1280,9048,10,13,0.005524,512,9536,10000000000,536872960,18.626380438307045,2.460861,2.463578813222878
960,9368,15,7,0.01105,128,15258,4000000000,214663680,18.63379962553516,6.760716,6.7433597863982575
2048,8192,16,16,0.0004883,64,152587,20000000000,1073741824,18.62645149230957,2.229333,2.239185688316184
1280,9472,10,10,0.0004883,32,122070,8000000000,429260800,18.63668893129771,2.540831,2.4625029397983256
1280,9048,10,13,0.001953,1024,4768,10000000000,536872960,18.626380438307045,2.439816,2.439245769521906
1280,9048,10,13,0.007812,736,6634,10000000000,536872960,18.626380438307045,2.531749,2.5269039684462453
2048,8192,16,16,0.003906,352,27743,20000000000,1073741824,18.62645149230957,2.28379,2.266330603298875
2048,8192,16,16,0.007812,32,305175,20000000000,1073741824,18.62645149230957,2.511506,2.55801793280164
960,9368,15,7,0.005524,512,3814,4000000000,214663680,18.63379962553516,2.722828,2.734664775494853
1280,9048,10,13,0.007812,128,38146,10000000000,536872960,18.626380438307045,2.531383,2.5143781589193583
960,9368,15,7,0.0006905,64,30517,4000000000,214663680,18.63379962553516,2.651544,2.645120681066301
1280,9472,10,10,0.01562,352,11097,8000000000,429260800,18.63668893129771,6.5975,6.597654656557594
1024,9552,16,8,0.0004883,128,19073,5000000000,268304384,18.635550882388863,2.624032,2.596757255490728
1280,9472,10,10,0.007812,256,15258,8000000000,429260800,18.63668893129771,2.542959,2.527085483972537
960,9368,15,7,0.005524,2048,953,4000000000,214663680,18.63379962553516,3.012168,3.0102143356467264
960,9368,15,7,0.0006905,128,15258,4000000000,214663680,18.63379962553516,2.686187,2.65317475704387
960,9368,15,7,0.001381,1024,1907,4000000000,214663680,18.63379962553516,2.744425,2.7607308961537558
2048,8192,16,16,0.005524,512,19073,20000000000,1073741824,18.62645149230957,2.330815,2.347098196081646
1280,9048,10,13,0.005524,128,38146,10000000000,536872960,18.626380438307045,2.465652,2.4487308243762524
2048,8192,16,16,0.0009766,512,19073,20000000000,1073741824,18.62645149230957,2.223967,2.2417216010594285
1280,9472,10,10,0.005524,256,15258,8000000000,429260800,18.63668893129771,2.512099,2.4931837793951552
1024,9552,16,8,0.005524,64,38146,5000000000,268304384,18.635550882388863,2.599511,2.6108277278600336
1024,9552,16,8,0.01562,352,6935,5000000000,268304384,18.635550882388863,6.540071,6.496323731562085
1280,9472,10,10,0.0004883,64,61035,8000000000,429260800,18.63668893129771,2.504375,2.4540949792350912
1280,9472,10,10,0.007812,736,5307,8000000000,429260800,18.63668893129771,2.563874,2.5590262196081017
1280,9048,10,13,0.0003453,736,6634,10000000000,536872960,18.626380438307045,2.478698,2.4721787174988936
2048,8192,16,16,0.0002441,32,305175,20000000000,1073741824,18.62645149230957,2.187562,2.2642752881639203
1024,9552,16,8,0.01562,192,12715,5000000000,268304384,18.635550882388863,6.444415,6.460924978032582
1280,9048,10,13,0.003906,1024,4768,10000000000,536872960,18.626380438307045,2.486271,2.485296497345733
1280,9472,10,10,0.005524,352,11097,8000000000,429260800,18.63668893129771,2.537965,2.511107562859959
1280,9048,10,13,0.007812,512,9536,10000000000,536872960,18.626380438307045,2.480116,2.4824316760737783
1024,9552,16,8,0.01105,192,12715,5000000000,268304384,18.635550882388863,2.686658,2.655336517252334
2048,8192,16,16,0.0004883,32,305175,20000000000,1073741824,18.62645149230957,2.190964,2.263979109348828
960,9368,15,7,0.005524,352,5548,4000000000,214663680,18.63379962553516,2.72779,2.6967611570552568
960,9368,15,7,0.001953,256,7629,4000000000,214663680,18.63379962553516,2.693583,2.639938859140625
2048,8192,16,16,0.001381,128,76293,20000000000,1073741824,18.62645149230957,2.281884,2.230295881825324
960,9368,15,7,0.0221,512,3814,4000000000,214663680,18.63379962553516,6.510764,6.517037189141779
2048,8192,16,16,0.0002441,128,76293,20000000000,1073741824,18.62645149230957,2.299277,2.248143961840848
1280,9472,10,10,0.002762,256,15258,8000000000,429260800,18.63668893129771,2.490108,2.4721114070105545
960,9368,15,7,0.0004883,32,61035,4000000000,214663680,18.63379962553516,2.612445,2.653155444951807
1280,9472,10,10,0.0009766,1024,3814,8000000000,429260800,18.63668893129771,2.51423,2.518586195384479
1280,9472,10,10,0.0009766,2048,1907,8000000000,429260800,18.63668893129771,2.592146,2.6042750439497864
960,9368,15,7,0.0006905,192,10172,4000000000,214663680,18.63379962553516,2.714851,2.6709105692711352
1024,9552,16,8,0.01562,256,9536,5000000000,268304384,18.635550882388863,6.979087,6.935270726431822
2048,8192,16,16,0.003906,32,305175,20000000000,1073741824,18.62645149230957,2.371639,2.418391954563974
1280,9472,10,10,0.007812,192,20345,8000000000,429260800,18.63668893129771,2.572312,2.534741882338358
1280,9472,10,10,0.0009766,32,122070,8000000000,429260800,18.63668893129771,2.533174,2.4594020237992966
1280,9472,10,10,0.002762,352,11097,8000000000,429260800,18.63668893129771,2.503826,2.477241993166263
960,9368,15,7,0.0006905,32,61035,4000000000,214663680,18.63379962553516,2.605473,2.6475007093802847
1280,9472,10,10,0.007812,128,30517,8000000000,429260800,18.63668893129771,2.563341,2.532591387394918
1024,9552,16,8,0.0009766,1024,2384,5000000000,268304384,18.635550882388863,2.701873,2.695692426179476
960,9368,15,7,0.001953,32,61035,4000000000,214663680,18.63379962553516,2.604625,2.6470160799262787
1024,9552,16,8,0.0221,352,6935,5000000000,268304384,18.635550882388863,6.75385,6.709706069967288
960,9368,15,7,0.001953,1024,1907,4000000000,214663680,18.63379962553516,2.734656,2.751690415371544
960,9368,15,7,0.002762,32,61035,4000000000,214663680,18.63379962553516,2.611731,2.6542696016184864
1280,9472,10,10,0.0006905,64,61035,8000000000,429260800,18.63668893129771,2.495284,2.446468457912274
1024,9552,16,8,0.01105,32,76293,5000000000,268304384,18.635550882388863,2.908671,2.8647147876467804
1280,9472,10,10,0.007812,32,122070,8000000000,429260800,18.63668893129771,2.767481,2.685940538832177
1280,9048,10,13,0.003906,736,6634,10000000000,536872960,18.626380438307045,2.466904,2.4607299644948206
960,9368,15,7,0.01562,256,7629,4000000000,214663680,18.63379962553516,2.945251,2.889969432056005
960,9368,15,7,0.0004883,352,5548,4000000000,214663680,18.63379962553516,2.745652,2.714744831464074
1280,9048,10,13,0.0006905,128,38146,10000000000,536872960,18.626380438307045,2.411741,2.3892678000413463
960,9368,15,7,0.003906,1024,1907,4000000000,214663680,18.63379962553516,2.749289,2.7659862095441032
1280,9048,10,13,0.005524,256,19073,10000000000,536872960,18.626380438307045,2.485236,2.4513358075666374
1280,9048,10,13,0.002762,128,38146,10000000000,536872960,18.626380438307045,2.411851,2.393618290531813
1280,9048,10,13,0.01562,128,38146,10000000000,536872960,18.626380438307045,6.790793,6.781645293530645
1280,9048,10,13,0.001953,192,25431,10000000000,536872960,18.626380438307045,2.403655,2.3863828078710783
960,9368,15,7,0.0004883,736,2653,4000000000,214663680,18.63379962553516,2.770526,2.7888604998559297
2048,8192,16,16,0.01105,1024,9536,20000000000,1073741824,18.62645149230957,6.369587,6.357472327275277
1280,9048,10,13,0.0009766,256,19073,10000000000,536872960,18.626380438307045,2.431983,2.394886501164148
1280,9048,10,13,0.01105,1024,4768,10000000000,536872960,18.626380438307045,6.859641,6.850851760696949
1280,9048,10,13,0.001381,1024,4768,10000000000,536872960,18.626380438307045,2.443894,2.443442298077402
960,9368,15,7,0.001381,128,15258,4000000000,214663680,18.63379962553516,2.666653,2.6335638029671484
1280,9472,10,10,0.0003453,64,61035,8000000000,429260800,18.63668893129771,2.5155,2.463631629924847
1024,9552,16,8,0.002762,512,4768,5000000000,268304384,18.635550882388863,2.630506,2.6069994142101973
1280,9048,10,13,0.0004883,64,76293,10000000000,536872960,18.626380438307045,2.407917,2.3978793338092865
1024,9552,16,8,0.007812,64,38146,5000000000,268304384,18.635550882388863,2.669778,2.681218917706831
960,9368,15,7,0.0004883,256,7629,4000000000,214663680,18.63379962553516,2.746819,2.694518538117097
1024,9552,16,8,0.0009766,512,4768,5000000000,268304384,18.635550882388863,2.662777,2.6401657095989437
1280,9472,10,10,0.005524,64,61035,8000000000,429260800,18.63668893129771,2.578272,2.529288164904662
1280,9048,10,13,0.005524,64,76293,10000000000,536872960,18.626380438307045,2.528779,2.517227353743381
1024,9552,16,8,0.0006905,128,19073,5000000000,268304384,18.635550882388863,2.613664,2.586750439180069
960,9368,15,7,0.003906,256,7629,4000000000,214663680,18.63379962553516,2.699755,2.6463869749064988
1280,9048,10,13,0.01562,192,25431,10000000000,536872960,18.626380438307045,6.630423,6.5997208433274
1280,9048,10,13,0.01562,736,6634,10000000000,536872960,18.626380438307045,6.812342,6.805176575427893
1024,9552,16,8,0.001953,32,76293,5000000000,268304384,18.635550882388863,2.627421,2.5900126945805777
1024,9552,16,8,0.0006905,256,9536,5000000000,268304384,18.635550882388863,2.675119,2.6114802934142247
1024,9552,16,8,0.0009766,2048,1192,5000000000,268304384,18.635550882388863,2.841655,2.8354635410411837
1024,9552,16,8,0.0004883,32,76293,5000000000,268304384,18.635550882388863,2.631575,2.5929196728445527
1280,9048,10,13,0.0009766,64,76293,10000000000,536872960,18.626380438307045,2.397004,2.389139567229485
1280,9048,10,13,0.002762,32,152587,10000000000,536872960,18.626380438307045,2.462123,2.463113640411032
1280,9048,10,13,0.005524,352,13871,10000000000,536872960,18.626380438307045,2.471794,2.447023284480881
1280,9048,10,13,0.007812,32,152587,10000000000,536872960,18.626380438307045,2.661579,2.651186834432405
2048,8192,16,16,0.005524,2048,4768,20000000000,1073741824,18.62645149230957,2.491473,2.4743236724302484
1024,9552,16,8,0.01105,1024,2384,5000000000,268304384,18.635550882388863,2.835824,2.8293732081191085
1024,9552,16,8,0.0006905,1024,2384,5000000000,268304384,18.635550882388863,2.725014,2.7196122075801137
1280,9048,10,13,0.005524,736,6634,10000000000,536872960,18.626380438307045,2.49001,2.4837115723703875
2048,8192,16,16,0.001953,192,50862,20000000000,1073741824,18.62645149230957,2.237212,2.233608996401029
1280,9048,10,13,0.007812,1024,4768,10000000000,536872960,18.626380438307045,2.546403,2.54610085318822
960,9368,15,7,0.01562,352,5548,4000000000,214663680,18.63379962553516,6.693921,6.6835152151218855
960,9368,15,7,0.001381,32,61035,4000000000,214663680,18.63379962553516,2.596925,2.6390840628827887
1024,9552,16,8,0.01562,128,19073,5000000000,268304384,18.635550882388863,7.009889,7.021049464157506
1280,9048,10,13,0.0004883,512,9536,10000000000,536872960,18.626380438307045,2.432522,2.4351538971476643
960,9368,15,7,0.0221,352,5548,4000000000,214663680,18.63379962553516,6.574004,6.56404624695433
