h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,exp_name,D,N,D/N
1024,9552,16,8,0.0003453,736,53074,2.351091,2.3625541052342798,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr3.453e-04_bs736_ti53074_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.001381,1024,38146,2.313347,2.326585942511133,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr1.381e-03_bs1024_ti38146_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.0006905,128,305175,2.348516,2.323627755139312,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr6.905e-04_bs128_ti305175_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.01105,192,203450,2.378132,2.37908273262946,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr1.105e-02_bs192_ti203450_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.002762,64,610351,2.371711,2.367986859925716,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr2.762e-03_bs64_ti610351_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.01105,128,305175,2.429212,2.407540745145626,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr1.105e-02_bs128_ti305175_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.007812,1024,38146,2.300474,2.3138873781694973,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr7.812e-03_bs1024_ti38146_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.0003453,512,76293,2.341989,2.352917115184631,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr3.453e-04_bs512_ti76293_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.007812,2048,19073,2.343836,2.3453091684244614,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr7.812e-03_bs2048_ti19073_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.007812,512,76293,2.303998,2.3133724624728425,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr7.812e-03_bs512_ti76293_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.0002441,128,305175,2.371909,2.3462462553977104,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr2.441e-04_bs128_ti305175_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.0009766,736,53074,2.318849,2.3303444559036626,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr9.766e-04_bs736_ti53074_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.001381,32,1220703,2.317127,2.3903837310341327,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr1.381e-03_bs32_ti1220703_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.0006905,2048,19073,2.371453,2.3729425869806517,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr6.905e-04_bs2048_ti19073_mlr1.00e-05,80000000000,268304384,298.1688141182218
1024,9552,16,8,0.01105,64,610351,2.505858,2.4999572837632864,step2v2_0618_h1024_ffnh9552_numh16_numl8_lr1.105e-02_bs64_ti610351_mlr1.00e-05,80000000000,268304384,298.1688141182218
