h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,exp_name,D,N,D/N
1280,9048,10,13,0.0009766,32,152587,2.414395,2.419234339378818,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr9.766e-04_bs32_ti152587_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.001953,2048,2384,2.499986,2.501752130434279,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr1.953e-03_bs2048_ti2384_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0003453,64,76293,2.416894,2.4047592233048696,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr3.453e-04_bs64_ti76293_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0006905,2048,2384,2.536239,2.537883809535119,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr6.905e-04_bs2048_ti2384_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.01562,32,152587,7.153533,7.180832855765101,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr1.562e-02_bs32_ti152587_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0009766,512,9536,2.410264,2.412068051496651,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr9.766e-04_bs512_ti9536_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.003906,512,9536,2.436797,2.438574307100084,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr3.906e-03_bs512_ti9536_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.003906,192,25431,2.441714,2.425308316119919,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr3.906e-03_bs192_ti25431_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.01105,128,38146,2.572016,2.556539083134344,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr1.105e-02_bs128_ti38146_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0006905,256,19073,2.437184,2.401212760282203,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr6.905e-04_bs256_ti19073_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.01562,512,9536,6.70623,6.696272299324252,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr1.562e-02_bs512_ti9536_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.003906,64,76293,2.450999,2.4399237479704303,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr3.906e-03_bs64_ti76293_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0009766,352,13871,2.425091,2.400290268269729,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr9.766e-04_bs352_ti13871_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0004883,32,152587,2.405951,2.415351394836672,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr4.883e-04_bs32_ti152587_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.005524,1024,4768,2.505063,2.5044671923448125,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr5.524e-03_bs1024_ti4768_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0004883,192,25431,2.422765,2.405333161657889,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr4.883e-04_bs192_ti25431_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.002762,1024,4768,2.453665,2.453400183381946,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr2.762e-03_bs1024_ti4768_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.005524,192,25431,2.465735,2.4484752112162127,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr5.524e-03_bs192_ti25431_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.007812,256,19073,2.570512,2.5400934611802115,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr7.812e-03_bs256_ti19073_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.001381,352,13871,2.421607,2.396548865002333,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr1.381e-03_bs352_ti13871_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.01562,2048,2384,6.605291,6.593555236175265,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr1.562e-02_bs2048_ti2384_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0003453,2048,2384,2.592759,2.5945238715681453,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr3.453e-04_bs2048_ti2384_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.003906,352,13871,2.459458,2.435370954570557,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr3.906e-03_bs352_ti13871_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.01105,2048,2384,6.911286,6.9022454449044,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr1.105e-02_bs2048_ti2384_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.007812,352,13871,2.498489,2.474290978189156,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr7.812e-03_bs352_ti13871_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0003453,512,9536,2.446125,2.448629725900076,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr3.453e-04_bs512_ti9536_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.002762,192,25431,2.41874,2.40244455878071,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr2.762e-03_bs192_ti25431_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.0003453,1024,4768,2.501071,2.5001956626108592,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr3.453e-04_bs1024_ti4768_mlr1.00e-05,10000000000,536872960,18.626380438307045
1280,9048,10,13,0.002762,736,6634,2.446062,2.4393959999444004,step2v2_0618_h1280_ffnh9048_numh10_numl13_lr2.762e-03_bs736_ti6634_mlr1.00e-05,10000000000,536872960,18.626380438307045
