h,ffnh,numh,numl,lr,bs,ti,loss,smooth loss,exp_name,D,N,D/N
2048,8192,16,16,0.01105,352,27743,6.448116,6.441123968429631,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.105e-02_bs352_ti27743_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.002762,736,13268,2.261693,2.272775402725349,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr2.762e-03_bs736_ti13268_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0002441,736,13268,2.283835,2.295121464572322,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr2.441e-04_bs736_ti13268_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.005524,128,76293,2.359354,2.308050052816881,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr5.524e-03_bs128_ti76293_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0002441,256,38146,2.233816,2.257944809992964,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr2.441e-04_bs256_ti38146_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.003906,2048,4768,2.372717,2.3545615967846976,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.906e-03_bs2048_ti4768_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.01105,32,305175,7.208395,7.191355435675201,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.105e-02_bs32_ti305175_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001953,736,13268,2.249995,2.261154727440082,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.953e-03_bs736_ti13268_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0006905,192,50862,2.233361,2.230837152230276,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr6.905e-04_bs192_ti50862_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0003453,64,152587,2.228911,2.241517450217004,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.453e-04_bs64_ti152587_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.005524,1024,9536,5.126578,5.114971536926374,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr5.524e-03_bs1024_ti9536_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.002762,32,305175,2.308105,2.363825364959933,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr2.762e-03_bs32_ti305175_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0003453,736,13268,2.263231,2.274550235060009,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.453e-04_bs736_ti13268_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0003453,32,305175,2.189603,2.2627303553150804,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.453e-04_bs32_ti305175_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.007812,128,76293,2.457494,2.404419892474048,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr7.812e-03_bs128_ti76293_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001381,32,305175,2.23242,2.300288560265704,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.381e-03_bs32_ti305175_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.003906,192,50862,2.273281,2.268642317374117,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.906e-03_bs192_ti50862_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001381,64,152587,2.233462,2.246826761688196,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.381e-03_bs64_ti152587_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.002762,256,38146,2.226358,2.2480575070132645,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr2.762e-03_bs256_ti38146_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0003453,128,76293,2.290504,2.239828798545908,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.453e-04_bs128_ti76293_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0009766,64,152587,2.2297,2.242496681011842,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr9.766e-04_bs64_ti152587_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0009766,32,305175,2.215128,2.281407457259213,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr9.766e-04_bs32_ti305175_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0003453,1024,9536,2.30221,2.2913472453242263,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.453e-04_bs1024_ti9536_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0006905,64,152587,2.228493,2.2387166021284925,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr6.905e-04_bs64_ti152587_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0006905,352,27743,2.251508,2.2359355054061423,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr6.905e-04_bs352_ti27743_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0003453,256,38146,2.222932,2.2464665090250904,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.453e-04_bs256_ti38146_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0004883,352,27743,2.257464,2.2404785709847745,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr4.883e-04_bs352_ti27743_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0009766,192,50862,2.229863,2.2264907016041904,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr9.766e-04_bs192_ti50862_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.01105,2048,4768,6.67087,6.664889503284543,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.105e-02_bs2048_ti4768_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001381,256,38146,2.202604,2.2254960114073605,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.381e-03_bs256_ti38146_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0004883,736,13268,2.250916,2.262650061486738,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr4.883e-04_bs736_ti13268_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.005524,64,152587,2.360276,2.375344978679795,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr5.524e-03_bs64_ti152587_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0003453,2048,4768,2.368554,2.34940705969445,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.453e-04_bs2048_ti4768_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0009766,128,76293,2.278394,2.228973011905102,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr9.766e-04_bs128_ti76293_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.007812,1024,9536,6.274736,6.260085190601916,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr7.812e-03_bs1024_ti9536_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.005524,192,50862,2.291484,2.287716368968701,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr5.524e-03_bs192_ti50862_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0002441,512,19073,2.258445,2.2767547507153987,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr2.441e-04_bs512_ti19073_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001953,64,152587,2.247348,2.261223923915355,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.953e-03_bs64_ti152587_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.002762,1024,9536,2.29384,2.2834240159486807,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr2.762e-03_bs1024_ti9536_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001953,2048,4768,2.328104,2.309381234627089,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.953e-03_bs2048_ti4768_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.007812,256,38146,2.295728,2.3148786156066667,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr7.812e-03_bs256_ti38146_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0004883,128,76293,2.285067,2.234671961649699,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr4.883e-04_bs128_ti76293_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.005524,32,305175,2.486894,2.531778162341604,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr5.524e-03_bs32_ti305175_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0004883,1024,9536,2.28316,2.2725002497787337,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr4.883e-04_bs1024_ti9536_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001953,128,76293,2.284755,2.2342454896225146,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.953e-03_bs128_ti76293_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.01105,192,50862,2.489224,2.486196204144003,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.105e-02_bs192_ti50862_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001953,1024,9536,2.282212,2.2717196529421515,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.953e-03_bs1024_ti9536_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.003906,512,19073,2.259969,2.2769814799959818,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.906e-03_bs512_ti19073_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0006905,512,19073,2.222025,2.24034456148608,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr6.905e-04_bs512_ti19073_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.003906,64,152587,2.2997,2.3149764088792724,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.906e-03_bs64_ti152587_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0009766,256,38146,2.205458,2.228375562047929,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr9.766e-04_bs256_ti38146_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001381,512,19073,2.226502,2.24397364441895,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.381e-03_bs512_ti19073_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.001381,1024,9536,2.273915,2.263408062115809,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr1.381e-03_bs1024_ti9536_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0004883,512,19073,2.23342,2.250262754066189,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr4.883e-04_bs512_ti19073_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0004883,64,152587,2.229333,2.239185688316184,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr4.883e-04_bs64_ti152587_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.003906,352,27743,2.28379,2.266330603298875,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr3.906e-03_bs352_ti27743_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.007812,32,305175,2.511506,2.55801793280164,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr7.812e-03_bs32_ti305175_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.005524,512,19073,2.330815,2.347098196081646,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr5.524e-03_bs512_ti19073_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0009766,512,19073,2.223967,2.2417216010594285,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr9.766e-04_bs512_ti19073_mlr1e-5,20000000000,1073741824,18.62645149230957
2048,8192,16,16,0.0002441,32,305175,2.187562,2.2642752881639203,step2v2_0618_h2048_ffnh8192_numh16_numl16_lr2.441e-04_bs32_ti305175_mlr1e-5,20000000000,1073741824,18.62645149230957
