N,D,step,val_github,val_pilecc,val_books3,r_github,r_pilecc,r_books3,loss
160000000,30000000000,13000,0,1,0,0.5,0.5,0,3.388551904176904
160000000,30000000000,20000,0,1,0,0.625,0.375,0,3.3487983722358723
160000000,30000000000,16000,0,1,0,0.375,0.625,0,3.297743588759214
160000000,30000000000,14000,0,1,0,0.625,0.375,0,3.469205889127764
160000000,30000000000,27000,0,1,0,0.25,0.75,0,3.1690196944103195
160000000,30000000000,12000,1,0,0,0.75,0.25,0,1.1725589891194332
160000000,30000000000,12000,0,1,0,0.375,0.625,0,3.3749280175061425
160000000,30000000000,18000,1,0,0,0.25,0.75,0,1.2819260817307692
160000000,30000000000,27000,1,0,0,0.5,0.5,0,1.1111423013663968
160000000,30000000000,20000,1,0,0,0.25,0.75,0,1.2605840397267207
160000000,30000000000,20000,0,1,0,0.75,0.25,0,3.427499232186732
160000000,30000000000,18000,0,1,0,0.75,0.25,0,3.4502504990786242
160000000,30000000000,10000,1,0,0,0.375,0.625,0,1.3393238391953441
160000000,30000000000,13000,1,0,0,0.75,0.25,0,1.15625
160000000,30000000000,27000,0,1,0,0.5,0.5,0,3.236304130835381
160000000,30000000000,27000,1,0,0,0.375,0.625,0,1.1597865795799596
160000000,30000000000,16000,0,1,0,0.25,0.75,0,3.2580812346437344
160000000,30000000000,20000,1,0,0,0.5,0.5,0,1.1503352732793521
160000000,30000000000,22000,0,1,0,0.25,0.75,0,3.1972128378378377
160000000,30000000000,14000,1,0,0,0.75,0.25,0,1.1429043047823886
160000000,30000000000,27000,0,1,0,0.375,0.625,0,3.1978558814496316
160000000,30000000000,12000,0,1,0,0.25,0.75,0,3.330855535933661
160000000,30000000000,30000,0,1,0,0.5,0.5,0,3.2300224585380835
160000000,30000000000,24000,1,0,0,0.375,0.625,0,1.1713649734311742
160000000,30000000000,27000,0,1,0,0.625,0.375,0,3.2979067490786242
160000000,30000000000,20000,1,0,0,0.625,0.375,0,1.1197277486082995
160000000,30000000000,22000,1,0,0,0.75,0.25,0,1.0679976119686234
