N,D,uD,loss
2160013824.0,46000000000.0,46000000000.0,2.603919
2160013824.0,46000000000.0,12000000000.0,2.638341
2160013824.0,46000000000.0,1500000000.0,3.029574
2160013824.0,46000000000.0,400000000.0,5.896346
2160013824.0,46000000000.0,100000000.0,10.87606
2160013824.0,91000000000.0,1500000000.0,3.176858
2160013824.0,174000000000.0,1500000000.0,3.351022
