h,ffnh,numh,numl,lr,bs,ti,target_iter,D,N,M,C,exact_N,N_add_emb,smooth loss
1792,4832,28,29,0.00108,288,54253,-1,31999721472.0,1125938688,8032174080,2.57e+20,1125938688,1360819712,2.154560658
1792,4832,28,29,0.0012,336,65765,-1,45254737920.0,1125938688,8032174080,3.63e+20,1125938688,1360819712,2.123955657
1792,4832,28,29,0.00133,416,75120,-1,63999836160.0,1125938688,8032174080,5.14e+20,1125938688,1360819712,2.095999107
1792,4832,28,29,0.00148,512,86316,-1,90508886016.0,1125938688,8032174080,7.27e+20,1125938688,1360819712,2.063144021
1792,4832,28,29,0.00165,640,97656,-1,128000000000.0,1125938688,8032174080,1.03e+21,1125938688,1360819712,2.042130545
1792,4832,28,29,0.000459,56,17438,-1,1999929344.0,1125938688,8032174080,1.61e+19,1125938688,1360819712,2.570901107
1792,4832,28,29,0.00051,72,19181,-1,2828353536.0,1125938688,8032174080,2.27e+19,1125938688,1360819712,2.504922935
1792,4832,28,29,0.000568,88,22194,-1,3999891456.0,1125938688,8032174080,3.21e+19,1125938688,1360819712,2.440338334
1792,4832,28,29,0.000632,104,26558,-1,5656641536.0,1125938688,8032174080,4.54e+19,1125938688,1360819712,2.37866694
1792,4832,28,29,0.000703,128,30517,-1,7999848448.0,1125938688,8032174080,6.43e+19,1125938688,1360819712,2.325636106
1792,4832,28,29,0.000782,152,36343,-1,11313430528.0,1125938688,8032174080,9.09e+19,1125938688,1360819712,2.277288465
1792,4832,28,29,0.00087,192,40690,-1,15999959040.0,1125938688,8032174080,1.29e+20,1125938688,1360819712,2.232712774
1792,4832,28,29,0.000967,232,47623,-1,22627401728.0,1125938688,8032174080,1.82e+20,1125938688,1360819712,2.194041173
1792,4832,28,29,0.000369,40,12207,-1,999997440.0,1125938688,8032174080,8.03e+18,1125938688,1360819712,2.731458944
1792,4832,28,29,0.00183,768,115088,-1,181018000000.0,1125938688,8032174080,1.45e+21,1125938688,1360819712,2.018491067
1792,4832,28,29,0.000411,48,14386,-1,1414201344.0,1125938688,8032174080,1.14e+19,1125938688,1360819712,2.653148491
1792,4832,28,29,0.00203,896,139508,-1,255998000000.0,1125938688,8032174080,2.06e+21,1125938688,1360819712,1.999737662
1792,4832,28,29,0.00183,768,115088,-1,181018000000.0,1125938688,8032174080,1.45e+21,1125938688,1360819712,2.018491067
1792,4832,28,29,0.00226,1152,153451,-1,362036000000.0,1125938688,8032174080,2.91e+21,1125938688,1360819712,1.982679847
