h,ffnh,numh,numl,lr,bs,ti,target_iter,D,N,M,C,exact_N,N_add_emb,smooth loss
832,2280,13,14,0.00409,176,37326,-1,13454082048.0,118460160,996882432,1.34e+19,118460160,227512064,2.546324037
832,2280,13,14,0.00507,256,51324,-1,26908557312.0,118460160,996882432,2.68e+19,118460160,227512064,2.48928893
832,2280,13,14,0.00627,376,69888,-1,53817114624.0,118460160,996882432,5.36e+19,118460160,227512064,2.446943701
832,2280,13,14,0.00697,464,80092,-1,76109185024.0,118460160,996882432,7.59e+19,118460160,227512064,2.425398646
832,2280,13,14,0.00368,144,32259,-1,9513566208.0,118460160,996882432,9.48e+18,118460160,227512064,2.586705217
832,2280,13,14,0.00331,112,29328,-1,6727139328.0,118460160,996882432,6.71e+18,118460160,227512064,2.626365237
832,2280,13,14,0.00267,80,20529,-1,3363471360.0,118460160,996882432,3.35e+18,118460160,227512064,2.728944759
832,2280,13,14,0.00455,208,44666,-1,19027001344.0,118460160,996882432,1.9e+19,118460160,227512064,2.513549101
832,2280,13,14,0.0024,64,18145,-1,2378301440.0,118460160,996882432,2.37e+18,118460160,227512064,2.785749084
832,2280,13,14,0.00863,688,108031,-1,152218000000.0,118460160,996882432,1.52e+20,118460160,227512064,2.392707568
832,2280,13,14,0.00776,560,93850,-1,107635000000.0,118460160,996882432,1.07e+20,118460160,227512064,2.410889481
832,2280,13,14,0.00297,96,24194,-1,4756733952.0,118460160,996882432,4.74e+18,118460160,227512064,2.669624903
832,2280,13,14,0.00564,312,59555,-1,38054215680.0,118460160,996882432,3.79e+19,118460160,227512064,2.464181066
832,2280,13,14,0.0096,832,126336,-1,215268000000.0,118460160,996882432,2.15e+20,118460160,227512064,2.382111622
832,2280,13,14,0.00216,56,14664,-1,1681784832.0,118460160,996882432,1.68e+18,118460160,227512064,2.839418462
