h,ffnh,numh,numl,lr,bs,ti,target_iter,D,N,M,C,exact_N,N_add_emb,smooth loss
2880,7744,45,45,0.000234,104,26558,-1,5656641536.0,4504118400,30208204800,1.71e+20,4504118400,4881605760,2.26802554
2880,7744,45,45,0.000261,128,30517,-1,7999848448.0,4504118400,30208204800,2.42e+20,4504118400,4881605760,2.215814815
2880,7744,45,45,0.000323,192,40690,-1,15999959040.0,4504118400,30208204800,4.83e+20,4504118400,4881605760,2.112835707
2880,7744,45,45,0.000494,448,69754,-1,63999574016.0,4504118400,30208204800,1.93e+21,4504118400,4881605760,1.953392152
2880,7744,45,45,0.000189,72,19181,-1,2828353536.0,4504118400,30208204800,8.54e+19,4504118400,4881605760,2.404417419
2880,7744,45,45,0.00029,160,34526,-1,11313479680.0,4504118400,30208204800,3.42e+20,4504118400,4881605760,2.164195554
2880,7744,45,45,0.000211,88,22194,-1,3999891456.0,4504118400,30208204800,1.21e+20,4504118400,4881605760,2.332615339
2880,7744,45,45,0.000359,224,49323,-1,22627024896.0,4504118400,30208204800,6.84e+20,4504118400,4881605760,2.067873649
2880,7744,45,45,0.00017,56,17438,-1,1999929344.0,4504118400,30208204800,6.04e+19,4504118400,4881605760,2.46786186
2880,7744,45,45,0.000494,448,69754,-1,63999574016.0,4504118400,30208204800,1.93e+21,4504118400,4881605760,1.953392152
2880,7744,45,45,0.000399,288,54253,-1,31999721472.0,4504118400,30208204800,9.67e+20,4504118400,4881605760,2.025424419
2880,7744,45,45,0.000444,320,69053,-1,45254574080.0,4504118400,30208204800,1.37e+21,4504118400,4881605760,1.988587096
2880,7744,45,45,0.00055,512,86316,-1,90508886016.0,4504118400,30208204800,2.73e+21,4504118400,4881605760,1.916702626
