h,ffnh,numh,numl,lr,bs,ti,target_iter,D,N,M,C,exact_N,N_add_emb,smooth loss
2176,5712,34,34,0.000631,208,44666,-1,19027001344.0,1911894528,13288710144,2.53e+20,1911894528,2197107200,2.163412337
2176,5712,34,34,0.000869,384,68432,-1,53817114624.0,1911894528,13288710144,7.15e+20,1911894528,2197107200,2.051561796
2176,5712,34,34,0.000702,256,51324,-1,26908557312.0,1911894528,13288710144,3.58e+20,1911894528,2197107200,2.125275018
2176,5712,34,34,0.000299,56,14664,-1,1681784832.0,1911894528,13288710144,2.23e+19,1911894528,2197107200,2.555387875
2176,5712,34,34,0.000567,176,37326,-1,13454082048.0,1911894528,13288710144,1.79e+20,1911894528,2197107200,2.208608263
2176,5712,34,34,0.00051,144,32259,-1,9513566208.0,1911894528,13288710144,1.26e+20,1911894528,2197107200,2.25607248
2176,5712,34,34,0.000781,320,58066,-1,38054133760.0,1911894528,13288710144,5.06e+20,1911894528,2197107200,2.085758647
2176,5712,34,34,0.000333,64,18145,-1,2378301440.0,1911894528,13288710144,3.16e+19,1911894528,2197107200,2.49422976
2176,5712,34,34,0.00037,80,20529,-1,3363471360.0,1911894528,13288710144,4.47e+19,1911894528,2197107200,2.424323892
2176,5712,34,34,0.000458,112,29328,-1,6727139328.0,1911894528,13288710144,8.94e+19,1911894528,2197107200,2.307213696
2176,5712,34,34,0.000269,40,14516,-1,1189150720.0,1911894528,13288710144,1.58e+19,1911894528,2197107200,2.645220312
2176,5712,34,34,0.000412,96,24194,-1,4756733952.0,1911894528,13288710144,6.32e+19,1911894528,2197107200,2.364066145
2176,5712,34,34,0.000966,448,82952,-1,76108791808.0,1911894528,13288710144,1.01e+21,1911894528,2197107200,2.016249582
2176,5712,34,34,0.0012,704,105575,-1,152217000000.0,1911894528,13288710144,2.02e+21,1911894528,2197107200,1.960333327
2176,5712,34,34,0.00107,576,91243,-1,107635000000.0,1911894528,13288710144,1.43e+21,1911894528,2197107200,1.991359938
2176,5712,34,34,0.00148,1024,145166,-1,304435000000.0,1911894528,13288710144,4.05e+21,1911894528,2197107200,1.917348756
2176,5712,34,34,0.00133,896,117312,-1,215268000000.0,1911894528,13288710144,2.86e+21,1911894528,2197107200,1.937245161
