lr_intercept,lr_coefN,lr_coefD,bs_intercept,bs_coefD
1.326793425765449,-0.7384425569030296,0.2982972637250051,-1.2815807885614934,0.6025624244893565
1.248073316776357,-0.725173508022265,0.28977543701806807,-0.5384911188505086,0.5705314353546197
0.5580022951061592,-0.722434335281638,0.31709582046811335,-0.7581301614168687,0.5798411707192512
0.9780596302557454,-0.7125325191450457,0.2915556799702376,-0.5150763316981433,0.5695537699424631
0.9534878578213206,-0.7025581427058464,0.2842327083996148,-0.6604741895327546,0.5763229275407595
1.0186092271111642,-0.6937204487876926,0.2719420600048699,-0.31202492442384155,0.5599224652106151
0.005837824845661643,-0.7031206056307405,0.32348539992312947,-0.8665923173881005,0.5855986567782331
1.2440292560383321,-0.715342849318182,0.27966310719591914,-0.31483158869603045,0.5601952004683988
0.49337137382068175,-0.7613721163615657,0.35322717058572084,-0.7514661475280686,0.5787826309574403
0.9304042813984177,-0.7177039879793119,0.29746664937254785,-1.0517280966286986,0.5914351170399116
1.3830765945029109,-0.7424927886953905,0.29734525915458504,0.2493817053475187,0.53750352984392
-0.3796231149553764,-0.6800424425331396,0.32014040194708054,-0.6716862630305602,0.5764707482438318
0.34887344226077666,-0.7304068687495172,0.33364545044383004,-0.6112878095334757,0.5739058668636662
1.5372580992911358,-0.777191576728275,0.32130516790616775,-0.5267129365532064,0.5703994507512246
0.8267111668346372,-0.7211102296890964,0.3031160852872139,-0.5511587543995233,0.5705975665217478
-0.09564276396901494,-0.6548831956723491,0.2876159005994114,0.41476317529562934,0.5301980174467913
1.0711739044195374,-0.7263106277574217,0.2983236055521171,-0.8505076270642569,0.5846831303164329
0.17766355833964198,-0.655378427886278,0.2765834986812258,-0.2504377533524611,0.5579714126319035
0.25249349863379233,-0.6925905398713867,0.30501605532297366,-0.5017743979711877,0.5698173511248482
0.793691250815785,-0.7017161420504926,0.29087925471160864,-1.080255064710144,0.5939914033819379
0.35505907997303154,-0.7375198442892937,0.33742386915829725,-0.38732310051669927,0.56458846007975
1.0180683157006776,-0.705766214525171,0.28441479723421037,-0.8772225945484422,0.5850407762347637
0.8578341348624621,-0.7341545619104041,0.3157557160379772,-1.1442200440163415,0.5974743012311794
0.6363318586123512,-0.6999336567927775,0.2953935768553683,-0.4317140278669811,0.5666216259252453
0.7364669360281892,-0.7210019496693254,0.30736452338739745,-0.0018130210303439753,0.5472690627171974
0.40370057847487395,-0.7265898926377842,0.3265257381315311,0.4158704017285899,0.5311292039097012
0.7983144567487557,-0.730050137189837,0.3131711231022205,-0.15096368711595964,0.5539141352714145
0.3570206132366325,-0.7195757066313925,0.32342516236046964,-1.1424942113335543,0.5949509168942643
1.5059051190820307,-0.7413309696218965,0.2925326493058156,-0.6293265085712054,0.5751015846632688
1.2822526459512549,-0.7173167427854494,0.28206397703045905,-0.20772335647295748,0.5572591960762323
-0.20972415519469045,-0.6973080557374467,0.32863222656696933,-0.606965191648575,0.5760270793738157
0.5872225776589763,-0.7113496548690337,0.30654619567852776,-1.0317909622574604,0.5917169704234838
1.2942285015566668,-0.7301456303836577,0.29205461036959224,-0.4851627900780855,0.5683218344054416
0.8539914699533204,-0.7375058440629678,0.3171189528527327,-0.9331468711702673,0.5863498866151818
1.0513267320453838,-0.7355158659169778,0.30735904833091804,-0.21751171486368293,0.5559278561782345
0.22893709945809881,-0.6918833606946848,0.30564744850638276,-0.19128843891749092,0.5552101805842865
0.2935412303259035,-0.6622820683760534,0.2781298452344455,-0.3768017194686024,0.5644663245738771
0.5221030805023226,-0.7269668872700672,0.32087819152543073,0.5857922794332211,0.5228351475617642
0.9827466634131428,-0.714912584362357,0.2912730419227628,-0.457811239470038,0.5674946576609355
-0.11862732824704292,-0.7028517471942671,0.32988585506370005,-0.8468973412331113,0.585702710725127
1.2307198515715987,-0.739107798865819,0.302679752471084,-1.1308141191713226,0.5949941590836813
1.2935358906703227,-0.7251536223407095,0.286056898428352,0.5869429512934641,0.5235151730063109
1.8213059889667127,-0.78686092124994,0.3181284548892579,-0.7690608827286916,0.5796168095820083
0.931602135632958,-0.7578821357579112,0.33121879064718607,-0.6549957283903005,0.5755017348996684
0.9387679202656702,-0.7292523547264304,0.30749344128782596,0.040582531155502366,0.5467928018656965
-0.7734177624128629,-0.7040606463257424,0.35793164788092824,-0.46405066821466256,0.5692836286265287
0.20132650526491247,-0.6906195656035844,0.30450877708424473,0.01097868771332422,0.5466355047580622
-0.04878817840264116,-0.6816052599459144,0.3085158887223994,-1.1078524083560453,0.5936512202209235
1.1554925837822942,-0.7211831499605533,0.2914573289486827,-0.970371269791654,0.5915526442292373
0.7222607672398507,-0.7277245484398196,0.3140385713027427,-0.6637194942945044,0.5749074655903234
0.819987221825305,-0.7345547185446254,0.31675589899334566,-0.8915267329548442,0.5857336468713036
0.9971013579818981,-0.7283531061977262,0.302793209946908,-0.2230455937030822,0.5573605171384168
0.599272926813545,-0.732953493113446,0.3244292571074005,-0.5512158383263586,0.5719276685823284
1.573844755387908,-0.7191816741754353,0.2712562096161683,-0.3112659186919853,0.5615238178329601
1.046147464029044,-0.7158469986512036,0.29106371882109505,-1.0327063433773507,0.5928152267103612
1.7716983248546718,-0.7690626204823219,0.3035568723886627,-1.0998993370652759,0.5942063358105766
-0.45484467360993897,-0.7024772072714011,0.34269862012663116,-0.7246972406629872,0.5808411708330886
1.077009477668847,-0.7213335531613718,0.2936571759443156,0.06159108370640887,0.5453807678331184
-0.31438019413361484,-0.6795316738102267,0.3172889730784269,0.0574209640548915,0.5453825429646415
0.6859545426939295,-0.6838157919286034,0.2779783090781761,0.6676910954705306,0.5180727933386315
0.11517597165125082,-0.7044564605737514,0.32091491902857056,-0.946317041235277,0.5870447830573953
-0.03834260131883305,-0.7326004041157905,0.34904878068787043,-0.33281707533402205,0.5627224501924147
0.4512962139001875,-0.7374249713641448,0.3329211944168565,-0.7129824890684429,0.5772646138025882
0.719389582103223,-0.710496028231233,0.3005321804519285,-1.1599242125602114,0.5983047544018674
0.4837175903896105,-0.7203118143422833,0.3181471287861964,-0.7669847343136613,0.5805090630663154
-0.4940243143885983,-0.6558972232464412,0.3057021640526947,-0.4044293119290945,0.5648914021850702
-0.465054283589601,-0.6771706859252021,0.32259369607137806,-1.0640298964854118,0.5923408734651604
0.9656420374574006,-0.7494066262375984,0.32182527549431844,-0.27908041297267694,0.5604767757571777
1.0015412271968316,-0.7459181383384167,0.3178600367855978,-0.826978510346212,0.5828967047761012
0.6369340789733808,-0.6962810831565451,0.2912475146071032,-0.6403275160047048,0.5751571636866499
1.7646161659173503,-0.7439562761026001,0.2823952398752075,0.4626213569934663,0.5273640542045398
0.7833572702573832,-0.7121866568282015,0.2982190826010788,-0.6977328258509985,0.5758372222116893
0.4002347005888254,-0.7175491224447924,0.3188968233539089,-1.078598353257533,0.5956089745782522
0.49649115436999836,-0.7076954364991447,0.3077448036663664,-0.7846010186670398,0.5821861524436752
-0.1652376433698226,-0.6976265455978368,0.3284488756217645,-0.621699234672132,0.5745499997699974
0.9586219475529978,-0.7393431190113507,0.3142806775911495,-0.9372215035292779,0.5887132049287714
0.6351462448183511,-0.6960159715334978,0.29287287775585286,-0.3099302386925942,0.5618473235829455
0.6043494361808532,-0.7337388107641342,0.32372323056240376,-1.0107199588280835,0.5909638231507091
