,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.27198889],[0.00539612],[0.00888458],[0.76014393],[0.16718417],[0.09083093],[0.01044144],[0.01371977]
1,[0.26872718],[0.00371578],[0.00951271],[0.76031727],[0.16089903],[0.09910551],[0.01126103],[0.00704432]
2,[0.26717967],[0.00077593],[0.00987143],[0.76080166],[0.15338071],[0.10607619],[0.00797166],[0.00337342]
3,[0.26441993],[0.00049445],[0.00638339],[0.76066105],[0.14914606],[0.11584427],[0.01209998],[0.00016712]
4,[0.25935319],[0.00425029],[0.00203317],[0.75956393],[0.14974301],[0.12986619],[0.01938545],[0.00780033]
5,[0.33849526],[0.01000265],[0.03552303],[0.7610879],[0.21335885],[0.04824088],[0.01744853],[0.02110433]
6,[0.35019742],[0.02603874],[0.00757407],[0.76936141],[0.16476957],[0.01275318],[0.00859553],[0.00948835]
7,[0.33479931],[0.01935524],[0.00751254],[0.76752282],[0.16748725],[0.02240386],[0.01016719],[0.01110876]
8,[0.32109741],[0.01383813],[0.00878098],[0.76595754],[0.16883574],[0.03201015],[0.00285288],[0.00061483]
9,[0.31770421],[0.02179064],[0.02312213],[0.76759157],[0.15434426],[0.02884673],[0.00156104],[0.01050046]
10,[0.30443893],[0.01416415],[0.02095492],[0.76552814],[0.15837619],[0.04344279],[0.01345895],[0.00428826]
11,[0.29524151],[0.0110698],[0.0219806],[0.76454521],[0.15718606],[0.05456371],[0.00707169],[0.00138765]
12,[0.27454758],[0.00923446],[0.00439935],[0.75946568],[0.17619743],[0.08524703],[0.00913296],[0.00701165]
13,[0.37752498],[0.00773932],[0.02639315],[0.7657809],[0.20283389],[0.02632442],[0.00622808],[0.00183764]
14,[0.24969911],[0.01502934],[0.01812732],[0.75679274],[0.15853605],[0.15151723],[0.02241838],[0.01332451]
15,[0.35069666],[0.01189919],[0.0428086],[0.76089611],[0.22115064],[0.04852921],[0.00329591],[0.00968829]
16,[0.25244929],[0.009787],[0.01850972],[0.75786957],[0.14922793],[0.15454922],[0.01708519],[0.00204778]
17,[0.24969911],[0.01502934],[0.01812732],[0.75679274],[0.15853605],[0.15151723],[0.02241838],[0.01332451]
18,[0.24841126],[0.0144218],[0.0289641],[0.75658836],[0.15136399],[0.16832238],[0.01527846],[0.00298707]
