,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.22232191],[0.00863699],[0.01836751],[0.76434758],[0.17602356],[0.03631824],[0.00524933],[0.00097664]
1,[0.23137445],[0.01912125],[0.03127993],[0.76632008],[0.15880879],[0.03437409],[0.00259012],[0.01238866]
2,[0.22748379],[0.01197086],[0.02540541],[0.76405588],[0.16257421],[0.05204312],[0.01183475],[0.00093598]
3,[0.22845146],[0.00999673],[0.02307686],[0.762996],[0.16035442],[0.06507265],[0.00633125],[0.00119474]
4,[0.21807372],[0.00752623],[0.00376612],[0.75818493],[0.17643681],[0.09552554],[0.01232344],[0.0097557]
5,[0.2292963],[0.00193431],[0.00963245],[0.75983658],[0.16115355],[0.0969117],[0.00805852],[0.00376734]
6,[0.23732955],[0.00662431],[0.0095759],[0.76034774],[0.15166494],[0.10330198],[0.01061526],[0.00190858]
7,[0.24166014],[0.00589818],[0.00319959],[0.75955955],[0.14866167],[0.11538597],[0.01134036],[0.00149602]
8,[0.24799298],[0.00727674],[0.00169167],[0.75929087],[0.14342196],[0.12467551],[0.01097707],[0.00219203]
9,[0.25334639],[0.00693011],[0.00866774],[0.75861872],[0.14036643],[0.13538096],[0.01447086],[0.00089964]
10,[0.20443065],[0.01888713],[0.02103039],[0.75906417],[0.22411282],[0.04460581],[0.02136128],[0.02105665]
11,[0.23268163],[0.02020162],[0.02223422],[0.76797507],[0.17214202],[0.00992204],[0.00769354],[0.0144103]
12,[0.2252016],[0.0121449],[0.01828836],[0.76565548],[0.17678083],[0.02480308],[0.0088521],[0.01328343]
13,[0.2274224],[7.25721556e-05],[0.00863772],[0.76389733],[0.21174248],[0.01644586],[0.00521348],[0.00411361]
14,[0.25228294],[0.00238614],[0.02493766],[0.75577848],[0.1477714],[0.15584433],[0.01942255],[0.00525894]
15,[0.20566696],[0.02190908],[0.02784164],[0.7586014],[0.23298335],[0.04295399],[0.00951761],[0.01794992]
16,[0.26451059],[0.005821],[0.02323558],[0.75722728],[0.13529706],[0.15548752],[0.0145131],[0.00432799]
17,[0.2666613],[0.00020979],[0.03554373],[0.75532556],[0.13879664],[0.17052857],[0.01806986],[0.00579312]
