,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.46017264],[0.00744133],[0.05276976],[0.76700307],[0.19961232],[0.02090535],[0.02944388],[0.04232456]
1,[0.44856677],[0.02878331],[0.01729307],[0.75865887],[0.23859372],[0.02513235],[0.00646088],[0.00154572]
2,[0.55648964],[0.02242568],[0.02196146],[0.75925831],[0.12365497],[0.14186535],[0.01428592],[0.00475186]
3,[0.4884019],[0.00971381],[0.02444945],[0.7613567],[0.19717946],[0.05669793],[0.0222606],[0.01247146]
4,[0.46270404],[0.03156823],[0.01120711],[0.75749954],[0.23237864],[0.05196968],[0.02169493],[0.03132059]
5,[0.48317565],[0.00621737],[0.03231073],[0.76289901],[0.19751578],[0.03927225],[0.01455158],[0.00365863]
6,[0.47098619],[0.00131053],[0.04227383],[0.76497616],[0.20085482],[0.00890166],[0.00464964],[0.008883]
7,[0.50215101],[0.00431751],[0.03229639],[0.76384444],[0.17622399],[0.05594329],[0.01446102],[0.00030111]
8,[0.51026055],[0.00444126],[0.00907708],[0.75984969],[0.17827546],[0.09316405],[0.01357199],[0.00061617]
9,[0.54599867],[0.01708027],[0.01206405],[0.75987668],[0.13557539],[0.12924169],[0.01224919],[0.00224508]
10,[0.53347388],[0.01002071],[0.0023327],[0.76020685],[0.15024496],[0.11540806],[0.01328021],[0.00241654]
11,[0.52715626],[0.0074236],[0.0037935],[0.76062491],[0.15679062],[0.10625747],[0.00912981],[0.00277832]
12,[0.50923948],[0.00582849],[0.02693364],[0.76328573],[0.17025994],[0.06827343],[0.00261544],[0.00358692]
13,[0.5143244],[0.00799978],[0.00288903],[0.75796307],[0.17852308],[0.11052355],[0.01420078],[0.00484412]
14,[0.53617163],[0.00555829],[0.01551718],[0.75808465],[0.15207028],[0.13182604],[0.01862985],[0.0124704]
15,[0.55889393],[0.01973624],[0.03182005],[0.75768598],[0.12411752],[0.15335646],[0.01880113],[0.00436963]
16,[0.54623254],[0.00848056],[0.02894374],[0.75678314],[0.14251127],[0.1490024],[0.02295115],[0.0140466]
