,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
37,[0.97903725],[0.00331444],[0.00487915],[0.78056909],[0.11603205],[0.02476627],[0.01248966],[0.00558297]
38,[0.97913085],[0.00116561],[0.00039212],[0.7815489],[0.11104869],[0.02912092],[0.01689914],[0.00738497]
39,[0.97947627],[0.01769796],[0.01616602],[0.78516463],[0.092659],[0.04519057],[0.03317108],[0.00715997]
40,[0.97943334],[0.01564321],[0.01410806],[0.78471524],[0.0949446],[0.04319332],[0.03114869],[0.00377525]
41,[0.97930313],[0.00941102],[0.00786615],[0.78335222],[0.10187694],[0.03713557],[0.02501467],[0.00332608]
42,[0.97953444],[0.02048185],[0.01895425],[0.78577348],[0.08956236],[0.04789655],[0.03591112],[0.00690318]
43,[0.97960206],[0.02371838],[0.02219582],[0.78648133],[0.08596222],[0.05104249],[0.03909666],[0.00076342]
44,[0.98012277],[0.04864041],[0.04715672],[0.79193193],[0.05824033],[0.075267],[0.06362612],[0.00117957]
45,[0.97980192],[0.02595516],[0.02490928],[0.77390098],[0.13749231],[0.00204616],[0.00307022],[0.00872506]
46,[0.97983686],[0.02417999],[0.02313593],[0.77429219],[0.13552415],[0.00031236],[0.00133465],[0.00783197]
47,[0.98001164],[0.01530233],[0.01426732],[0.77624864],[0.12568135],[0.00835841],[0.00734498],[0.00629791]
48,[0.98035734],[0.00225722],[0.00327433],[0.7801184],[0.10621281],[0.02550875],[0.02451284],[0.0044725]
49,[0.98095355],[0.03254177],[0.03352801],[0.78679248],[0.07263586],[0.05508755],[0.05412188],[0.00048141]
50,[0.97974954],[0.02861574],[0.02756715],[0.77331465],[0.14044213],[0.00464474],[0.00567146],[0.00783063]
51,[0.97973116],[0.02954933],[0.0284998],[0.7731089],[0.14147722],[0.00555657],[0.00658423],[0.00773815]
52,[0.97983121],[0.02446713],[0.02342277],[0.77422891],[0.13584251],[0.00059281],[0.00161539],[0.00687346]
53,[0.98010304],[0.01065982],[0.00962954],[0.77727175],[0.12053413],[0.01289274],[0.01188394],[0.00669778]
54,[0.98056903],[0.01300995],[0.0140161],[0.78248808],[0.09429109],[0.0360109],[0.03502573],[0.00948127]
55,[0.97975102],[0.02854053],[0.02749202],[0.77333122],[0.14035875],[0.00457128],[0.00559793],[0.00630306]
56,[0.97968348],[0.03197121],[0.0309192],[0.77257517],[0.1441624],[0.00792201],[0.00895208],[0.006853]
57,[0.97973347],[0.02943175],[0.02838233],[0.77313482],[0.14134685],[0.00544173],[0.00646926],[0.00689421]
58,[0.97993369],[0.01926155],[0.0182225],[0.77537611],[0.130071],[0.00449146],[0.00347408],[0.00812635]
59,[0.98030309],[0.00049843],[0.00052149],[0.77951111],[0.10926804],[0.02281732],[0.02181867],[0.00869933]
60,[0.97974471],[0.02886116],[0.02781232],[0.77326056],[0.14071423],[0.00488444],[0.0059114],[0.00698988]
61,[0.9796904],[0.0316194],[0.03056775],[0.7726527],[0.14377234],[0.0075784],[0.00860812],[0.00618621]
62,[0.97970984],[0.03063194],[0.0295813],[0.77287032],[0.14267752],[0.00661395],[0.00764268],[0.00742072]
63,[0.97983786],[0.02412915],[0.02308514],[0.7743034],[0.13546779],[0.00026271],[0.00128495],[0.00711297]
64,[0.98012567],[0.00951019],[0.00848109],[0.77752511],[0.11925952],[0.01401557],[0.01300792],[0.00810324]
65,[0.97982715],[0.02467328],[0.02362871],[0.77418348],[0.13607107],[0.00079415],[0.00181694],[0.0046841]
66,[0.97975436],[0.02837086],[0.02732252],[0.77336861],[0.14017063],[0.00440556],[0.00543204],[0.0047189]
67,[0.97978371],[0.02688],[0.02583319],[0.77369717],[0.1385177],[0.00294945],[0.00397444],[0.00470155]
68,[0.97980647],[0.02572365],[0.02467801],[0.773952],[0.13723563],[0.00182004],[0.00284388],[0.00675]
69,[0.98003875],[0.0139254],[0.01289179],[0.77655209],[0.12415473],[0.00970325],[0.0086912],[0.00739557]
70,[0.97998441],[0.01668537],[0.01564895],[0.77594385],[0.12721475],[0.0070076],[0.00599279],[0.00059776]
71,[0.97988844],[0.02156001],[0.02051862],[0.77486958],[0.13261934],[0.00224656],[0.00122688],[0.00282648]
72,[0.97989645],[0.02115348],[0.0201125],[0.77495917],[0.13216861],[0.00264362],[0.00162435],[0.00324872]
73,[0.97993197],[0.01934906],[0.01830992],[0.77535683],[0.13016803],[0.00440599],[0.00338852],[0.00310605]
74,[0.98008826],[0.01141039],[0.01037935],[0.77710634],[0.1213663],[0.01215965],[0.0111501],[0.00455296]
75,[0.98016841],[0.00733897],[0.00631208],[0.7780036],[0.11685225],[0.01613619],[0.01513071],[0.00184176]
76,[0.98005002],[0.01335269],[0.01231967],[0.7766783],[0.12351976],[0.01026262],[0.00925113],[0.00069433]
77,[0.97997931],[0.01694438],[0.01590769],[0.77588677],[0.12750192],[0.00675463],[0.00573956],[0.004792]
78,[0.98003367],[0.01418338],[0.01314951],[0.77649523],[0.12444076],[0.00945128],[0.00843897],[0.00299318]
79,[0.98019677],[0.0058986],[0.00487318],[0.77832103],[0.11525529],[0.017543],[0.01653895],[0.00378606]
80,[0.98033219],[0.00098016],[0.00199858],[0.77983696],[0.1076287],[0.02426146],[0.02326428],[0.00164231]
81,[0.98022709],[0.00435863],[0.00333478],[0.7786604],[0.11354791],[0.01904708],[0.01804457],[0.00076842]
82,[0.98022599],[0.00441442],[0.00339051],[0.77864811],[0.11360976],[0.01899259],[0.01799002],[0.00374898]
83,[0.98026335],[0.00251672],[0.00149474],[0.77906632],[0.11150575],[0.02084607],[0.0198454],[0.00446529]
84,[0.98037202],[0.00300289],[0.00401924],[0.78028273],[0.10538608],[0.02623704],[0.02524188],[0.00504716]
85,[0.98052609],[0.01082901],[0.01183739],[0.78200744],[0.09670913],[0.03388079],[0.03289344],[0.00533805]
86,[0.98041584],[0.00522896],[0.00624304],[0.78077331],[0.102918],[0.02841124],[0.0274183],[0.00330633]
87,[0.98048199],[0.00858909],[0.00959975],[0.78151381],[0.09919256],[0.03169307],[0.03070348],[0.0033852]
88,[0.98060933],[0.01505742],[0.01606149],[0.7829393],[0.09202102],[0.03801066],[0.03702753],[0.00401991]
89,[0.98089323],[0.02947782],[0.03046718],[0.78611725],[0.07603291],[0.052095],[0.05112626],[0.00895842]
90,[0.98118221],[0.02255292],[0.01983233],[0.77324544],[0.12992482],[0.00597585],[0.00445048],[0.00879756]
91,[0.98117241],[0.02308576],[0.02036375],[0.77312728],[0.13051361],[0.00650005],[0.00393171],[0.00843361]
92,[0.98128596],[0.01691538],[0.01420978],[0.77449558],[0.12369532],[0.0004297],[0.00993915],[0.00567157]
93,[0.98151469],[0.00448646],[0.00181394],[0.77725174],[0.10996132],[0.01179773],[0.02203984],[0.00452131]
94,[0.98114861],[0.02437869],[0.02165323],[0.77284057],[0.1319423],[0.00777201],[0.00267293],[0.00860484]
95,[0.98110017],[0.02701125],[0.0242788],[0.77225679],[0.13485129],[0.0103619],[0.00010989],[0.00827761]
96,[0.98115777],[0.02388129],[0.02115717],[0.77295087],[0.13139268],[0.00728269],[0.00315719],[0.00696891]
97,[0.98133667],[0.01415993],[0.01146167],[0.77510661],[0.12065054],[0.00228108],[0.01262183],[0.0061349]
98,[0.98113893],[0.02490508],[0.02217823],[0.77272384],[0.13252397],[0.00828988],[0.00216044],[0.00892493]
99,[0.98106069],[0.02915656],[0.0264184],[0.77178106],[0.13722187],[0.01247243],[0.00197877],[0.00864339]
100,[0.98108461],[0.0278567],[0.02512199],[0.77206931],[0.13578552],[0.01119364],[0.00071323],[0.00766931]
101,[0.98120868],[0.02111472],[0.01839796],[0.77356436],[0.12833561],[0.00456097],[0.0058507],[0.00792938]
102,[0.98116155],[0.02367549],[0.02095191],[0.77299651],[0.13116527],[0.00708022],[0.00335755],[0.00837708]
103,[0.98106741],[0.02879128],[0.02605409],[0.77186206],[0.13681823],[0.01211307],[0.00162313],[0.00722493]
104,[0.98103537],[0.03053243],[0.0277906],[0.77147596],[0.13874221],[0.01382599],[0.0033183],[0.00817767]
105,[0.98114457],[0.02459867],[0.02187264],[0.77279179],[0.13218539],[0.00798844],[0.00245875],[0.00723187]
106,[0.98119977],[0.02159912],[0.01888106],[0.77345695],[0.12887086],[0.00503751],[0.0053791],[0.00827043]
107,[0.98107151],[0.02856873],[0.02583213],[0.77191141],[0.13657231],[0.01189413],[0.00140646],[0.00688755]
108,[0.98107398],[0.02843404],[0.0256978],[0.77194128],[0.13642348],[0.01176163],[0.00127533],[0.00613918]
109,[0.98113218],[0.02527144],[0.02254361],[0.7726426],[0.1329288],[0.0086503],[0.00180375],[0.00701388]
110,[0.98131076],[0.01556775],[0.01286574],[0.77479443],[0.12220618],[0.00089609],[0.0112512],[0.00459559]
111,[0.98130454],[0.01590545],[0.01320254],[0.77471954],[0.12257934],[0.00056386],[0.01092241],[0.00447124]
112,[0.98113378],[0.02518479],[0.0224572],[0.77266181],[0.13283305],[0.00856505],[0.00188811],[0.00491558]
113,[0.98112724],[0.02554026],[0.02281172],[0.77258299],[0.13322584],[0.00891476],[0.00154203],[0.00508264]
114,[0.98124289],[0.01925594],[0.01654412],[0.77397656],[0.12628165],[0.00273231],[0.0076604],[0.00307406]
115,[0.98133592],[0.01420041],[0.01150204],[0.77509764],[0.12069527],[0.00224126],[0.01258242],[0.00353701]
116,[0.98148187],[0.00626968],[0.00359241],[0.7768563],[0.11193178],[0.01004342],[0.02030372],[4.7102071e-05]
117,[0.98122662],[0.02013984],[0.01742567],[0.77378055],[0.12725836],[0.00360189],[0.00679984],[0.00539931]
118,[0.98121798],[0.02060934],[0.01789391],[0.77367644],[0.12777715],[0.00406377],[0.00634274],[0.00506706]
119,[0.98126713],[0.01793877],[0.01523046],[0.77426864],[0.12482617],[0.0014365],[0.00894278],[0.00661826]
120,[0.98142812],[0.00919014],[0.0065051],[0.77620868],[0.1151589],[0.0071703],[0.01746038],[0.00182582]
121,[0.98164713],[0.00271042],[0.00536379],[0.77884767],[0.10200874],[0.01887793],[0.02904667],[0.00248702]
122,[0.98135996],[0.01289435],[0.01019945],[0.77538726],[0.11925206],[0.00352614],[0.01385399],[0.00526542]
123,[0.98134182],[0.01387993],[0.01118241],[0.7751687],[0.12034113],[0.00255654],[0.01289444],[0.0047118]
124,[0.98149413],[0.00560367],[0.00292817],[0.77700399],[0.11119584],[0.01069863],[0.02095214],[0.00212391]
125,[0.98159268],[0.00024835],[0.0024129],[0.77819155],[0.10527819],[0.01596713],[0.02616603],[0.00170175]
126,[0.98185165],[0.01382383],[0.01644764],[0.78131211],[0.08972837],[0.02981119],[0.0398666],[0.00145816]
127,[0.98159223],[0.00027252],[0.0023888],[0.77818619],[0.10530489],[0.01594336],[0.02614251],[0.00047198]
128,[0.98150248],[0.00514968],[0.00247539],[0.77710467],[0.11069418],[0.01114526],[0.02139414],[0.00522758]
129,[0.98170512],[0.00586154],[0.00850653],[0.77954644],[0.09852674],[0.02197797],[0.03211458],[0.00194037]
130,[0.98313981],[0.01270561],[0.0151741],[0.774006],[0.11413982],[0.0134304],[0.01539009],[0.00761533]
131,[0.98302779],[0.01943383],[0.02191872],[0.77250454],[0.12154195],[0.02016344],[0.00884853],[0.00770249]
132,[0.98306034],[0.01747878],[0.0199589],[0.77294083],[0.11939107],[0.01820699],[0.01074935],[0.00704515]
133,[0.98318223],[0.01015782],[0.0126201],[0.77457456],[0.11133684],[0.01088079],[0.01786719],[0.0033776]
134,[0.98343887],[0.0052573],[0.00283259],[0.77801458],[0.09437772],[0.00454536],[0.03285465],[0.00032195]
135,[0.98312248],[0.01374678],[0.01621781],[0.77377365],[0.11528527],[0.01447232],[0.0143778],[0.00819526]
136,[0.98297482],[0.02261554],[0.02510818],[0.77179451],[0.12504234],[0.02334742],[0.00575509],[0.00699512]
137,[0.98297229],[0.02276797],[0.02526098],[0.7717605],[0.12521004],[0.02349997],[0.00560689],[0.00660309]
138,[0.98305471],[0.01781702],[0.02029797],[0.77286534],[0.1197632],[0.01854548],[0.01042048],[0.00491922]
139,[0.98326297],[0.00530831],[0.00775877],[0.77565677],[0.10600159],[0.00602781],[0.02258216],[0.0018834]
140,[0.98314623],[0.01231989],[0.01478744],[0.77409207],[0.11371547],[0.01304441],[0.0157651],[0.00718413]
141,[0.98295516],[0.02379666],[0.02629218],[0.77153094],[0.12634176],[0.02452939],[0.00460674],[0.0065869]
142,[0.98292303],[0.02572633],[0.02822655],[0.77110031],[0.12846471],[0.02646044],[0.00273061],[0.00602886]
143,[0.98297509],[0.02259938],[0.02509198],[0.77179812],[0.12502456],[0.02333125],[0.00577081],[0.00517477]
144,[0.98314303],[0.01251194],[0.01497995],[0.77404922],[0.11392675],[0.01323659],[0.01557839],[0.00416412]
145,[0.98321579],[0.00814162],[0.01059898],[0.77502449],[0.10911869],[0.00886314],[0.01982746],[0.0051723]
146,[0.98296438],[0.02324274],[0.02573691],[0.77165455],[0.12573236],[0.02397508],[0.00514529],[0.00599899]
147,[0.98289959],[0.02713436],[0.02963802],[0.7707861],[0.13001378],[0.02786948],[0.00136163],[0.00541439]
148,[0.98291731],[0.02606984],[0.0285709],[0.77102366],[0.12884263],[0.0268042],[0.00239663],[0.00612724]
149,[0.98307357],[0.01668422],[0.0191624],[0.77311814],[0.11851693],[0.01741186],[0.01152186],[0.00449766]
150,[0.98326129],[0.0054091],[0.0078598],[0.77563428],[0.10611247],[0.00612867],[0.02248417],[0.00521899]
151,[0.98298057],[0.02227025],[0.02476205],[0.77187157],[0.12466246],[0.02300189],[0.0060908],[0.0062245]
152,[0.9828916],[0.0276146],[0.03011943],[0.77067893],[0.13054212],[0.02835007],[0.00089472],[0.00551392]
153,[0.98290398],[0.02687065],[0.02937367],[0.77084495],[0.12972365],[0.02760559],[0.00161803],[0.00602806]
154,[0.98337745],[0.00156801],[0.00086569],[0.77719128],[0.09843653],[0.00085343],[0.02926771],[0.00378182]
155,[0.98303558],[0.01896613],[0.02144988],[0.77260891],[0.1210274],[0.0196954],[0.00930326],[0.00475775]
156,[0.98289563],[0.02737213],[0.02987637],[0.77073304],[0.13027536],[0.02810743],[0.00113046],[0.00561958]
157,[0.98292253],[0.02575648],[0.02825678],[0.77109358],[0.12849789],[0.02649062],[0.00270129],[0.00470305]
158,[0.98309235],[0.01555653],[0.01803197],[0.77336979],[0.11727629],[0.01628336],[0.01261826],[0.00103481]
159,[0.98355318],[0.01212321],[0.00971524],[0.77954676],[0.0868241],[0.01141618],[0.03953008],[0.0010714]
160,[0.98310137],[0.01501439],[0.0174885],[0.77349078],[0.11667984],[0.01574083],[0.01314537],[0.003433]
161,[0.98297409],[0.02265966],[0.02515241],[0.77178467],[0.12509088],[0.02339157],[0.0057122],[0.0030285]
162,[0.98296033],[0.02348615],[0.02598092],[0.77160023],[0.12600015],[0.02421866],[0.00490863],[0.00411105]
163,[0.98318443],[0.01002571],[0.01248767],[0.77460404],[0.11119149],[0.01074859],[0.01799564],[0.00229224]
164,[0.98367885],[0.01967164],[0.01728207],[0.78123126],[0.07851961],[0.01897002],[0.04686909],[0.00256189]
165,[0.98323162],[0.00719084],[0.00964589],[0.77523667],[0.10807268],[0.00791169],[0.02075186],[0.00067581]
166,[0.98302354],[0.01968956],[0.02217507],[0.77244747],[0.12182329],[0.02041935],[0.0085999],[0.00242087]
167,[0.98306241],[0.01735481],[0.01983463],[0.77296849],[0.11925469],[0.01808294],[0.01086987],[0.00050504]
168,[0.98324584],[0.0063372],[0.00879016],[0.77542717],[0.10713353],[0.00705743],[0.02158182],[0.00296428]
169,[0.98394343],[0.0355638],[0.03321297],[0.78477773],[0.06103567],[0.03487355],[0.06232035],[0.00699495]
170,[0.98342827],[0.00462096],[0.00219471],[0.77787257],[0.09507779],[0.00390857],[0.03223596],[0.00207875]
171,[0.98317195],[0.0107752],[0.01323899],[0.77443679],[0.11201606],[0.01149862],[0.01726694],[0.00368474]
172,[0.98315433],[0.01183342],[0.01429978],[0.77420064],[0.11318027],[0.01255759],[0.01623808],[0.00458994]
173,[0.9834571],[0.00635245],[0.00393042],[0.77825897],[0.09317287],[0.0056413],[0.03391942],[0.0075929]
