,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.43109891],[0.02505696],[0.004574],[0.75744096],[0.22425563],[0.05432419],[0.022494],[0.03084421]
1,[0.42515041],[0.01217932],[0.00571642],[0.75613663],[0.1812657],[0.11302632],[0.01921837],[0.01197276]
2,[0.45215742],[0.00524295],[0.0233979],[0.76502244],[0.1929752],[0.01435643],[0.00348015],[0.00694969]
3,[0.43512997],[0.00631804],[0.00098186],[0.75890545],[0.15192542],[0.11697428],[0.01791176],[0.00198413]
4,[0.44452843],[0.01779065],[0.00122592],[0.7598518],[0.2256603],[0.03004055],[0.0019913],[0.0028251]
5,[0.44308],[0.01581165],[0.02105348],[0.75800563],[0.12777785],[0.14755915],[0.00785846],[0.00196183]
6,[0.4365001],[0.00859025],[0.00842945],[0.76029948],[0.15306752],[0.10251655],[0.01097893],[0.00293467]
7,[0.4413618],[0.00937114],[0.02856531],[0.76372211],[0.16900561],[0.05175443],[0.01120169],[0.00027064]
8,[0.43423056],[0.00429763],[0.01052255],[0.75757651],[0.1506623],[0.13065321],[0.01852922],[0.0071779]
9,[0.44210662],[0.00124522],[0.02220949],[0.76312927],[0.18798637],[0.03731456],[0.01371461],[0.00397185]
10,[0.43530322],[0.00384843],[0.02614154],[0.75584062],[0.14453216],[0.15207223],[0.01899377],[0.01173321]
11,[0.46824119],[0.01537125],[0.02970474],[0.76776478],[0.19062923],[0.01010406],[0.00083492],[0.03585109]
12,[0.4354567],[0.00532816],[0.01565926],[0.76093196],[0.19101689],[0.05533286],[0.01824114],[0.0142822]
13,[0.43299832],[0.00011842],[0.01211289],[0.75993532],[0.17108519],[0.08680816],[0.01408736],[0.00091558]
14,[0.43938587],[0.01243176],[0.00982247],[0.75874011],[0.13787326],[0.1321121],[0.0154745],[0.00139135]
15,[0.43894429],[0.00829243],[0.02454918],[0.76270146],[0.16581713],[0.06529545],[0.00611794],[0.00040774]
16,[0.43641661],[0.00047402],[0.0516427],[0.75253363],[0.14086278],[0.18346261],[0.02799547],[0.01208007]
17,[0.44194052],[0.01170711],[0.03226315],[0.75625546],[0.12963935],[0.16102974],[0.01607156],[0.00015977]
