,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.64818313],[0.0079728],[0.06178856],[0.76948899],[0.08922161],[0.08177034],[0.03082034],[0.0306654]
1,[0.6509525],[0.01578166],[0.06917379],[0.77130348],[0.08064768],[0.07325507],[0.03844934],[0.04964211]
2,[0.64936802],[0.01131387],[0.06494838],[0.77026533],[0.0855532],[0.07812703],[0.03408446],[0.02624903]
3,[0.64223209],[0.00880752],[0.04591854],[0.76558985],[0.10764599],[0.10006868],[0.01442649],[0.02559135]
4,[0.6379288],[0.02094162],[0.03444269],[0.76277033],[0.12096893],[0.11330049],[0.00257185],[0.00426148]
5,[0.63999183],[0.01512443],[0.03994431],[0.76412203],[0.1145818],[0.10695705],[0.00825506],[0.02784533]
6,[0.64652584],[0.00329968],[0.05736894],[0.76840312],[0.09435258],[0.08686622],[0.02625484],[0.03038173]
7,[0.64049954],[0.01369281],[0.04129826],[0.76445469],[0.11300992],[0.10539592],[0.00965371],[0.01057016]
8,[0.63825011],[0.02003561],[0.03529955],[0.76298085],[0.11997416],[0.11231252],[0.00345699],[0.02072685]
9,[0.63807278],[0.02053561],[0.03482668],[0.76286467],[0.12052314],[0.11285775],[0.00296851],[0.02326598]
10,[0.6420511],[0.00931784],[0.0454359],[0.76547127],[0.10820631],[0.10062517],[0.01392792],[0.02588151]
11,[0.63584167],[0.02682674],[0.02887683],[0.76140284],[0.12743066],[0.11971801],[0.00317773],[0.0092553]
12,[0.65106954],[0.01611169],[0.06948592],[0.77138017],[0.08028531],[0.07289518],[0.03877177],[0.05172463]
13,[0.63731498],[0.02267241],[0.0328058],[0.76236816],[0.1228693],[0.11518785],[0.00088092],[0.01855312]
14,[0.63975952],[0.01577948],[0.0393248],[0.76396982],[0.11530103],[0.10767136],[0.0076151],[0.02797124]
15,[0.64520484],[0.00042515],[0.05384617],[0.76753761],[0.09844236],[0.09092802],[0.02261579],[0.02985507]
16,[0.6400483],[0.01496521],[0.04009489],[0.76415903],[0.11440698],[0.10678343],[0.00841062],[0.02131618]
17,[0.6389945],[0.01793663],[0.03728466],[0.76346858],[0.11766954],[0.11002366],[0.00550763],[0.01970644]
18,[0.64340702],[0.00549452],[0.04905181],[0.76635967],[0.1040084],[0.09645598],[0.01766318],[0.02542886]
19,[0.64139396],[0.01117081],[0.04368345],[0.76504071],[0.11024082],[0.10264577],[0.01211763],[0.02110439]
