,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.42927186],[0.00268187],[0.01631533],[0.76344161],[0.19396887],[0.02824135],[0.00638479],[0.00044273]
1,[0.42873819],[0.0054338],[0.01129527],[0.76075303],[0.15890405],[0.09195646],[0.01104595],[0.00147803]
2,[0.43174158],[0.00324309],[0.01298382],[0.76379492],[0.19920729],[0.01965543],[0.00969263],[0.00086737]
3,[0.43164629],[0.00782244],[0.00055137],[0.75956377],[0.14878004],[0.11392434],[0.01557759],[0.00117902]
4,[0.43265387],[0.00775877],[0.00515697],[0.76307527],[0.20920847],[0.01621449],[0.01092553],[0.00931838]
5,[0.43958241],[0.01137202],[0.02763905],[0.7570851],[0.13206787],[0.15192441],[0.01770672],[0.00593232]
6,[0.42909299],[0.00497425],[0.00401905],[0.75975715],[0.15567633],[0.10501099],[0.0128145],[0.001196]
7,[0.42598562],[5.90926687e-05],[0.01944045],[0.76199378],[0.17755667],[0.05944782],[0.01012763],[0.00080004]
8,[0.43300859],[0.00814028],[0.00797623],[0.75877072],[0.14499397],[0.12508344],[0.01505906],[0.00381934]
9,[0.42788646],[0.00132135],[0.01935212],[0.76315997],[0.18783238],[0.0371801],[0.00558394],[0.00030295]
10,[0.43713413],[0.01012851],[0.02147173],[0.75757754],[0.1363901],[0.14387653],[0.01729099],[0.00898282]
11,[0.43957515],[0.00284706],[0.00658485],[0.76440088],[0.20787537],[0.00423448],[0.00275617],[0.01327367]
12,[0.42655728],[0.00088401],[0.0200347],[0.76256683],[0.18287209],[0.04811594],[0.00789686],[0.00093139]
13,[0.42677976],[0.00250027],[0.01426362],[0.7609259],[0.16625291],[0.08232363],[0.01217961],[0.00059446]
14,[0.43560379],[0.01023007],[0.01366335],[0.75842875],[0.13934173],[0.13357313],[0.01469892],[0.00349422]
15,[0.42619338],[0.00127361],[0.01766794],[0.76148973],[0.17177018],[0.07073521],[0.00637878],[0.00079378]
16,[0.44613027],[0.0161967],[0.0363861],[0.75678183],[0.12127782],[0.16314635],[0.01951291],[0.00618444]
17,[0.44259126],[0.01339392],[0.03263572],[0.7568183],[0.12703086],[0.15834877],[0.01632725],[0.00237899]
