,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
18,[0.64088774],[0.0126731],[0.01123548],[0.78222167],[0.1076184],[0.03215386],[0.00236296],[0.01342852]
19,[0.64955222],[0.03649484],[0.0350919],[0.78747612],[0.08089433],[0.05550558],[0.02643345],[0.01596368]
20,[0.64191188],[0.01548882],[0.0140553],[0.78284275],[0.10445963],[0.03491402],[0.00520808],[0.01778762]
21,[0.63874272],[0.00677567],[0.00532947],[0.78092086],[0.11423434],[0.0263728],[0.00359605],[0.01647401]
22,[0.63748234],[0.00331045],[0.0018592],[0.78015652],[0.11812175],[0.02297595],[0.00709746],[0.01445586]
23,[0.63970647],[0.00942537],[0.00798302],[0.78150531],[0.11126182],[0.02897021],[0.00091869],[0.01514681]
24,[0.64651203],[0.02813626],[0.02672116],[0.78563244],[0.09027127],[0.04731193],[0.0179876],[0.01245651]
25,[0.6431271],[0.01882988],[0.01740123],[0.7835797],[0.1007115],[0.03818917],[0.00858403],[0.01666705]
26,[0.64081726],[0.01247932],[0.01104142],[0.78217893],[0.10783578],[0.03196391],[0.00216716],[0.01663817]
27,[0.63937271],[0.00850775],[0.00706407],[0.78130291],[0.11229123],[0.0280707],[0.00184589],[0.01451925]
28,[0.64042729],[0.01140715],[0.00996768],[0.78194244],[0.10903859],[0.03091289],[0.00108378],[0.01568067]
29,[0.64677607],[0.0288622],[0.02744815],[0.78579256],[0.08945689],[0.04802354],[0.01872111],[0.01514617]
30,[0.64579051],[0.02615255],[0.02473456],[0.78519488],[0.09249667],[0.04536735],[0.01598317],[0.01712509]
31,[0.64466969],[0.02307102],[0.02164854],[0.78451518],[0.09595364],[0.04234663],[0.01286946],[0.01943932]
32,[0.64130312],[0.01381513],[0.01237917],[0.78247358],[0.10633722],[0.03327336],[0.00351691],[0.01196487]
33,[0.64366463],[0.02030775],[0.01888125],[0.78390568],[0.09905357],[0.03963788],[0.01007734],[0.01896308]
34,[0.64863401],[0.03397035],[0.03256374],[0.78691929],[0.08372639],[0.0530309],[0.0238826],[0.01690308]
35,[0.64789716],[0.03194447],[0.03053491],[0.78647243],[0.08599909],[0.05104499],[0.02183557],[0.01517157]
36,[0.64673063],[0.02873728],[0.02732305],[0.78576501],[0.08959703],[0.04790108],[0.01859488],[0.01321733]
37,[0.64614505],[0.02712732],[0.02571074],[0.78540989],[0.09140314],[0.04632289],[0.01696811],[0.01379193]
38,[0.64834907],[0.03318694],[0.03177919],[0.78674649],[0.08460524],[0.05226295],[0.02309101],[0.01877997]
39,[0.65442008],[0.04987829],[0.04849485],[0.79042816],[0.06588029],[0.06862497],[0.03995666],[0.02114928]
40,[0.64932881],[0.03588061],[0.03447678],[0.78734064],[0.08158339],[0.05490347],[0.02581281],[0.01381452]
41,[0.64921487],[0.03556732],[0.03416304],[0.78727154],[0.08193484],[0.05459637],[0.02549625],[0.01595092]
42,[0.65167189],[0.04232255],[0.0409281],[0.78876156],[0.07435659],[0.0612183],[0.03232202],[0.01918824]
43,[0.65548542],[0.05280729],[0.05142811],[0.79107422],[0.06259444],[0.07149617],[0.04291625],[0.01935124]
44,[0.66367174],[0.0753144],[0.073968],[0.7960387],[0.03734515],[0.09355921],[0.06565839],[0.01771107]
45,[0.62026411],[0.0172858],[0.0183524],[0.78125087],[0.10050655],[0.03055547],[0.00667108],[0.01481945]
46,[0.61998532],[0.01656434],[0.01763173],[0.78109027],[0.10131449],[0.02984376],[0.00594183],[0.01401313]
47,[0.62314132],[0.02473172],[0.02579024],[0.7829083],[0.09216813],[0.03790085],[0.01419743],[0.01717434]
48,[0.62960332],[0.04145463],[0.04249501],[0.78663077],[0.07344073],[0.05439795],[0.03110098],[0.02087942]
49,[0.64113926],[0.07130836],[0.07231633],[0.79327612],[0.04000861],[0.08384856],[0.06127716],[0.02197369]
50,[0.62002747],[0.0166734],[0.01774067],[0.78111455],[0.10119235],[0.02995134],[0.00605207],[0.01743661]
51,[0.61853156],[0.01280217],[0.01387364],[0.78025282],[0.10552761],[0.02613239],[0.00213902],[0.01505127]
52,[0.62026417],[0.01728597],[0.01835257],[0.7812509],[0.10050636],[0.03055564],[0.00667126],[0.01665465]
53,[0.62476297],[0.02892835],[0.02998232],[0.78384246],[0.08746847],[0.04204081],[0.01843939],[0.01826158]
54,[0.63371267],[0.05208919],[0.05311802],[0.78899799],[0.06153147],[0.06488891],[0.0418504],[0.016892]
55,[0.62043965],[0.01774008],[0.01880619],[0.78135199],[0.09999782],[0.03100362],[0.00713027],[0.0188106]
56,[0.61816774],[0.01186064],[0.01293313],[0.78004324],[0.106582],[0.02520357],[0.00118732],[0.01597346]
57,[0.61840849],[0.01248368],[0.01355549],[0.78018193],[0.10588427],[0.02581819],[0.00181709],[0.01518797]
58,[0.621677],[0.02094221],[0.02200484],[0.78206477],[0.09641187],[0.03416251],[0.01036699],[0.01600933]
59,[0.62868692],[0.0390831],[0.04012604],[0.78610288],[0.07609653],[0.05205844],[0.02870382],[0.01444551]
60,[0.62124883],[0.01983416],[0.020898],[0.78181812],[0.09765273],[0.03306943],[0.00924697],[0.01967064]
61,[0.61959211],[0.01554675],[0.01661524],[0.78086376],[0.10245405],[0.0288399],[0.00491325],[0.01945667]
62,[0.61832469],[0.0122668],[0.01333885],[0.78013365],[0.10612714],[0.02560425],[0.00159787],[0.01571557]
63,[0.61971228],[0.01585774],[0.01692589],[0.78093298],[0.10210579],[0.02914669],[0.00522759],[0.01504328]
64,[0.6250825],[0.02975527],[0.03080834],[0.78402653],[0.08654244],[0.04285656],[0.01927524],[0.01404035]
65,[0.62294794],[0.02423126],[0.02529032],[0.7827969],[0.09272858],[0.03740714],[0.01369156],[0.02062754]
66,[0.62048138],[0.01784809],[0.01891408],[0.78137603],[0.09987687],[0.03111017],[0.00723944],[0.01973029]
67,[0.61935147],[0.01492401],[0.01599317],[0.78072514],[0.10315144],[0.02822557],[0.00428378],[0.01785945]
68,[0.61949281],[0.01528977],[0.01635854],[0.78080656],[0.10274183],[0.0285864],[0.00465349],[0.01646995]
69,[0.62280596],[0.02386383],[0.02492329],[0.78271511],[0.09314005],[0.03704468],[0.01332016],[0.01448976]
70,[0.62377778],[0.0263788],[0.02743554],[0.78327494],[0.09032362],[0.03952569],[0.0158623],[0.01891338]
71,[0.6216632],[0.02090649],[0.02196916],[0.78205682],[0.09645187],[0.03412727],[0.01033088],[0.01899972]
72,[0.62051252],[0.01792867],[0.01899457],[0.78139397],[0.09978662],[0.03118966],[0.00732089],[0.01722301]
73,[0.62084437],[0.01878745],[0.01985242],[0.78158513],[0.0988249],[0.03203685],[0.00818895],[0.01822141]
74,[0.62254157],[0.02317961],[0.02423982],[0.78256281],[0.09390628],[0.0363697],[0.01262855],[0.01619929]
75,[0.62591634],[0.03191314],[0.03296386],[0.78450686],[0.08412592],[0.04498529],[0.02145642],[0.02023932]
76,[0.62181654],[0.02130333],[0.02236557],[0.78214516],[0.09600746],[0.03451876],[0.01073201],[0.01458562]
77,[0.62135964],[0.02012091],[0.02118444],[0.78188195],[0.09733161],[0.0333523],[0.00953682],[0.01381659]
78,[0.62256878],[0.02325004],[0.02431017],[0.78257849],[0.09382741],[0.03643917],[0.01269974],[0.0173087]
79,[0.62527373],[0.03025015],[0.03130268],[0.78413669],[0.08598824],[0.04334476],[0.01977546],[0.01911117]
80,[0.62713844],[0.03507581],[0.03612311],[0.78521087],[0.08058415],[0.04810526],[0.02465325],[0.01688035]
81,[0.62544185],[0.03068521],[0.03173727],[0.78423353],[0.08550103],[0.04377395],[0.02021522],[0.01726152]
82,[0.6258573],[0.03176036],[0.03281125],[0.78447286],[0.08429701],[0.04483458],[0.02130199],[0.01741681]
83,[0.6252153],[0.03009893],[0.03115163],[0.78410303],[0.08615758],[0.04319559],[0.01962262],[0.01289807]
84,[0.62895926],[0.03978788],[0.04083006],[0.78625976],[0.07530727],[0.0527537],[0.02941622],[0.01971128]
85,[0.63015388],[0.04287944],[0.04391826],[0.78694793],[0.07184515],[0.05580352],[0.03254117],[0.02008366]
86,[0.62614383],[0.03250187],[0.03355196],[0.78463791],[0.08346662],[0.04556608],[0.02205151],[0.017054]
87,[0.62886474],[0.03954328],[0.04058572],[0.78620531],[0.07558119],[0.05251241],[0.02916897],[0.02065229]
88,[0.62800994],[0.03733115],[0.038376],[0.7857129],[0.07805848],[0.05033015],[0.02693295],[0.01126189]
89,[0.63422014],[0.05340245],[0.05442986],[0.78929032],[0.0600608],[0.06618444],[0.04317785],[0.01433526]
90,[0.60382017],[0.02710978],[0.02976149],[0.78177783],[0.08739437],[0.03188745],[0.01443704],[0.01705649]
91,[0.6019719],[0.02257103],[0.02523511],[0.78075978],[0.09246731],[0.02737099],[0.00983916],[0.01321876]
92,[0.60293469],[0.02493532],[0.02759296],[0.7812901],[0.08982475],[0.02972368],[0.01223426],[0.01365833]
93,[0.60753899],[0.03624202],[0.03886884],[0.78382622],[0.07718732],[0.04097485],[0.02368823],[0.01694611]
94,[0.61531966],[0.05534883],[0.05792357],[0.78811194],[0.05583173],[0.05998783],[0.04304393],[0.01988555]
95,[0.60381495],[0.02709697],[0.02974871],[0.78177496],[0.08740869],[0.03187471],[0.01442406],[0.01863707]
96,[0.60096683],[0.02010289],[0.0227737],[0.78020617],[0.09522593],[0.02491498],[0.00733888],[0.01583362]
97,[0.60085556],[0.01982966],[0.02250122],[0.78014488],[0.09553132],[0.02464309],[0.00706209],[0.01500943]
98,[0.60379509],[0.02704819],[0.02970007],[0.78176402],[0.08746321],[0.03182617],[0.01437464],[0.01538191]
99,[0.61006602],[0.04244758],[0.04505748],[0.78521815],[0.0702514],[0.04714993],[0.02997462],[0.01660391]
100,[0.60418017],[0.02799383],[0.03064313],[0.78197613],[0.08640627],[0.03276717],[0.01533261],[0.01981862]
101,[0.60053236],[0.01903598],[0.0217097],[0.77996686],[0.09641841],[0.02385331],[0.00625807],[0.01659229]
102,[0.5998047],[0.01724909],[0.01992768],[0.77956605],[0.09841562],[0.02207519],[0.0044479],[0.01557488]
103,[0.60174158],[0.02200545],[0.02467107],[0.78063292],[0.09309946],[0.02680819],[0.00926622],[0.01547304]
104,[0.60601752],[0.03250576],[0.03514276],[0.78298817],[0.08136332],[0.03725693],[0.0199033],[0.01366099]
105,[0.60550683],[0.03125168],[0.0338921],[0.78270687],[0.082765],[0.03600901],[0.01863289],[0.02237541]
106,[0.60083274],[0.01977363],[0.02244534],[0.78013232],[0.09559395],[0.02458733],[0.00700533],[0.01702195]
107,[0.59971269],[0.01702312],[0.01970233],[0.77951537],[0.09866818],[0.02185033],[0.004219],[0.01636682]
108,[0.60052116],[0.01900847],[0.02168226],[0.77996069],[0.09644916],[0.02382593],[0.0062302],[0.01488669]
109,[0.60346277],[0.02623212],[0.02888622],[0.78158097],[0.08837533],[0.0310141],[0.01354794],[0.01374214]
110,[0.60695459],[0.03480691],[0.03743764],[0.78350433],[0.07879133],[0.03954679],[0.02223443],[0.02358097]
111,[0.60148243],[0.02136905],[0.02403641],[0.78049017],[0.09381075],[0.02617492],[0.00862153],[0.0180315]
112,[0.60009438],[0.01796045],[0.0206371],[0.77972561],[0.09762053],[0.02278306],[0.00516853],[0.01677377]
113,[0.60035875],[0.01860964],[0.02128452],[0.77987123],[0.09689493],[0.02342906],[0.00582618],[0.01574468]
114,[0.60198892],[0.02261284],[0.0252768],[0.78076916],[0.09242058],[0.02741259],[0.00988152],[0.01434143]
115,[0.6068173],[0.03446978],[0.03710143],[0.78342871],[0.07916814],[0.03921131],[0.02189291],[0.0204199]
116,[0.60343826],[0.02617194],[0.0288262],[0.78156747],[0.0884426],[0.03095422],[0.01348698],[0.0209606]
117,[0.60124635],[0.02078932],[0.02345826],[0.78036014],[0.09445872],[0.02559803],[0.00803425],[0.01763384]
118,[0.6012712],[0.02085034],[0.02351911],[0.78037382],[0.09439052],[0.02565875],[0.00809606],[0.01644767]
119,[0.60250975],[0.02389181],[0.02655229],[0.78105604],[0.09099108],[0.02868529],[0.01117715],[0.01631375]
120,[0.60871792],[0.03913709],[0.04175602],[0.7844756],[0.07395151],[0.0438557],[0.02662101],[0.01984156]
121,[0.60393335],[0.02738773],[0.03003868],[0.78184018],[0.08708371],[0.03216404],[0.01471861],[0.0175317]
122,[0.60244975],[0.02374447],[0.02640536],[0.78102299],[0.09115576],[0.02853868],[0.0110279],[0.01601633]
123,[0.60350851],[0.02634445],[0.02899824],[0.78160617],[0.08824978],[0.03112588],[0.01366174],[0.01740087]
124,[0.60471465],[0.02930634],[0.03195206],[0.78227053],[0.08493929],[0.03407323],[0.01666221],[0.01936377]
125,[0.61155403],[0.04610166],[0.0487016],[0.78603777],[0.06616725],[0.05078607],[0.0336763],[0.01859595]
126,[0.60627327],[0.03313381],[0.0357691],[0.78312904],[0.08066135],[0.0378819],[0.02053953],[0.01761603]
127,[0.60367903],[0.0267632],[0.02941585],[0.7817001],[0.08778175],[0.03154257],[0.01408594],[0.01390822]
128,[0.60538658],[0.03095638],[0.03359761],[0.78264064],[0.08309504],[0.03571517],[0.01833375],[0.01497575]
129,[0.60765759],[0.03653325],[0.03915928],[0.78389155],[0.07686181],[0.04126465],[0.02398326],[0.01868598]
130,[0.6154356],[0.05563355],[0.05820751],[0.7881758],[0.05551351],[0.06027115],[0.04333235],[0.02143628]
131,[0.60993466],[0.04212501],[0.04473579],[0.7851458],[0.07061193],[0.04682895],[0.02964785],[0.02187843]
132,[0.60599981],[0.03246228],[0.03509941],[0.78297842],[0.08141191],[0.03721367],[0.01985926],[0.01447724]
133,[0.60753377],[0.0362292],[0.03885605],[0.78382335],[0.07720165],[0.04096209],[0.02367524],[0.01351664]
134,[0.61135865],[0.04562187],[0.04822313],[0.78593015],[0.0667035],[0.05030864],[0.03319027],[0.01617279]
135,[0.58666917],[0.0423409],[0.03998525],[0.78346394],[0.06748915],[0.02897196],[0.0236651],[0.0183037]
136,[0.58272501],[0.03320254],[0.03082442],[0.78139767],[0.07767555],[0.01970603],[0.01434853],[0.01734016]
137,[0.58154797],[0.03047542],[0.02809059],[0.78078104],[0.08071543],[0.01694084],[0.01156823],[0.01405021]
138,[0.58376835],[0.03561987],[0.0332477],[0.78194425],[0.07498098],[0.02215711],[0.01681301],[0.01564823]
139,[0.58867799],[0.04699518],[0.04465098],[0.78451632],[0.06230109],[0.03369121],[0.02841015],[0.01868242]
140,[0.58672028],[0.0424593],[0.04010395],[0.78349072],[0.06735716],[0.02909202],[0.02378582],[0.0185791]
141,[0.58188182],[0.03124893],[0.02886601],[0.78095594],[0.0798532],[0.01772515],[0.01235683],[0.01808793]
142,[0.58005164],[0.02700853],[0.02461517],[0.77999714],[0.08457992],[0.01342555],[0.00803373],[0.01552969]
143,[0.58125895],[0.02980577],[0.0274193],[0.78062963],[0.08146187],[0.01626184],[0.01088553],[0.0159676]
144,[0.58475539],[0.03790678],[0.03554023],[0.78246135],[0.0724318],[0.02447594],[0.01914451],[0.01845938]
145,[0.58736586],[0.04395507],[0.0416034],[0.78382892],[0.06568985],[0.03060866],[0.02531075],[0.01923029]
146,[0.58171908],[0.03087187],[0.02848802],[0.78087068],[0.08027351],[0.01734282],[0.01197241],[0.01815804]
147,[0.5792021],[0.0250402],[0.022642],[0.77955209],[0.08677399],[0.01142975],[0.00602702],[0.01650696]
148,[0.58039609],[0.02780659],[0.0254152],[0.78017759],[0.08369033],[0.01423475],[0.00884736],[0.01874722]
149,[0.58323344],[0.03438055],[0.03200532],[0.78166403],[0.07636244],[0.02090048],[0.01554951],[0.01954342]
150,[0.5883378],[0.046207],[0.04386087],[0.78433811],[0.06317966],[0.03289203],[0.0276066],[0.01936046]
151,[0.58186211],[0.03120327],[0.02882023],[0.78094562],[0.0799041],[0.01767885],[0.01231027],[0.01839901]
152,[0.57982637],[0.02648659],[0.02409194],[0.77987913],[0.08516172],[0.01289632],[0.00750161],[0.0191591]
153,[0.57993736],[0.02674374],[0.02434973],[0.77993727],[0.08487508],[0.01315707],[0.00776378],[0.01942594]
154,[0.5811647],[0.02958742],[0.0272004],[0.78058026],[0.08170527],[0.01604044],[0.01066291],[0.01694551]
155,[0.58976942],[0.04952396],[0.04718598],[0.7850881],[0.05948229],[0.03625529],[0.03098824],[0.01932406]
156,[0.58318271],[0.034263],[0.03188749],[0.78163745],[0.07649346],[0.02078129],[0.01542968],[0.02028101]
157,[0.58017882],[0.0273032],[0.02491057],[0.78006377],[0.08425146],[0.01372433],[0.00833415],[0.02008501]
158,[0.57933716],[0.02535312],[0.02295569],[0.77962284],[0.08642518],[0.01174703],[0.00634604],[0.01844694]
159,[0.58051897],[0.02809129],[0.0257006],[0.78024197],[0.08337298],[0.01452342],[0.00913761],[0.01766517]
160,[0.59202916],[0.0547596],[0.05243451],[0.78627193],[0.05364619],[0.04156403],[0.03632599],[0.02045352]
161,[0.58404262],[0.03625534],[0.03388473],[0.78208794],[0.07427263],[0.02280145],[0.01746087],[0.02007518]
162,[0.580502],[0.02805197],[0.02566118],[0.78023308],[0.08341681],[0.01448356],[0.00909752],[0.01954722]
163,[0.57934053],[0.02536094],[0.02296353],[0.77962461],[0.08641646],[0.01175496],[0.00635401],[0.01806432]
164,[0.58043782],[0.02790328],[0.02551212],[0.78019946],[0.08358256],[0.01433279],[0.00894593],[0.01773773]
165,[0.59675377],[0.06570621],[0.06340805],[0.78874707],[0.04144416],[0.05266345],[0.04748608],[0.02593438]
166,[0.58558196],[0.0398219],[0.03746007],[0.78289437],[0.07029703],[0.0264178],[0.02109699],[0.02024961]
167,[0.58008721],[0.02709094],[0.02469779],[0.78001578],[0.08448806],[0.01350911],[0.00811775],[0.01662608]
168,[0.57988489],[0.02662218],[0.02422788],[0.77990979],[0.08501057],[0.01303381],[0.00763985],[0.0175609]
169,[0.58125189],[0.02978942],[0.02740291],[0.78062593],[0.0814801],[0.01624527],[0.01086886],[0.01731055]
170,[0.60074582],[0.07495551],[0.07268009],[0.79083842],[0.0311341],[0.06204187],[0.05691575],[0.02661267]
171,[0.58694242],[0.04297398],[0.0406199],[0.78360709],[0.06678345],[0.02961388],[0.02431054],[0.01907302]
172,[0.58169298],[0.0308114],[0.0284274],[0.78085701],[0.08034091],[0.01728151],[0.01191077],[0.01846409]
173,[0.58018597],[0.02731977],[0.02492717],[0.78006752],[0.08423299],[0.01374113],[0.00835104],[0.01598751]
174,[0.58404558],[0.0362622],[0.03389161],[0.78208949],[0.07426498],[0.02280841],[0.01746787],[0.02087741]
175,[0.60595008],[0.08701342],[0.08476767],[0.79356484],[0.01769331],[0.07426811],[0.06920881],[0.03169174]
176,[0.59162478],[0.05382269],[0.05149529],[0.78606009],[0.05469055],[0.04061404],[0.03537081],[0.023525]
177,[0.58461049],[0.03757106],[0.03520369],[0.78238544],[0.07280601],[0.02413554],[0.01880225],[0.01860889]
178,[0.58306765],[0.0339964],[0.03162023],[0.78157717],[0.07679064],[0.02051097],[0.01515788],[0.01458072]
179,[0.5843215],[0.0369015],[0.03453247],[0.78223404],[0.07355237],[0.02345662],[0.01811963],[0.01516012]
