,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.72641592],[0.57455513],[0.55840604],[0.91846482],[0.60075477],[0.63302401],[0.53842199],[0.54359776]
1,[0.22465326],[0.20572546],[0.25149254],[0.76892649],[0.13147477],[0.04002262],[0.30812801],[0.06627245]
2,[0.23220229],[0.19398612],[0.2393076],[0.77117629],[0.12045836],[0.02989662],[0.29539164],[0.06585312]
3,[0.23650313],[0.18729799],[0.23236559],[0.77245805],[0.11418209],[0.02412763],[0.28813548],[0.0753157]
4,[0.21956064],[0.21364489],[0.25971257],[0.76740875],[0.1389065],[0.04685368],[0.31672003],[0.06874293]
5,[0.25158509],[0.16384434],[0.20802169],[0.77695287],[0.09217275],[0.00389722],[0.26268991],[0.06029568]
6,[0.75495732],[0.61893927],[0.60447492],[0.9269709],[0.64240566],[0.67130844],[0.58657569],[0.28575297]
7,[0.22066855],[0.21192201],[0.2579243],[0.76773894],[0.13728972],[0.04536758],[0.31485083],[0.06773628]
8,[0.21007726],[0.2283923],[0.27501977],[0.76458246],[0.15274574],[0.05957436],[0.33271994],[0.07286811]
9,[0.21384105],[0.2225393],[0.2689446],[0.76570417],[0.14725318],[0.05452574],[0.32636985],[0.07649909]
10,[0.65548411],[0.46425055],[0.44391451],[0.89732529],[0.49724295],[0.53787859],[0.41874923],[0.51476372]
11,[0.25451811],[0.15928326],[0.20328748],[0.77782699],[0.08789256],[3.70272424e-05],[0.25774146],[0.04570962]
12,[0.22525827],[0.20478464],[0.250516],[0.76910679],[0.13059188],[0.03921109],[0.30710728],[0.07549279]
13,[0.22121123],[0.2110781],[0.25704835],[0.76790067],[0.13649778],[0.04463965],[0.31393525],[0.07677763]
14,[0.2671043],[0.13971074],[0.18297203],[0.781578],[0.06952535],[0.0169197],[0.23650664],[0.05372018]
15,[0.23392698],[0.19130409],[0.23652376],[0.7716903],[0.11794149],[0.02758318],[0.29248183],[0.06067717]
16,[0.22324071],[0.20792209],[0.25377255],[0.76850551],[0.13353613],[0.04191737],[0.3105112],[0.06982967]
17,[0.21569877],[0.21965041],[0.26594605],[0.76625781],[0.14454219],[0.05203386],[0.3232356],[0.07156347]
18,[0.21612815],[0.21898269],[0.26525298],[0.76638578],[0.14391559],[0.05145791],[0.32251117],[0.06861727]
19,[0.21324835],[0.223461],[0.26990128],[0.76552753],[0.14811812],[0.05532076],[0.32736983],[0.07410373]
