,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.02953638],[0.0021495],[0.01779641],[0.76282599],[0.15913066],[0.07308022],[0.01230305],[0.00154963]
1,[0.02984582],[0.00933696],[0.00954315],[0.76590791],[0.1792235],[0.03087388],[0.00562595],[0.00575208]
2,[0.02689568],[0.00074543],[0.01478684],[0.76197091],[0.15822275],[0.08569097],[0.00922361],[1.015629e-05]
3,[0.0336604],[0.00587743],[0.01596625],[0.76409463],[0.16379415],[0.0525285],[0.00647948],[1.32805722e-06]
4,[0.02203866],[0.01295593],[0.01418644],[0.76706261],[0.17994711],[0.02538506],[0.00839084],[0.00214852]
5,[0.03340854],[0.00282971],[0.01669117],[0.7631707],[0.16277042],[0.06356028],[0.01161823],[0.00038339]
6,[0.03488085],[0.00748247],[0.00503293],[0.76493183],[0.17147115],[0.03914927],[0.00755828],[0.00092358]
7,[0.03602636],[0.00566146],[0.01021609],[0.76426217],[0.16877084],[0.04621253],[0.00837142],[0.00285542]
8,[0.00923291],[0.01225517],[0.02927769],[0.76756291],[0.19083568],[0.02329076],[0.0062882],[0.01269544]
9,[0.01807465],[0.00576704],[0.00456213],[0.76048674],[0.15601037],[0.11107385],[0.01449701],[0.00051216]
10,[0.02203368],[0.0023994],[0.01124941],[0.76142584],[0.15604314],[0.09737057],[0.01163352],[0.00090685]
11,[0.02156665],[0.00775099],[0.02729462],[0.76615744],[0.19123318],[0.02944141],[0.00395901],[0.00424694]
12,[0.03237831],[0.00916559],[0.00126643],[0.76558839],[0.17441903],[0.03362435],[0.00994714],[0.00407344]
13,[0.00615001],[0.01065745],[0.01000922],[0.75908522],[0.15434676],[0.13606039],[0.01758548],[0.00385348]
14,[0.0014902],[0.0122872],[0.01734397],[0.75859583],[0.15285391],[0.14713622],[0.01769515],[0.0036964]
15,[0.01037609],[0.00616308],[0.00029648],[0.76026827],[0.15274169],[0.12140723],[0.01525186],[0.00014915]
16,[0.01040548],[0.01307254],[0.02404571],[0.75831808],[0.15058446],[0.15678247],[0.0189345],[0.00829349]
17,[0.02065743],[0.01284101],[0.02973197],[0.75829246],[0.14734724],[0.16473306],[0.02161792],[0.01383357]
