,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[165.99760669],[0.02681252],[0.0369571],[0.76223906],[0.22710678],[0.01150335],[0.01733413],[0.00157797]
1,[158.96405238],[0.02377914],[0.03704492],[0.76285966],[0.21911613],[0.0225484],[0.01600748],[0.00219048]
2,[152.02715803],[0.02128956],[0.03518213],[0.76306843],[0.21185652],[0.03474301],[0.01987884],[0.00230501]
3,[145.67301478],[0.02252781],[0.02831916],[0.76218134],[0.20911009],[0.05108633],[0.0158371],[0.00023983]
4,[138.92439669],[0.02062856],[0.02309352],[0.76184201],[0.20276119],[0.06429073],[0.01357198],[0.00049933]
5,[132.05023745],[0.01694229],[0.0185237],[0.76178506],[0.19445131],[0.07537889],[0.01371151],[0.002665]
6,[125.50278674],[0.01461976],[0.01189964],[0.76131228],[0.18790235],[0.08743838],[0.01708822],[0.00564696]
7,[118.96180013],[0.01097278],[0.00614648],[0.76108732],[0.17997189],[0.09744661],[0.01607203],[0.00815128]
8,[112.48122277],[0.00610608],[0.00148145],[0.76111688],[0.17080256],[0.105356],[0.01608663],[0.01070429]
9,[106.24061981],[0.00136911],[0.00318044],[0.76110577],[0.16197593],[0.11255547],[0.01696235],[0.01480617]
10,[100.34757138],[0.00225944],[0.00865575],[0.76083737],[0.15462422],[0.12011949],[0.01855874],[0.01467893]
11,[94.76719505],[0.00503585],[0.01458764],[0.76038441],[0.14844078],[0.12778999],[0.01817337],[0.01440976]
12,[89.3151209],[0.00888794],[0.01893479],[0.76022188],[0.14119608],[0.13340276],[0.01771904],[0.01688824]
13,[84.17915733],[0.0118587],[0.02365052],[0.75988654],[0.13514376],[0.13920864],[0.01884997],[0.01597472]
14,[79.21921149],[0.01551233],[0.02710244],[0.75976371],[0.12847915],[0.1434508],[0.02090023],[0.01880502]
