,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[6.96494133],[0.00034536],[0.01359176],[0.76155705],[0.16030767],[0.08440426],[0.00729987],[0.00307828]
1,[7.05672632],[0.00066047],[0.0111963],[0.76121256],[0.1565627],[0.095],[0.01194269],[0.0003682]
2,[7.14096627],[0.00111845],[0.00718757],[0.76084538],[0.15316989],[0.10587402],[0.01383904],[0.00028512]
3,[7.24708997],[0.00524852],[0.00160679],[0.75961189],[0.15418345],[0.12073567],[0.01605937],[0.00251516]
4,[7.30826175],[0.00482589],[0.00666182],[0.75947852],[0.15015145],[0.13026757],[0.01611741],[0.00237246]
5,[5.82906996],[0.0093734],[0.01707552],[0.76629223],[0.1869277],[0.02540657],[0.00259415],[0.00016454]
6,[5.98897672],[0.01053159],[0.00806741],[0.76625133],[0.1804761],[0.02640983],[0.00359953],[0.00442499]
7,[6.15351018],[0.00957858],[0.00104248],[0.76571092],[0.17658649],[0.03037234],[0.00480694],[0.0068006]
8,[6.31807962],[0.00725389],[0.00424043],[0.76484669],[0.17438348],[0.03690846],[0.00509762],[0.00569588]
9,[6.46363924],[0.00616713],[0.00986517],[0.76427849],[0.17079991],[0.04351336],[0.00888053],[0.00358398]
10,[6.60039718],[0.00492057],[0.01393808],[0.76367757],[0.16751869],[0.05167818],[0.01295356],[0.00205318]
11,[6.73007178],[0.00332297],[0.01591417],[0.76299993],[0.16478064],[0.06148478],[0.01076201],[0.00307391]
12,[6.84393429],[0.00252636],[0.01674343],[0.762521],[0.16125712],[0.071462],[0.01234932],[0.00169553]
13,[5.46443608],[0.00919962],[0.03039065],[0.76686648],[0.19725891],[0.02156754],[0.01226823],[0.014361]
14,[7.38166906],[0.00676763],[0.01456263],[0.75879131],[0.14901571],[0.14205457],[0.01627337],[0.00264618]
15,[5.63627583],[0.01156651],[0.02194842],[0.7671198],[0.189365],[0.02123677],[0.00669987],[0.00351826]
16,[7.43622547],[0.00726109],[0.02123052],[0.75846295],[0.14641157],[0.15171982],[0.01603839],[0.00180999]
17,[7.38166906],[0.00676763],[0.01456263],[0.75879131],[0.14901571],[0.14205457],[0.01627337],[0.00264618]
18,[7.48462577],[0.00778525],[0.02794887],[0.75813928],[0.14402795],[0.1608783],[0.01781022],[0.00640206]
