,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.41446124],[0.10969986],[0.10495034],[0.76481958],[0.12607401],[0.08662994],[0.1446791],[0.00020774]
1,[0.41152939],[0.11525622],[0.11048293],[0.76364201],[0.13171236],[0.09207079],[0.15041061],[0.00190479]
2,[0.41700857],[0.1048722],[0.10014335],[0.76584272],[0.12117512],[0.08190265],[0.13969927],[0.01128721]
3,[0.42227583],[0.09488981],[0.09020369],[0.7679583],[0.11104544],[0.07212779],[0.12940223],[0.00064793]
4,[0.44155826],[0.05834619],[0.05381648],[0.77570304],[0.0739626],[0.03634389],[0.0917067],[0.00205672]
5,[0.41199556],[0.11437276],[0.10960325],[0.76382925],[0.13081586],[0.0912057],[0.1494993],[0.00305635]
6,[0.41075686],[0.11672031],[0.11194075],[0.76333173],[0.13319806],[0.09350445],[0.15192085],[0.00601621]
7,[0.4237498],[0.09209638],[0.08742221],[0.76855031],[0.10821079],[0.06939243],[0.12652074],[0.01317775]
8,[0.41758866],[0.10377283],[0.09904869],[0.76607571],[0.12005953],[0.08082614],[0.13856525],[0.00834543]
9,[0.41366431],[0.11121017],[0.1064542],[0.7644995],[0.12760661],[0.08810886],[0.14623702],[0.00376551]
10,[0.4135845],[0.11136143],[0.10660481],[0.76446744],[0.1277601],[0.08825697],[0.14639305],[0.00125867]
11,[0.41749649],[0.10394751],[0.09922262],[0.76603869],[0.12023679],[0.08099718],[0.13874543],[0.00371731]
12,[0.43608196],[0.06872474],[0.0641506],[0.7735035],[0.08449429],[0.04650667],[0.10241239],[0.01003004]
13,[0.42929252],[0.08159194],[0.07696273],[0.77077654],[0.09755135],[0.05910637],[0.11568518],[0.00561975]
14,[0.40879092],[0.12044612],[0.11565061],[0.76254211],[0.13697884],[0.0971528],[0.1557641],[0.01084483]
15,[0.44943442],[0.04341946],[0.03895363],[0.77886649],[0.05881561],[0.02172747],[0.07630945],[0.00502227]
16,[0.41444767],[0.10972556],[0.10497594],[0.76481413],[0.12610009],[0.08665511],[0.14470561],[0.00727696]
17,[0.46338045],[0.01698927],[0.01263656],[0.78446788],[0.03199544],[0.00415325],[0.04904615],[0.00620781]
18,[0.40932419],[0.11943547],[0.11464429],[0.7627563],[0.13595328],[0.09616316],[0.15472159],[0.00334602]
19,[0.44643586],[0.04910227],[0.04461212],[0.77766212],[0.06458228],[0.02729214],[0.0821714],[0.00947861]
20,[0.41031312],[0.11756127],[0.11277811],[0.7631535],[0.13405142],[0.09432792],[0.15278831],[0.0055732]
21,[0.46217891],[0.0192664],[0.01490394],[0.78398529],[0.03430617],[0.00192346],[0.05139506],[0.01131526]
22,[0.43222399],[0.07603629],[0.07143086],[0.77195395],[0.09191373],[0.05366622],[0.10995441],[0.00592128]
23,[0.46785413],[0.00851085],[0.00419443],[0.78626473],[0.02339191],[0.01245541],[0.04030048],[0.06105965]
24,[0.42224519],[0.09494789],[0.09026151],[0.76794599],[0.11110437],[0.07218466],[0.12946213],[1.87839505e-05]
25,[0.42196651],[0.09547602],[0.09078739],[0.76783406],[0.1116403],[0.07270181],[0.13000691],[0.00145031]
