,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.37159968],[0.03399859],[0.01828666],[0.7580738],[0.24179087],[0.03161729],[0.01991465],[0.01747695]
1,[0.39698025],[0.00318815],[0.05129135],[0.76656963],[0.19261416],[0.00690588],[0.00776578],[0.01757859]
2,[0.39432802],[0.00653865],[0.0386212],[0.76384967],[0.19973893],[0.0301288],[0.00602468],[0.01310692]
3,[0.39923766],[0.00433991],[0.03605107],[0.76373427],[0.19269122],[0.04187135],[0.00436557],[0.00347223]
4,[0.40834017],[0.00443236],[0.0385727],[0.76502336],[0.17798397],[0.04696861],[0.00035215],[0.01234681]
5,[0.40942178],[0.00067954],[0.0265656],[0.76292415],[0.17984026],[0.06665424],[0.01383977],[0.00107128]
6,[0.41345974],[0.00114702],[0.01812577],[0.7618368],[0.17633276],[0.08126084],[0.01264853],[0.00126348]
7,[0.40988636],[0.01495804],[0.00415358],[0.75750371],[0.18859705],[0.11006402],[0.0214941],[0.00851958]
8,[0.42224004],[0.00154714],[0.00014589],[0.75964008],[0.16913973],[0.10854116],[0.01538636],[0.00029175]
9,[0.43051779],[0.00485497],[0.00247361],[0.76010062],[0.15810299],[0.11386008],[0.01719493],[0.00209982]
10,[0.43549884],[0.00551576],[0.01070903],[0.75918553],[0.15394208],[0.12479971],[0.01991384],[0.00642302]
11,[0.44225249],[0.00935469],[0.01541649],[0.75905853],[0.14627958],[0.13134539],[0.01586849],[0.00644272]
12,[0.44881492],[0.01298198],[0.01991146],[0.75891167],[0.13905622],[0.13730049],[0.01858975],[0.00340485]
13,[0.45447672],[0.015154],[0.02542682],[0.75844698],[0.13369862],[0.14413351],[0.01515364],[0.00484734]
14,[0.36417608],[0.0422595],[0.01206204],[0.75606014],[0.25645164],[0.0280016],[0.0085806],[0.0154125]
15,[0.45827762],[0.0141221],[0.03379332],[0.75723514],[0.13219815],[0.15396033],[0.02416571],[0.00691607]
