,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.62144432],[0.01092201],[0.01693038],[0.76160448],[0.18604796],[0.07933803],[0.00330461],[0.00017233]
1,[0.61303289],[0.00419662],[0.00575669],[0.76104529],[0.17077083],[0.09984503],[0.00765888],[0.00037932]
2,[0.60658344],[0.00315908],[0.00525691],[0.76055881],[0.15546404],[0.11667518],[0.01008317],[0.00159797]
3,[0.60320644],[0.00497715],[0.0122974],[0.75988331],[0.15023497],[0.12593643],[0.01203558],[0.00581403]
4,[0.62722049],[0.01190645],[0.02391876],[0.76235282],[0.19113086],[0.06575538],[0.00021257],[0.00070419]
5,[0.63271318],[0.01493431],[0.0278985],[0.76251764],[0.19875472],[0.05407035],[0.00141348],[0.00053846]
6,[0.64624097],[0.01798182],[0.03467045],[0.76308702],[0.21078507],[0.0278741],[0.00336271],[0.00270469]
7,[0.61664047],[0.00854115],[0.01057259],[0.76111312],[0.17947311],[0.09097893],[0.00957112],[0.00152147]
8,[0.65331021],[0.02075081],[0.03467578],[0.76275856],[0.21840284],[0.01677932],[0.00247232],[0.00101727]
9,[0.59801067],[0.00994117],[0.02377789],[0.75893734],[0.13876398],[0.14050985],[0.01593698],[0.00690867]
10,[0.60093251],[0.0086733],[0.01702835],[0.75968716],[0.14301236],[0.13224219],[0.01313701],[0.00299407]
11,[0.63852529],[0.0184591],[0.03011312],[0.76242747],[0.20709463],[0.04286624],[0.00396084],[0.0007467]
12,[0.60921507],[0.00151523],[0.00080857],[0.76056341],[0.16418482],[0.10977458],[0.00991604],[0.00129915]
13,[0.59632956],[0.01351045],[0.02763207],[0.75878971],[0.13203919],[0.14534373],[0.01613592],[0.00537501]
14,[0.65971617],[0.02704438],[0.03006568],[0.7613256],[0.23029365],[0.00998542],[0.00644819],[0.00509936]
