,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
40,[13.47619797],[0.04754502],[0.04778297],[0.79022089],[0.06693444],[0.06770384],[0.0423511],[0.01581231]
41,[14.02467912],[0.01145794],[0.01170491],[0.78227268],[0.10735896],[0.03238056],[0.00606724],[0.01447431]
42,[13.58626124],[0.04030345],[0.04054322],[0.78862593],[0.07504639],[0.06061555],[0.03507005],[0.01895237]
43,[13.5033318],[0.04575976],[0.04599816],[0.78982769],[0.06893427],[0.06595637],[0.04055611],[0.01880372]
44,[13.08524403],[0.07326766],[0.07349918],[0.79588633],[0.03812009],[0.09288206],[0.06821401],[0.01704255]
45,[15.15050936],[0.000966],[0.00285979],[0.77765224],[0.11861092],[0.0146072],[0.01370128],[0.01722861]
46,[14.8569753],[0.01722647],[0.0153671],[0.78169339],[0.09828027],[0.03251662],[0.00472265],[0.01631115]
47,[14.55957371],[0.03565864],[0.03383414],[0.78578778],[0.07768174],[0.05066202],[0.02338932],[0.01386798]
48,[14.18663034],[0.05877268],[0.05699191],[0.79092218],[0.05185107],[0.07341645],[0.04679745],[0.01815394]
49,[14.07888479],[0.06545047],[0.06368233],[0.79240554],[0.04438843],[0.07999034],[0.0535602],[0.01880082]
50,[15.13715822],[0.00013853],[0.00203076],[0.77783604],[0.1176862],[0.01542179],[0.01286329],[0.0198147]
51,[14.91681007],[0.01351807],[0.01165168],[0.78086963],[0.10242452],[0.02886592],[0.00096706],[0.01558179]
52,[14.66976227],[0.02882944],[0.02699202],[0.78427079],[0.08531358],[0.04393907],[0.01647324],[0.01190617]
53,[14.38856606],[0.04625724],[0.04445279],[0.78814208],[0.06583747],[0.06109573],[0.03412277],[0.01810263]
54,[14.39167258],[0.04606471],[0.04425989],[0.78809932],[0.06605263],[0.06090619],[0.03392779],[0.01810319]
55,[15.16816235],[0.00206008],[0.00395595],[0.7774092],[0.11983359],[0.01353013],[0.01480929],[0.01784164]
56,[14.92469857],[0.01302916],[0.01116185],[0.78076102],[0.10297089],[0.02838461],[0.00047193],[0.01756122]
57,[14.75434826],[0.02358702],[0.02173968],[0.78310628],[0.09117215],[0.03877822],[0.01116412],[0.01259056]
58,[14.51024714],[0.03871577],[0.03689705],[0.78646687],[0.0742653],[0.05367158],[0.02648535],[0.01800653]
59,[14.60602008],[0.03278001],[0.03095007],[0.78514834],[0.08089869],[0.04782818],[0.02047408],[0.01619804]
60,[15.09837623],[0.00226508],[0.0003774],[0.77836996],[0.11500009],[0.017788],[0.0104291],[0.02036621]
61,[14.87386139],[0.01617991],[0.01431856],[0.78146091],[0.09944983],[0.03148635],[0.00366277],[0.0201392]
62,[14.74617439],[0.02409362],[0.02224724],[0.78321881],[0.09060601],[0.03927693],[0.01167716],[0.01507532]
63,[14.58549772],[0.03405193],[0.03222439],[0.78543088],[0.07947728],[0.04908031],[0.02176218],[0.01732817]
64,[14.74746057],[0.0240139],[0.02216737],[0.7832011],[0.0906951],[0.03919846],[0.01159644],[0.01570079]
65,[15.01451808],[0.00746238],[0.00558454],[0.77952446],[0.10919194],[0.02290445],[0.00516567],[0.0219488]
66,[14.83142864],[0.01880978],[0.01695341],[0.78204509],[0.09651086],[0.0340753],[0.0063261],[0.0203355]
67,[14.7149115],[0.02603121],[0.0241885],[0.78364921],[0.08844069],[0.04118438],[0.01363941],[0.01708277]
68,[14.59799335],[0.03327749],[0.03144848],[0.78525885],[0.08034275],[0.04831792],[0.02097788],[0.01794243]
69,[14.84017467],[0.01826773],[0.01641033],[0.78192468],[0.09711663],[0.03354168],[0.00577715],[0.01425453]
70,[14.9765559],[0.00981518],[0.00794178],[0.78004709],[0.10656262],[0.02522064],[0.00278294],[0.01898353]
71,[14.78642703],[0.02159887],[0.01974777],[0.78266464],[0.09339398],[0.03682099],[0.00915067],[0.02025785]
72,[14.65899847],[0.02949655],[0.02766039],[0.78441898],[0.08456806],[0.0445958],[0.01714884],[0.01748228]
73,[14.54111186],[0.03680285],[0.03498052],[0.78604195],[0.07640304],[0.05178843],[0.0245481],[0.01975687]
74,[14.85158629],[0.01756047],[0.01570173],[0.78176758],[0.09790701],[0.03284542],[0.00506089],[0.0149725]
75,[14.88768423],[0.01532321],[0.01346024],[0.78127061],[0.10040722],[0.03064297],[0.00279517],[0.01970755]
76,[14.76793294],[0.02274508],[0.02089615],[0.78291925],[0.09211305],[0.03794937],[0.01031147],[0.01818943]
77,[14.62656036],[0.03150698],[0.02967463],[0.78486556],[0.08232135],[0.04657495],[0.01918485],[0.01516536]
78,[14.46765912],[0.04135526],[0.03954154],[0.78705319],[0.07131559],[0.05627001],[0.02915843],[0.02007851]
79,[14.74100118],[0.02441424],[0.02256847],[0.78329003],[0.09024771],[0.03959256],[0.01200187],[0.01641756]
80,[14.82673751],[0.01910053],[0.0172447],[0.78210968],[0.09618595],[0.03436152],[0.00662055],[0.01866928]
81,[14.62345477],[0.03169946],[0.02986747],[0.78490832],[0.08210625],[0.04676444],[0.01937977],[0.02025814]
82,[14.45280527],[0.04227586],[0.04046388],[0.78725769],[0.07028678],[0.05717629],[0.03009074],[0.01676975]
83,[14.36070444],[0.04798403],[0.04618285],[0.78852566],[0.06390773],[0.06279565],[0.03587153],[0.01735125]
84,[14.58834215],[0.03387564],[0.03204777],[0.78539172],[0.07967429],[0.04890677],[0.02158365],[0.01460712]
85,[14.72917372],[0.02514727],[0.02330289],[0.78345286],[0.08942852],[0.04031419],[0.01274423],[0.01929602]
86,[14.60416147],[0.0328952],[0.03106548],[0.78517393],[0.08076996],[0.04794158],[0.02059073],[0.01872991]
87,[14.32749856],[0.05004204],[0.04824476],[0.78898281],[0.06160783],[0.06482164],[0.03795573],[0.01764183]
88,[14.2568514],[0.05442057],[0.05263156],[0.78995543],[0.0567147],[0.06913205],[0.04238996],[0.01092556]
89,[14.35966713],[0.04804832],[0.04624726],[0.78853994],[0.06383588],[0.06285894],[0.03593664],[0.01149378]
90,[15.0953994],[0.0527761],[0.05274124],[0.78809136],[0.05593426],[0.05989655],[0.02887865],[0.01891254]
91,[15.30557347],[0.04040723],[0.04037192],[0.78532426],[0.06972267],[0.04762066],[0.01619772],[0.01731414]
92,[15.37865228],[0.0361065],[0.03607103],[0.78436212],[0.07451698],[0.04335226],[0.01178849],[0.01424502]
93,[15.29274986],[0.04116191],[0.04112662],[0.78549309],[0.06888138],[0.04836966],[0.01697144],[0.01443434]
94,[15.06391068],[0.05462923],[0.05459444],[0.78850594],[0.05386845],[0.06173575],[0.03077853],[0.0214185]
95,[15.1007257],[0.05246264],[0.05242778],[0.78802124],[0.05628369],[0.05958545],[0.02855728],[0.01917143]
96,[15.35138161],[0.03771139],[0.03767598],[0.78472116],[0.0727279],[0.04494509],[0.01343387],[0.0176817]
97,[15.47506822],[0.03043236],[0.03039668],[0.78309272],[0.08084233],[0.03772077],[0.0059712],[0.01351138]
98,[15.43425466],[0.03283426],[0.03279867],[0.78363007],[0.07816476],[0.04010462],[0.0084337],[0.01438212]
99,[15.28538902],[0.0415951],[0.04155983],[0.78559],[0.06839847],[0.0487996],[0.01741556],[0.01908579]
100,[15.07099606],[0.05421225],[0.05417745],[0.78841265],[0.05433328],[0.06132191],[0.03035103],[0.02020195]
101,[15.38541452],[0.03570854],[0.03567305],[0.78427308],[0.07496062],[0.04295729],[0.01138049],[0.01691261]
102,[15.50819115],[0.02848306],[0.02844731],[0.78265663],[0.08301535],[0.03578612],[0.00397272],[0.01482099]
103,[15.52194967],[0.02767336],[0.02763758],[0.78247549],[0.08391797],[0.03498251],[0.00314259],[0.01444334]
104,[15.45189429],[0.03179616],[0.03176053],[0.78339783],[0.07932201],[0.03907432],[0.00736941],[0.01637809]
105,[14.98913491],[0.05902983],[0.0589952],[0.78949042],[0.0489628],[0.06610327],[0.03529015],[0.02413958]
106,[15.36754648],[0.03676008],[0.03672464],[0.78450833],[0.07378839],[0.04400093],[0.01245856],[0.01774588]
107,[15.52022354],[0.02777494],[0.02773917],[0.78249822],[0.08380473],[0.03508333],[0.00324674],[0.01599296]
108,[15.57812355],[0.02436749],[0.02433159],[0.78173592],[0.08760324],[0.0317015],[0.00024668],[0.01456038]
109,[15.56049011],[0.02540523],[0.02536937],[0.78196808],[0.08644641],[0.03273143],[0.00081724],[0.0147042]
110,[14.94281297],[0.0617559],[0.06172138],[0.79010028],[0.04592387],[0.06880885],[0.038085],[0.0253507]
111,[15.33291547],[0.03879814],[0.03876277],[0.78496428],[0.07151643],[0.04602366],[0.01454803],[0.0186863]
112,[15.49697627],[0.02914306],[0.02910733],[0.78280429],[0.0822796],[0.03644116],[0.00464937],[0.01703285]
113,[15.58243589],[0.02411371],[0.0240778],[0.78167914],[0.08788615],[0.03144962],[0.00050687],[0.01556273]
114,[15.61669491],[0.02209755],[0.02206156],[0.7812281],[0.09013371],[0.02944861],[0.0025739],[0.01461936]
115,[14.97565645],[0.05982304],[0.05978845],[0.78966787],[0.04807855],[0.06689052],[0.03610338],[0.01888501]
116,[15.25384503],[0.04345148],[0.04341628],[0.7860053],[0.06632904],[0.05064202],[0.01931877],[0.02184904]
117,[15.45563279],[0.03157615],[0.03154051],[0.78334861],[0.07956727],[0.03885596],[0.00714384],[0.01820089]
118,[15.54196801],[0.02649527],[0.02645945],[0.78221193],[0.08523127],[0.03381328],[0.00193478],[0.01651031]
119,[15.59256341],[0.0235177],[0.02348177],[0.78154581],[0.08855057],[0.03085809],[0.00111791],[0.01584356]
120,[14.86083216],[0.06658052],[0.06654617],[0.79117963],[0.04054554],[0.0735972],[0.04303134],[0.02000459]
121,[15.24001452],[0.04426541],[0.04423024],[0.78618739],[0.06542169],[0.05144984],[0.02015324],[0.01990912]
122,[15.40093573],[0.0347951],[0.03475959],[0.78406874],[0.07597888],[0.04205072],[0.01044401],[0.01771732]
123,[15.45142626],[0.03182371],[0.03178808],[0.78340399],[0.0792913],[0.03910166],[0.00739764],[0.01770227]
124,[15.50397117],[0.02873141],[0.02869567],[0.78271219],[0.0827385],[0.03603261],[0.00422733],[0.01743021]
125,[14.74621329],[0.07332591],[0.07329181],[0.79268867],[0.033026],[0.08029189],[0.04994691],[0.01872532]
126,[15.13959505],[0.05017516],[0.05014021],[0.78750949],[0.0588337],[0.05731516],[0.02621209],[0.02143726]
127,[15.36156605],[0.03711203],[0.0370766],[0.78458707],[0.07339605],[0.04435023],[0.01281939],[0.01376725]
128,[15.37246508],[0.03647062],[0.03643516],[0.78444357],[0.07411108],[0.04371364],[0.01216179],[0.01469551]
129,[15.37649219],[0.03623362],[0.03619816],[0.78439055],[0.07437527],[0.04347842],[0.01191882],[0.01642372]
130,[14.59774727],[0.08206323],[0.08202945],[0.79464335],[0.02328593],[0.08896352],[0.05890465],[0.01957519]
131,[14.97612933],[0.05979522],[0.05976062],[0.78966165],[0.04810958],[0.0668629],[0.03607485],[0.02591537]
132,[15.25727859],[0.04324941],[0.04321421],[0.7859601],[0.0665543],[0.05044148],[0.01911161],[0.0161071]
133,[15.28890802],[0.041388],[0.04135273],[0.78554367],[0.06862934],[0.04859406],[0.01720324],[0.01406407]
134,[15.23099598],[0.04479616],[0.04476101],[0.78630613],[0.06483003],[0.0519766],[0.02069738],[0.01679016]
135,[16.93872853],[0.00317862],[0.00616151],[0.77533165],[0.1075801],[0.00749627],[0.00667501],[0.01452583]
136,[16.51958314],[0.02646974],[0.02938293],[0.78058111],[0.08170105],[0.01604427],[0.01684635],[0.01816545]
137,[16.11382985],[0.04901668],[0.05186241],[0.78566285],[0.05664887],[0.03883268],[0.03961617],[0.01888261]
138,[16.58480964],[0.02284522],[0.02576927],[0.7797642],[0.08572829],[0.01238095],[0.01318601],[0.01500281]
139,[16.3403377],[0.03643007],[0.03931346],[0.78282602],[0.07063401],[0.02611127],[0.02690514],[0.02001774]
140,[16.86507302],[0.00727151],[0.01024216],[0.77625413],[0.10303243],[0.00335954],[0.00254165],[0.01989305]
141,[16.53884409],[0.02539944],[0.02831584],[0.78033988],[0.08289027],[0.01496252],[0.01576547],[0.01959644]
142,[16.18141661],[0.04526101],[0.04811798],[0.78481638],[0.06082184],[0.03503679],[0.03582338],[0.01781104]
143,[16.68712384],[0.01715982],[0.02010087],[0.7784828],[0.09204542],[0.00663465],[0.0074444],[0.01544805]
144,[16.50854068],[0.02708335],[0.02999471],[0.78071941],[0.08101927],[0.01666445],[0.01746602],[0.01745401]
145,[16.83647788],[0.00886049],[0.01182638],[0.77661226],[0.10126689],[0.00175355],[0.00093696],[0.02019314]
146,[16.57763073],[0.02324414],[0.02616699],[0.77985411],[0.08528505],[0.01278414],[0.01358887],[0.01826558]
147,[16.21747215],[0.04325748],[0.04612044],[0.78436481],[0.063048],[0.03301179],[0.03380003],[0.01856937]
148,[16.72777332],[0.014901],[0.01784881],[0.7779737],[0.09455521],[0.00435165],[0.00516325],[0.01770163]
149,[16.56925258],[0.0237097],[0.02663115],[0.77995904],[0.08476776],[0.01325468],[0.01405903],[0.01838672]
150,[16.78828987],[0.01153821],[0.01449609],[0.77721577],[0.09829165],[0.00095285],[0.00176722],[0.01901594]
151,[16.57328042],[0.02348588],[0.02640801],[0.7799086],[0.08501645],[0.01302846],[0.013833],[0.01892001]
152,[16.19278778],[0.04462914],[0.047488],[0.78467396],[0.06152393],[0.03439815],[0.03518526],[0.02140048]
153,[16.7468958],[0.0138384],[0.01678939],[0.7777342],[0.09573588],[0.00327767],[0.00409015],[0.01942212]
154,[16.66268631],[0.01851776],[0.02145475],[0.77878886],[0.09053659],[0.00800714],[0.00881577],[0.01642841]
155,[16.70059875],[0.01641104],[0.01935434],[0.77831404],[0.09287739],[0.00587786],[0.00668822],[0.01807299]
156,[16.51042684],[0.02697853],[0.02989021],[0.78069579],[0.08113572],[0.01655852],[0.01736018],[0.02132071]
157,[16.19503753],[0.04450413],[0.04736336],[0.78464579],[0.06166283],[0.03427179],[0.03505901],[0.02126225]
158,[16.76700325],[0.01272107],[0.0156754],[0.77748237],[0.09697736],[0.00214837],[0.00296177],[0.01986725]
159,[16.69164671],[0.01690849],[0.0198503],[0.77842615],[0.09232467],[0.00638064],[0.00719059],[0.01741106]
160,[16.56233022],[0.02409436],[0.02701467],[0.78004574],[0.08434036],[0.01364346],[0.01444749],[0.02226806]
161,[16.495296],[0.02781933],[0.03072849],[0.78088529],[0.08020151],[0.01740832],[0.01820928],[0.02038558]
162,[16.16191343],[0.04634477],[0.04919849],[0.78506064],[0.05961767],[0.03613215],[0.03691785],[0.02106348]
163,[16.77945981],[0.01202888],[0.01498529],[0.77732636],[0.09774646],[0.00144877],[0.00226274],[0.01915923]
164,[16.69114405],[0.01693642],[0.01987814],[0.77843245],[0.09229364],[0.00640887],[0.00721879],[0.01755394]
165,[16.31828592],[0.03765544],[0.04053517],[0.7831022],[0.06927248],[0.02734977],[0.02814263],[0.02744933]
166,[16.43505572],[0.03116677],[0.03406591],[0.78163975],[0.07648213],[0.0207916],[0.02158981],[0.01939054]
167,[16.17046839],[0.04586939],[0.04872453],[0.7849535],[0.06014587],[0.03565167],[0.03643776],[0.01889632]
168,[16.73945956],[0.01425162],[0.01720138],[0.77782733],[0.09527675],[0.00369531],[0.00450745],[0.01851194]
169,[16.6509855],[0.01916796],[0.022103],[0.7789354],[0.08981415],[0.0086643],[0.00947239],[0.01737212]
170,[16.12156913],[0.04858663],[0.05143364],[0.78556592],[0.05712672],[0.03839801],[0.03918186],[0.02654854]
171,[16.37784745],[0.03434572],[0.03723535],[0.78235624],[0.07294995],[0.0240046],[0.02480019],[0.01621763]
172,[16.12121423],[0.04860635],[0.0514533],[0.78557037],[0.0571048],[0.03841794],[0.03920178],[0.02020232]
173,[16.7370107],[0.0143877],[0.01733705],[0.777858],[0.09512555],[0.00383285],[0.00464488],[0.01433788]
174,[16.53354064],[0.02569414],[0.02860966],[0.78040631],[0.08256282],[0.01526038],[0.01606309],[0.02093309]
175,[15.88105112],[0.06195176],[0.06475878],[0.78857822],[0.04227656],[0.05190627],[0.05267911],[0.0304733]
176,[16.18542181],[0.04503845],[0.04789608],[0.78476622],[0.06106913],[0.03481184],[0.03559862],[0.01775371]
177,[15.97182986],[0.05690736],[0.05972947],[0.78744129],[0.04788145],[0.04680785],[0.04758484],[0.02430044]
178,[16.61100885],[0.02138938],[0.02431778],[0.77943608],[0.0873459],[0.01090952],[0.01171577],[0.01462603]
179,[16.51555713],[0.02669345],[0.02960598],[0.78063153],[0.08145248],[0.01627039],[0.01707228],[0.01498948]
