,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.24458455],[0.24576756],[0.27257322],[0.7674549],[0.14839378],[0.03431624],[0.25344527],[0.02412328]
1,[0.20353317],[0.20467716],[0.23059867],[0.77512516],[0.11051516],[0.00020036],[0.21210163],[0.04202381]
2,[0.25207616],[0.25326629],[0.2802333],[0.76605512],[0.15530637],[0.04054217],[0.26099021],[0.03119068]
3,[0.18639855],[0.18752626],[0.21307872],[0.77832669],[0.09470483],[0.01403943],[0.19484502],[0.04416114]
4,[0.58069743],[0.58029887],[0.571268],[0.92165517],[0.61310426],[0.65153717],[0.57771224],[0.55424762]
5,[0.24828223],[0.24946875],[0.27635405],[0.766764],[0.15180567],[0.03738921],[0.25716927],[0.03194901]
6,[0.23471394],[0.23588756],[0.26248063],[0.76929918],[0.13928604],[0.02611324],[0.24350438],[0.02279287]
7,[0.2414676],[0.24264764],[0.26938617],[0.76803729],[0.14551772],[0.03172589],[0.25030612],[0.02356731]
8,[0.17774131],[0.17886078],[0.20422678],[0.77994426],[0.08671668],[0.02123406],[0.18612614],[0.13874545]
9,[0.2539254],[0.25511729],[0.28212414],[0.7657096],[0.1570127],[0.04207899],[0.26285262],[0.03234362]
10,[0.55035555],[0.54992815],[0.54024378],[0.91598593],[0.58510742],[0.62632144],[0.54715434],[0.0068216]
11,[0.23403106],[0.23520404],[0.2617824],[0.76942677],[0.13865594],[0.02554573],[0.24281664],[0.02208098]
12,[0.25440732],[0.25559967],[0.28261689],[0.76561956],[0.15745737],[0.04247949],[0.26333797],[0.03216457]
13,[0.24658536],[0.24777027],[0.27461902],[0.76708105],[0.15023995],[0.03597902],[0.25546032],[0.02701991]
14,[0.20222844],[0.20337119],[0.22926459],[0.77536895],[0.10931126],[0.00088395],[0.2107876],[0.01919623]
15,[0.2517774],[0.25296724],[0.27992782],[0.76611095],[0.15503071],[0.04029388],[0.26068932],[0.03198515]
16,[0.22725257],[0.22841911],[0.25485147],[0.7706933],[0.13240134],[0.01991244],[0.23598989],[0.02508648]
17,[0.22972112],[0.23089],[0.25737554],[0.77023206],[0.1346791],[0.02196394],[0.23847602],[0.02238423]
18,[0.18536649],[0.18649322],[0.21202345],[0.77851953],[0.09375253],[0.01489712],[0.19380561],[0.02928309]
19,[0.25636565],[0.25755986],[0.28461926],[0.76525365],[0.15926435],[0.04410697],[0.26531024],[0.03196692]
