,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
25,[11.63345552],[0.01288404],[0.01282753],[0.78365154],[0.10034611],[0.03850845],[0.00305344],[0.01185618]
26,[12.27475068],[0.03722361],[0.03728298],[0.77266933],[0.15620151],[0.01029846],[0.05397009],[0.01951095]
27,[11.98349071],[0.01446599],[0.01452406],[0.77765717],[0.1308334],[0.0118684],[0.03084504],[0.01363103]
28,[11.99349538],[0.0152477],[0.01530582],[0.77748584],[0.13170479],[0.01110697],[0.03163938],[0.01551303]
29,[11.71857855],[0.00623294],[0.00617605],[0.7821938],[0.10776014],[0.03203001],[0.00981192],[0.01667859]
30,[11.55299531],[0.0191708],[0.01911465],[0.78502942],[0.09333821],[0.04463201],[0.00333483],[0.01216204]
31,[12.16493834],[0.02864341],[0.0287023],[0.77454987],[0.14663709],[0.001941],[0.04525137],[0.02121859]
32,[11.87274016],[0.00581248],[0.00587006],[0.77955378],[0.12118728],[0.02029726],[0.02205182],[0.01230654]
33,[11.91183343],[0.00886704],[0.00892479],[0.77888431],[0.12459221],[0.017322],[0.0251557],[0.01722066]
34,[11.64865911],[0.0116961],[0.01163953],[0.78339118],[0.10167031],[0.03735135],[0.00426055],[0.01561934]
35,[11.47960037],[0.02490552],[0.0248497],[0.78628632],[0.08694567],[0.05021787],[0.00916214],[0.01019311]
36,[11.97827784],[0.01405868],[0.01411673],[0.77774644],[0.13037938],[0.01226513],[0.03043116],[0.01707691]
37,[11.72724287],[0.00555596],[0.00549903],[0.78204543],[0.10851478],[0.03137059],[0.01049983],[0.0144383]
38,[11.7536723],[0.00349089],[0.00343384],[0.78159282],[0.11081673],[0.02935913],[0.01259824],[0.0186797]
39,[11.47130161],[0.02555395],[0.02549816],[0.78642843],[0.08622286],[0.05084946],[0.00982103],[0.01375208]
40,[11.42251005],[0.02936628],[0.02931071],[0.78726399],[0.08197323],[0.05456283],[0.01369492],[0.00923503]
41,[11.93841537],[0.01094402],[0.0110019],[0.77842909],[0.12690744],[0.01529894],[0.02726621],[0.02323225]
42,[11.60547139],[0.01507058],[0.0150142],[0.78413077],[0.09790876],[0.04063823],[0.00083159],[0.01877728]
43,[11.46952701],[0.0256926],[0.02563683],[0.78645882],[0.0860683],[0.05098452],[0.00996193],[0.01193775]
44,[11.0991959],[0.05462845],[0.05457433],[0.79280076],[0.05381328],[0.07916922],[0.03936496],[0.00403923]
45,[12.85890192],[0.02057979],[0.02242404],[0.77452098],[0.13436395],[0.00073023],[0.04490134],[0.01429581]
46,[12.60287679],[0.00172591],[0.00353609],[0.77868642],[0.11340806],[0.01919044],[0.02559816],[0.01252558]
47,[12.35107504],[0.01681696],[0.01504028],[0.78278313],[0.09279785],[0.03734612],[0.00661339],[0.02085752]
48,[12.03985634],[0.03973533],[0.03800007],[0.78784654],[0.06732431],[0.05978596],[0.01685115],[0.01324844]
49,[11.94483117],[0.04673306],[0.04501044],[0.78939256],[0.05954641],[0.06663756],[0.02401564],[0.00857386]
50,[12.91818432],[0.02494539],[0.02679753],[0.77355648],[0.13921627],[0.00354421],[0.04937098],[0.01908111]
51,[12.67626214],[0.00713006],[0.00895001],[0.77749246],[0.11941472],[0.01389912],[0.03113109],[0.01619705]
52,[12.46660131],[0.00830952],[0.00651747],[0.78090356],[0.10225378],[0.02901632],[0.01532357],[0.01935881]
53,[12.22954466],[0.02576654],[0.02400604],[0.78476039],[0.08285048],[0.04610884],[0.00254947],[0.01572978]
54,[12.22289127],[0.0262565],[0.02449689],[0.78486863],[0.08230589],[0.04658857],[0.00305111],[0.01152745]
55,[12.89457741],[0.02320696],[0.02505596],[0.77394056],[0.13728402],[0.00184208],[0.04759112],[0.01650368]
56,[12.70172397],[0.00900509],[0.01082843],[0.77707821],[0.12149879],[0.01206325],[0.03305081],[0.01712972]
57,[12.52999693],[0.00364102],[0.00184053],[0.77987214],[0.10744277],[0.0244453],[0.02010333],[0.01649654]
58,[12.32940825],[0.01841252],[0.01663872],[0.78313564],[0.0910244],[0.03890837],[0.00497981],[0.01451128]
59,[12.39893736],[0.01329234],[0.0115093],[0.78200443],[0.09671543],[0.0338951],[0.010222],[0.01363992]
60,[12.87938995],[0.02208854],[0.02393552],[0.77418765],[0.13604092],[0.00074702],[0.04644605],[0.01825149]
61,[12.67651329],[0.00714856],[0.00896854],[0.77748838],[0.11943527],[0.01388102],[0.03115003],[0.01747592]
62,[12.5287627],[0.00373191],[0.00193159],[0.77989222],[0.10734175],[0.02453429],[0.02001027],[0.0157968]
63,[12.40537047],[0.0128186],[0.0110347],[0.78189977],[0.09724198],[0.03343125],[0.01070703],[0.0168992]
64,[12.55146892],[0.0020598],[0.00025646],[0.7795228],[0.10920028],[0.0228971],[0.02172222],[0.01821403]
65,[12.81591675],[0.01741433],[0.01925286],[0.77522034],[0.13084558],[0.0038296],[0.04166045],[0.01884172]
66,[12.64749057],[0.0050113],[0.00682742],[0.77796057],[0.11705974],[0.01597364],[0.02896184],[0.01773975]
67,[12.52795069],[0.0037917],[0.00199149],[0.77990543],[0.10727529],[0.02459284],[0.01994905],[0.01739383]
68,[12.42936945],[0.0110513],[0.00926421],[0.78150931],[0.09920632],[0.03170085],[0.01251645],[0.01767279]
69,[12.6322957],[0.00389234],[0.00570644],[0.77820778],[0.11581602],[0.01706924],[0.02781621],[0.01833319]
70,[12.74517497],[0.01220485],[0.01403397],[0.77637128],[0.12505529],[0.0089303],[0.03632682],[0.01736937]
71,[12.60737206],[0.00205695],[0.00386773],[0.77861328],[0.113776],[0.01886631],[0.02593708],[0.01734731]
72,[12.48189041],[0.00718362],[0.00538953],[0.78065482],[0.10350521],[0.02791393],[0.0164763],[0.01664336]
73,[12.39289262],[0.01373748],[0.01195524],[0.78210278],[0.09622066],[0.03433095],[0.00976626],[0.01716447]
74,[12.64491407],[0.00482157],[0.00663734],[0.77800248],[0.11684885],[0.01615942],[0.02876758],[0.01897004]
75,[12.69052113],[0.0081801],[0.01000195],[0.77726048],[0.12058183],[0.01287101],[0.03220616],[0.01783881]
76,[12.54613738],[0.00245242],[0.00064979],[0.77960954],[0.10876388],[0.02328152],[0.02132025],[0.01439402]
77,[12.40391763],[0.01292559],[0.01114188],[0.7819234],[0.09712307],[0.03353601],[0.01059749],[0.01453333]
78,[12.31091921],[0.01977406],[0.01800273],[0.78343645],[0.08951106],[0.04024148],[0.00358581],[0.0147993]
79,[12.55393517],[0.00187819],[7.45175814e-05],[0.77948268],[0.10940214],[0.02271928],[0.02190817],[0.01915067]
80,[12.61657176],[0.00273442],[0.00454642],[0.7784636],[0.114529],[0.01820299],[0.0266307],[0.01690006]
81,[12.45109862],[0.00945115],[0.00766116],[0.78115579],[0.10098487],[0.03013411],[0.01415474],[0.01442879]
82,[12.28096436],[0.02197996],[0.02021262],[0.78392381],[0.08705923],[0.04240132],[0.00132735],[0.0145348]
83,[12.1628756],[0.0306761],[0.02892447],[0.78584507],[0.07739355],[0.05091589],[0.00757603],[0.00856958]
84,[12.44058645],[0.01022527],[0.00843668],[0.78132682],[0.10012444],[0.03089207],[0.01336216],[0.02247429]
85,[12.53567941],[0.00322255],[0.00142131],[0.77977969],[0.10790789],[0.02403558],[0.02053176],[0.01494931]
86,[12.45063916],[0.00948498],[0.00769506],[0.78116326],[0.10094727],[0.03016724],[0.0141201],[0.01708807]
87,[12.22714397],[0.02594333],[0.02418315],[0.78479944],[0.08265398],[0.04628194],[0.00273048],[0.01881146]
88,[12.00559047],[0.0422587],[0.040528],[0.78840403],[0.06451962],[0.06225663],[0.01943465],[0.00474451]
89,[12.13817609],[0.03249499],[0.03074665],[0.78624692],[0.07537187],[0.0526968],[0.00943827],[0.01000294]
90,[12.87308524],[0.02942273],[0.02953541],[0.78414727],[0.07558755],[0.04239913],[0.00666514],[0.01931591]
91,[13.02226534],[0.01898592],[0.0190998],[0.78182616],[0.08715356],[0.03210185],[0.01749002],[0.01576304]
92,[13.06186387],[0.01621556],[0.01632976],[0.78121004],[0.09022366],[0.02936853],[0.02036338],[0.01666038]
93,[12.97919709],[0.02199902],[0.02211256],[0.78249627],[0.08381446],[0.03507467],[0.01436488],[0.01430074]
94,[12.76887658],[0.03671329],[0.03682512],[0.78576866],[0.0675082],[0.04959221],[0.0008965],[0.00627504]
95,[12.89156738],[0.0281297],[0.02824252],[0.7838597],[0.07702048],[0.04112338],[0.00800625],[0.0205659]
96,[13.081038],[0.01487411],[0.01498848],[0.78091171],[0.09171024],[0.02804502],[0.0217547],[0.01826226]
97,[13.14346993],[0.0105063],[0.01062117],[0.77994033],[0.09655062],[0.02373561],[0.02628492],[0.0167682]
98,[13.12243677],[0.01197781],[0.01209251],[0.78026758],[0.09491991],[0.02518744],[0.0247587],[0.01743006]
99,[12.98512141],[0.02158455],[0.02169813],[0.78240409],[0.08427377],[0.03466574],[0.01479476],[0.01206926]
100,[12.8663348],[0.029895],[0.03000762],[0.7842523],[0.07506419],[0.04286508],[0.00617531],[0.01975198]
101,[13.10140803],[0.013449],[0.01356353],[0.78059477],[0.09328954],[0.02663896],[0.0232328],[0.01778226]
102,[13.18963847],[0.0072763],[0.00739154],[0.77922199],[0.10013009],[0.02054878],[0.02963502],[0.01619702]
103,[13.19969711],[0.00657258],[0.00668791],[0.77906548],[0.10090994],[0.01985448],[0.0303649],[0.01634736]
104,[13.12152269],[0.01204176],[0.01215645],[0.78028181],[0.09484904],[0.02525053],[0.02469237],[0.01235317]
105,[12.85792561],[0.03048332],[0.03059587],[0.78438314],[0.07441222],[0.04344553],[0.00556512],[0.02337275]
106,[13.08832943],[0.014364],[0.01447842],[0.78079826],[0.09227555],[0.02754172],[0.02228379],[0.01719916]
107,[13.21298339],[0.00564306],[0.00575849],[0.77885876],[0.10194003],[0.01893738],[0.03132899],[0.01731052]
108,[13.24903125],[0.00312111],[0.00323684],[0.77829789],[0.10473484],[0.01644915],[0.03394471],[0.01642323]
109,[13.21152687],[0.00574496],[0.00586038],[0.77888142],[0.10182711],[0.01903792],[0.0312233],[0.0144466]
110,[12.83096621],[0.03236943],[0.03248176],[0.7848026],[0.07232204],[0.04530643],[0.00360888],[0.02382066]
111,[13.07188085],[0.01551476],[0.01562905],[0.78105419],[0.09100028],[0.0286771],[0.02109024],[0.01828579]
112,[13.20113354],[0.00647209],[0.00658743],[0.77904313],[0.10102131],[0.01975533],[0.03046913],[0.01731323]
113,[13.26359786],[0.00210201],[0.00221786],[0.77807124],[0.1058642],[0.01544368],[0.0350017],[0.01663107]
114,[13.27683148],[0.00117617],[0.00129213],[0.77786534],[0.10689021],[0.01453022],[0.03596196],[0.01643066]
115,[12.7547335],[0.03770276],[0.03781447],[0.78598872],[0.06641168],[0.05056845],[0.00192275],[0.01819612]
116,[13.04404885],[0.01746192],[0.01757598],[0.78148723],[0.08884245],[0.03059822],[0.01907068],[0.01943759]
117,[13.18110276],[0.00787346],[0.00798864],[0.77935479],[0.09946831],[0.02113797],[0.02901565],[0.01780849]
118,[13.22829782],[0.00457164],[0.0046872],[0.77862048],[0.10312737],[0.01788029],[0.03244024],[0.01632606]
119,[13.27549274],[0.00126983],[0.00138577],[0.77788617],[0.10678642],[0.01462262],[0.03586482],[0.01791035]
120,[12.67282787],[0.04343297],[0.04354402],[0.78726309],[0.06006149],[0.05622205],[0.00786603],[0.01730512]
121,[12.9798532],[0.02195312],[0.02206666],[0.78248606],[0.08386533],[0.03502938],[0.01441249],[0.01698337]
122,[13.11253958],[0.01267022],[0.01278484],[0.78042158],[0.09415257],[0.0258706],[0.02404054],[0.01588104]
123,[13.16273272],[0.00915865],[0.00927368],[0.77964062],[0.09804407],[0.02240598],[0.02768267],[0.01710482]
124,[13.23444703],[0.00414144],[0.00425705],[0.77852481],[0.10360412],[0.01745584],[0.03288644],[0.02041948]
125,[12.54656211],[0.05226667],[0.05237669],[0.78922768],[0.05027204],[0.06493765],[0.01702818],[0.01476965]
126,[12.9207153],[0.02609048],[0.02620354],[0.78340619],[0.07928034],[0.03911142],[0.0101213],[0.0175408]
127,[13.03112811],[0.01836587],[0.01847983],[0.78168826],[0.0878407],[0.03149009],[0.01813312],[0.01355375]
128,[13.05282388],[0.01684801],[0.01696214],[0.7813507],[0.08952278],[0.02999252],[0.01970742],[0.01431854]
129,[13.14428172],[0.01044951],[0.01056439],[0.7799277],[0.09661356],[0.02367957],[0.02634382],[0.02025585]
130,[12.39210679],[0.06307255],[0.06318131],[0.79163086],[0.03829704],[0.07559905],[0.02823584],[0.00963554]
131,[12.83913583],[0.03179787],[0.03191027],[0.78467549],[0.07295544],[0.04474251],[0.00420169],[0.01861714]
132,[12.9935771],[0.02099298],[0.02110663],[0.78227252],[0.08492935],[0.03408208],[0.01540833],[0.01650249]
133,[12.97450913],[0.022327],[0.0224405],[0.78256921],[0.083451],[0.03539826],[0.01402471],[0.01401401]
134,[12.89707371],[0.02774447],[0.02785734],[0.78377403],[0.07744739],[0.0407433],[0.0084058],[0.00983012]
135,[14.44100685],[0.02066056],[0.01800534],[0.77145461],[0.12669331],[0.02488236],[0.04342695],[0.01972491]
136,[14.08972558],[0.00255936],[0.00515417],[0.77665399],[0.10106115],[0.0015664],[0.01968909],[0.01542338]
137,[13.71264402],[0.0274847],[0.03001466],[0.78223525],[0.07354642],[0.02346204],[0.00579222],[0.01208748]
138,[14.11157847],[0.00111487],[0.00371344],[0.77633054],[0.10265571],[0.00301686],[0.0211658],[0.01669704]
139,[13.88745861],[0.01592934],[0.01848937],[0.77964778],[0.08630222],[0.01185888],[0.00602089],[0.0094521]
140,[14.42959075],[0.01990595],[0.0172527],[0.77162358],[0.1258603],[0.02412463],[0.0426555],[0.02123696]
141,[14.14463077],[0.00106991],[0.00153434],[0.77584133],[0.10506745],[0.00521068],[0.02339931],[0.01944459]
142,[13.79016841],[0.02236028],[0.02490358],[0.7810878],[0.07920319],[0.01831643],[0.0005535],[0.01708108]
143,[14.22335551],[0.00627366],[0.00365588],[0.77467611],[0.11081181],[0.01043596],[0.02871914],[0.01977222]
144,[14.04199916],[0.00571411],[0.00830071],[0.7773604],[0.09757867],[0.0016014],[0.01646398],[0.0152385]
145,[14.40187574],[0.01807397],[0.01542548],[0.77203379],[0.123838],[0.02228507],[0.04078266],[0.02120934]
146,[14.14566222],[0.00113809],[0.00146634],[0.77582606],[0.10514272],[0.00527914],[0.02346901],[0.01898238]
147,[13.84158641],[0.01896152],[0.02151366],[0.78032675],[0.08295503],[0.01490361],[0.00292107],[0.01911136]
148,[14.29190861],[0.01080507],[0.00817549],[0.77366144],[0.11581397],[0.01498611],[0.03335162],[0.02083569]
149,[14.14193895],[0.00089198],[0.00171181],[0.77588117],[0.10487104],[0.00503201],[0.02321741],[0.01782194]
150,[14.34303741],[0.01418471],[0.01154635],[0.77290467],[0.11954471],[0.01837973],[0.03680665],[0.02042158]
151,[14.15486438],[0.00174636],[0.00085965],[0.77568986],[0.10581418],[0.00588992],[0.02409085],[0.01945038]
152,[13.84733233],[0.01858171],[0.02113484],[0.7802417],[0.0833743],[0.01452223],[0.00330935],[0.01982485]
153,[14.32365696],[0.01290365],[0.01026862],[0.77319153],[0.11813057],[0.01709337],[0.03549702],[0.02078648]
154,[14.20522788],[0.00507542],[0.00246075],[0.77494442],[0.10948908],[0.00923275],[0.02749417],[0.01807288]
155,[14.21976305],[0.0060362],[0.00341903],[0.77472928],[0.11054968],[0.01019751],[0.02847638],[0.01661607]
156,[14.12531378],[0.00020696],[0.00280789],[0.77612724],[0.10365794],[0.00392853],[0.02209397],[0.01976219]
157,[13.84276354],[0.01888371],[0.02143605],[0.78030932],[0.08304093],[0.01482548],[0.00300062],[0.01950992]
158,[14.33782191],[0.01383997],[0.0112025],[0.77298187],[0.11916415],[0.01803356],[0.03645422],[0.02068781]
159,[14.24519703],[0.0077174],[0.00509586],[0.77435283],[0.11240553],[0.01188567],[0.03019509],[0.01905287]
160,[14.18129299],[0.0034933],[0.00088275],[0.77529868],[0.10774261],[0.0076441],[0.02587677],[0.02103541]
161,[14.0937159],[0.0022956],[0.00489109],[0.77659493],[0.10135232],[0.00183125],[0.01995874],[0.0193772]
162,[13.80370295],[0.02146564],[0.02401127],[0.78088747],[0.08019077],[0.01741809],[0.0003611],[0.01821539]
163,[14.33954627],[0.01395395],[0.01131618],[0.77295634],[0.11928997],[0.01814801],[0.03657074],[0.02061184]
164,[14.23732199],[0.00719686],[0.00457667],[0.77446939],[0.11183091],[0.01136297],[0.02966293],[0.01832803]
165,[14.03839933],[0.00595206],[0.00853804],[0.77741368],[0.097316],[0.00184034],[0.01622072],[0.02252121]
166,[14.02035349],[0.0071449],[0.00972778],[0.77768078],[0.09599924],[0.00303811],[0.01500127],[0.01921243]
167,[13.78978517],[0.02238562],[0.02492885],[0.78109347],[0.07917522],[0.01834187],[0.0005794],[0.01788372]
168,[14.29830242],[0.0112277],[0.00859703],[0.7735668],[0.11628051],[0.01541049],[0.03378369],[0.01930797]
169,[14.1906261],[0.00411023],[0.00149807],[0.77516054],[0.10842362],[0.00826357],[0.02650745],[0.01694412]
170,[13.83129607],[0.01964172],[0.02219209],[0.78047906],[0.08220417],[0.01558662],[0.0022257],[0.02004672]
171,[13.95701664],[0.01133151],[0.0139035],[0.77861824],[0.0913777],[0.00724204],[0.01072128],[0.02104278]
172,[13.76414722],[0.0240803],[0.02661912],[0.78147294],[0.07730448],[0.02004356],[0.00231188],[0.01827958]
173,[14.26713535],[0.00916754],[0.00654222],[0.77402811],[0.11400632],[0.0133418],[0.03167757],[0.02037659]
174,[14.14783943],[0.001282],[0.0013228],[0.77579384],[0.10530158],[0.00542365],[0.02361614],[0.01881212]
175,[13.63566539],[0.03257303],[0.03508976],[0.78337462],[0.06792947],[0.02857142],[0.01099405],[0.01922797]
176,[13.82001304],[0.02038753],[0.02293596],[0.78064606],[0.08138088],[0.01633552],[0.00146325],[0.02250416]
177,[13.66187551],[0.03084053],[0.03336176],[0.78298668],[0.06984196],[0.02683175],[0.0092229],[0.01793298]
178,[14.15278571],[0.00160895],[0.0009967],[0.77572062],[0.1056625],[0.00575195],[0.02395038],[0.02051479]
179,[14.01539453],[0.00747269],[0.01005472],[0.77775418],[0.0956374],[0.00336726],[0.01466617],[0.01447598]
