,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.45595534],[0.00053474],[0.01122755],[0.76341263],[0.16558208],[0.0606079],[0.01341941],[0.00171029]
1,[0.43280044],[0.0153674],[0.00691793],[0.75993201],[0.1701908],[0.1012603],[0.01075332],[0.00767606]
2,[0.44054764],[0.01779207],[0.00127518],[0.75914506],[0.1820953],[0.08711236],[0.01836403],[0.02150065]
3,[0.51041869],[0.00283159],[0.04680443],[0.76326651],[0.20704115],[0.05024881],[6.36915418e-05],[0.00735776]
4,[0.46935177],[0.01435656],[0.01798874],[0.76664547],[0.15435108],[0.0403475],[0.00172068],[0.00771518]
5,[0.47856152],[0.01942414],[0.01509958],[0.76784069],[0.15344468],[0.0308523],[0.01113886],[0.00576567]
6,[0.44856035],[0.00537655],[0.02527819],[0.76472184],[0.15063335],[0.07023389],[0.0016575],[0.01582176]
7,[0.5113938],[0.01956128],[0.01738215],[0.76830452],[0.17460537],[0.0265099],[0.00894767],[0.01612844]
8,[0.48621733],[0.01181099],[0.04238723],[0.76069829],[0.20655948],[0.05913079],[0.01563542],[0.02686958]
9,[0.47557033],[9.46283375e-05],[0.01300555],[0.76329985],[0.18145906],[0.04842997],[0.01603216],[0.01567751]
10,[0.53543452],[0.02672317],[0.0203638],[0.77055651],[0.17689986],[0.01913615],[0.01909557],[0.03971766]
11,[0.48973794],[0.0120589],[0.00954969],[0.76621245],[0.17266079],[0.03450458],[0.0113923],[0.00438549]
12,[0.43156323],[0.0109281],[0.01143394],[0.76111528],[0.16086639],[0.10547591],[0.0080595],[0.00787419]
13,[0.42669822],[0.00891001],[0.00934694],[0.76189591],[0.15079329],[0.12137365],[0.00307881],[0.00889715]
14,[0.42868261],[0.01030885],[0.01064301],[0.76140862],[0.15616445],[0.11392132],[0.00623002],[4.54332839e-05]
15,[0.41345043],[0.02445488],[0.01390553],[0.75856576],[0.16151122],[0.15597498],[0.01670165],[0.00314587]
16,[0.41676614],[0.02217603],[0.00734021],[0.75893154],[0.16232031],[0.14495515],[0.0104488],[0.00201618]
