,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.62375692],[0.00932251],[0.02306794],[0.76706695],[0.17236256],[0.03983837],[0.00644233],[0.00122653]
1,[0.63300821],[0.01121385],[0.03195232],[0.76763287],[0.17531388],[0.04037864],[0.00662391],[0.000273]
2,[0.60630407],[0.00437882],[0.00498217],[0.7660239],[0.16800271],[0.04182425],[0.00889577],[0.00600836]
3,[0.6146853],[0.00660133],[0.01437053],[0.76643079],[0.17043912],[0.0406226],[0.00708941],[0.00225723]
4,[0.58255482],[0.00607774],[0.0152626],[0.7644623],[0.1657873],[0.05807084],[0.00866702],[0.00411996]
5,[0.64273292],[0.01305486],[0.03979173],[0.76832462],[0.17834166],[0.04089818],[0.0097945],[0.00044898]
6,[0.58970829],[0.00330577],[0.00900276],[0.7647358],[0.16722998],[0.05181721],[0.00232661],[0.00170853]
7,[0.59814706],[0.00147259],[0.00337113],[0.76555574],[0.16646813],[0.04506422],[0.00786343],[0.00332503]
8,[0.56016293],[0.02288702],[0.01444195],[0.76200801],[0.17216169],[0.09377657],[0.00631979],[0.00122286]
9,[0.57489801],[0.01115211],[0.01751462],[0.76371479],[0.16715664],[0.06823814],[0.00508109],[0.00054592]
10,[0.56781712],[0.01587203],[0.01811867],[0.76310557],[0.16826449],[0.07929744],[0.00561739],[0.00021253]
11,[0.54745537],[0.0335227],[0.00469841],[0.76070874],[0.17654309],[0.120837],[0.02056938],[0.01007183]
12,[0.55417176],[0.02693951],[0.01165424],[0.76163739],[0.17282393],[0.10575483],[0.0102838],[0.00042288]
