,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.73757777],[0.02607284],[0.00179445],[0.75813983],[0.23257084],[0.03845666],[0.02367387],[0.02034336]
1,[0.74125292],[0.00906854],[0.03365589],[0.76606983],[0.18562952],[0.01202985],[0.01561892],[0.02302316]
2,[0.73427827],[0.00163722],[0.02692184],[0.76380884],[0.18979941],[0.03000246],[0.00677123],[0.00960924]
3,[0.72953862],[0.00155334],[0.02630786],[0.76315967],[0.18524892],[0.04153921],[0.00256701],[0.0028013]
4,[0.72779501],[0.0112185],[0.03389359],[0.76473296],[0.16926608],[0.04362779],[0.00248158],[0.00834079]
5,[0.72221632],[0.0057746],[0.0252897],[0.76264071],[0.17128872],[0.06215658],[0.01538901],[0.00306171]
6,[0.71869434],[0.00669916],[0.0215311],[0.7620119],[0.1659254],[0.07418672],[0.00711961],[0.00305604]
7,[0.71052721],[0.0095972],[0.00048062],[0.75720796],[0.18086413],[0.10501284],[0.01570229],[0.00614779]
8,[0.71024538],[0.00072254],[0.00291251],[0.75877935],[0.16481096],[0.10652901],[0.00719345],[0.00068347]
9,[0.70908909],[0.00694578],[0.00169683],[0.75937008],[0.15376986],[0.1119404],[0.01418422],[0.00281782]
10,[0.70639012],[0.00700045],[0.00602559],[0.75847601],[0.15009605],[0.12362762],[0.01623484],[0.00379305]
11,[0.70472369],[0.00974111],[0.01111378],[0.75825113],[0.14350062],[0.13160856],[0.01504733],[0.00652341]
12,[0.70249999],[0.00986489],[0.01876808],[0.75741059],[0.14011656],[0.14186882],[0.02124057],[0.01122401]
13,[0.75345352],[0.01005036],[0.01156089],[0.76205411],[0.22294725],[0.00680536],[0.00304182],[0.00151706]
14,[0.6988842],[0.00471951],[0.03165497],[0.7553013],[0.14296319],[0.1575557],[0.02359864],[0.01840248]
15,[0.74163408],[0.03314091],[0.01004345],[0.75665468],[0.24599806],[0.03724782],[0.0132923],[0.02739763]
16,[0.69854195],[0.0097764],[0.033641],[0.75573117],[0.1342695],[0.1606802],[0.0225622],[0.00844477]
17,[0.69749991],[0.01192206],[0.03822359],[0.75548299],[0.12910348],[0.16647047],[0.02053322],[0.00304748]
