,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[148.01043237],[0.00358776],[0.05250171],[0.76795975],[0.09644763],[0.08894694],[0.02066175],[0.02266606]
1,[147.0122298],[0.00313515],[0.05884889],[0.76951416],[0.08910267],[0.08165221],[0.02722221],[0.01637223]
2,[150.4908311],[0.02029329],[0.03672984],[0.76409725],[0.11469889],[0.10707334],[0.00435987],[0.02085517]
3,[149.03529749],[0.01049025],[0.045985],[0.76636382],[0.10398879],[0.0964365],[0.01392605],[0.01932637]
4,[150.44443767],[0.01998083],[0.03702484],[0.7641695],[0.11435752],[0.1067343],[0.00466478],[0.01443668]
5,[151.38592432],[0.02632176],[0.0310383],[0.76270341],[0.12128516],[0.11361455],[0.00152293],[0.02007649]
6,[148.72109409],[0.00837408],[0.04798289],[0.7668531],[0.10167682],[0.09414035],[0.01599108],[0.02214398]
7,[148.42768817],[0.00639799],[0.04984855],[0.76731],[0.09951788],[0.09199618],[0.01791943],[0.02262365]
8,[150.65718296],[0.02141367],[0.03567207],[0.76383821],[0.11592294],[0.10828901],[0.00326656],[0.01517113]
9,[151.44198038],[0.0266993],[0.03068186],[0.76261612],[0.12169763],[0.1140242],[0.00189135],[0.02013037]
10,[149.8171151],[0.0157558],[0.04101373],[0.76514637],[0.10974156],[0.10214992],[0.00878772],[0.02155022]
11,[150.29305314],[0.01896125],[0.03798743],[0.76440523],[0.1132436],[0.105628],[0.00565972],[0.02128956]
12,[147.23602231],[0.0016279],[0.05742588],[0.76916567],[0.09074938],[0.08328766],[0.02575139],[0.01780889]
13,[151.24219161],[0.02535372],[0.03195223],[0.76292723],[0.12022755],[0.11256417],[0.00057828],[0.01990732]
14,[151.53084392],[0.0272978],[0.03011681],[0.76247774],[0.1223515],[0.1146736],[0.00247538],[0.01996431]
15,[150.73369683],[0.021929],[0.03518555],[0.76371906],[0.11648594],[0.10884816],[0.00276369],[0.02039623]
16,[150.11118623],[0.01773638],[0.03914385],[0.76468844],[0.11190539],[0.10429895],[0.00685501],[0.0217323]
17,[151.06625802],[0.0241688],[0.03307093],[0.76320119],[0.11893299],[0.11127847],[0.00057801],[0.0150534]
18,[149.22816886],[0.01178924],[0.04475861],[0.76606348],[0.10540798],[0.09784598],[0.01265844],[0.02174851]
19,[149.61124957],[0.0143693],[0.04232275],[0.76546694],[0.10822676],[0.10064548],[0.01014073],[0.02132403]
20,[150.39609589],[0.01965525],[0.03733222],[0.76424478],[0.11400181],[0.10638102],[0.0049825],[0.01588817]
21,[150.58297752],[0.0209139],[0.03614392],[0.76395376],[0.11537692],[0.10774673],[0.00375426],[0.01524452]
22,[150.38370983],[0.01957183],[0.03741098],[0.76426406],[0.11391067],[0.10629051],[0.0050639],[0.01740536]
23,[150.06459841],[0.01742261],[0.03944008],[0.76476099],[0.11156259],[0.10395849],[0.00716119],[0.02187845]
24,[151.26537117],[0.02550983],[0.03180484],[0.76289113],[0.1203981],[0.11273356],[0.00073062],[0.0213754]
25,[149.11216239],[0.01100793],[0.04549625],[0.76624413],[0.10455438],[0.09699822],[0.01342087],[0.02516989]
26,[148.71080569],[0.00830479],[0.04804831],[0.76686912],[0.10160112],[0.09406516],[0.0160587],[0.02070495]
27,[147.89323518],[0.00279844],[0.05324692],[0.76814225],[0.09558527],[0.08809048],[0.021432],[0.01057379]
28,[149.36531644],[0.01271293],[0.04388654],[0.76584991],[0.10641713],[0.09884824],[0.01175707],[0.01595239]
