,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.58273307],[0.00160945],[0.00199807],[0.764135],[0.20211945],[0.01758186],[0.0054675],[0.00086594]
1,[0.51685374],[0.00439123],[0.00651739],[0.76003549],[0.15538758],[0.10150154],[0.01284048],[0.00204731]
2,[0.56474029],[0.0018819],[0.01075608],[0.76414102],[0.18853148],[0.02745449],[0.00681521],[0.00119877]
3,[0.59430438],[0.00061397],[0.00430564],[0.76489495],[0.20413958],[0.00990865],[0.00199592],[0.00441934]
4,[0.53323139],[0.00194575],[0.01660903],[0.76164612],[0.17040703],[0.06786048],[0.00922998],[0.00085209]
5,[0.5566208],[0.0034117],[0.01592664],[0.76396075],[0.18206928],[0.03435222],[0.00664227],[0.00277436]
6,[0.5475945],[0.0015246],[0.01643836],[0.76290428],[0.17973231],[0.04601615],[0.01089262],[0.00024327]
7,[0.52745513],[0.00326657],[0.01517848],[0.76123994],[0.16464773],[0.07844885],[0.00944815],[0.0003101]
8,[0.54001077],[0.00151154],[0.01718625],[0.76224043],[0.17527177],[0.0567846],[0.01095416],[0.00146868]
9,[0.49828503],[0.00627758],[0.02681946],[0.75697182],[0.13638654],[0.15310809],[0.01859788],[0.00299562]
10,[0.57454317],[0.00278379],[0.00716916],[0.76481273],[0.19214617],[0.01928225],[0.00833435],[0.00525225]
11,[0.50155319],[0.00668885],[0.01917741],[0.75773628],[0.13892357],[0.14308883],[0.01818774],[0.00554807]
12,[0.50572105],[0.00813135],[0.0103745],[0.75877469],[0.1404488],[0.13125325],[0.01542386],[0.00219065]
13,[0.52256006],[0.00523347],[0.01286058],[0.76097701],[0.15829868],[0.08848297],[0.01316301],[7.15304005e-05]
14,[0.51321287],[0.00675337],[0.00247428],[0.75987095],[0.1489332],[0.11067418],[0.01551037],[0.00148081]
15,[0.49669672],[0.00847049],[0.03151496],[0.75687171],[0.13105028],[0.15942948],[0.01701914],[0.00734641]
16,[0.49570112],[0.01115245],[0.03534087],[0.75692274],[0.12533911],[0.16448408],[0.01835527],[0.0039149]
17,[0.50917581],[0.00731016],[0.00394234],[0.75928238],[0.14475254],[0.12139322],[0.01612066],[0.00136808]
