,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
34,[0.65647324],[0.56166008],[0.5470256],[0.91630274],[0.59016793],[0.62329286],[0.52591497],[0.60129845]
35,[0.05932586],[0.20029959],[0.24037294],[0.77081306],[0.12223695],[0.03153146],[0.29817987],[0.0672204]
36,[0.04556465],[0.21785888],[0.25851847],[0.76746027],[0.13865426],[0.04662183],[0.31717106],[0.0885705]
37,[0.04085182],[0.22387245],[0.26473281],[0.76631203],[0.14427673],[0.05178986],[0.32367502],[0.07168586]
38,[0.06029202],[0.19906676],[0.23909896],[0.77104846],[0.12108431],[0.03047198],[0.29684651],[0.06267981]
39,[0.07412223],[0.18141943],[0.22086245],[0.77441807],[0.10458469],[0.01530595],[0.2777601],[0.05732425]
40,[0.06106483],[0.19808065],[0.23807993],[0.77123675],[0.12016233],[0.02962452],[0.29577999],[0.07367982]
41,[0.05668422],[0.20367031],[0.2438562],[0.77016945],[0.12538846],[0.03442824],[0.30182546],[0.05740594]
42,[0.1332402],[0.10598493],[0.14290949],[0.78882164],[0.03405615],[0.04952208],[0.19617419],[0.03572827]
43,[0.05589632],[0.20467567],[0.24489513],[0.76997749],[0.12632843],[0.03529224],[0.30291281],[0.07651768]
44,[0.05655541],[0.20383468],[0.24402606],[0.77013807],[0.12554214],[0.0345695],[0.30200324],[0.05430352]
45,[0.13405152],[0.10494969],[0.14183969],[0.78901931],[0.03308823],[0.05041176],[0.19505452],[0.00911803]
46,[0.05550416],[0.20517607],[0.24541224],[0.76988194],[0.12679629],[0.03572229],[0.30345402],[0.06535303]
47,[0.04620827],[0.21703762],[0.2576698],[0.76761708],[0.13788642],[0.04591605],[0.31628284],[0.08316269]
48,[0.02992102],[0.23782014],[0.27914616],[0.76364883],[0.15731732],[0.06377644],[0.3387601],[0.09736556]
49,[0.06268655],[0.19601135],[0.23594154],[0.77163187],[0.11822761],[0.02784617],[0.29354194],[0.0682071]
50,[0.02263396],[0.24711842],[0.28875488],[0.76187341],[0.16601088],[0.07176733],[0.34881662],[0.0994852]
51,[0.03187163],[0.23533116],[0.27657409],[0.76412408],[0.15499022],[0.06163742],[0.33606815],[0.08929063]
52,[0.0520579],[0.20957349],[0.24995646],[0.76904229],[0.13090772],[0.03950141],[0.30821003],[0.06755683]
53,[0.0348704],[0.23150473],[0.27261991],[0.76485471],[0.15141264],[0.05834901],[0.33192969],[0.09673615]
54,[0.03310104],[0.23376243],[0.27495298],[0.76442362],[0.15352351],[0.06028926],[0.33437149],[0.07812781]
55,[0.05615676],[0.20434335],[0.24455171],[0.77004094],[0.12601773],[0.03500665],[0.30255339],[0.07190759]
56,[0.14173418],[0.09514662],[0.13170932],[0.79089112],[0.02392271],[0.05883648],[0.18445204],[0.05146222]
57,[0.07519913],[0.1800453],[0.21944245],[0.77468045],[0.10329993],[0.01412503],[0.27627392],[0.06149068]
58,[0.03076811],[0.23673926],[0.27802919],[0.76385522],[0.15630674],[0.06284753],[0.33759107],[0.09267068]
59,[0.01463833],[0.25732084],[0.29929792],[0.75992534],[0.17554978],[0.08053524],[0.35985101],[0.10827017]
60,[0.01616834],[0.25536855],[0.29728045],[0.76029812],[0.17372445],[0.07885745],[0.35773952],[0.10426993]
61,[0.05536839],[0.20534931],[0.24559125],[0.76984886],[0.12695826],[0.03587117],[0.30364138],[0.05429445]
62,[0.06251411],[0.19623138],[0.23616892],[0.77158985],[0.11843333],[0.02803526],[0.29377992],[0.05394508]
63,[0.0911181],[0.1597327],[0.19845168],[0.77855896],[0.08430837],[0.00333152],[0.25430489],[0.05470776]
64,[0.66158877],[0.5681875],[0.55377095],[0.9175491],[0.59627084],[0.6289025],[0.53297468],[0.17348736]
65,[0.13483319],[0.10395228],[0.14080897],[0.78920976],[0.03215569],[0.05126893],[0.19397577],[0.00714432]
66,[0.03650626],[0.22941737],[0.27046286],[0.76525327],[0.14946104],[0.05655514],[0.32967211],[0.07522736]
67,[0.03763243],[0.22798038],[0.26897789],[0.76552765],[0.1481175],[0.0553202],[0.32811794],[0.09078123]
68,[0.68033633],[0.59210937],[0.57849148],[0.92211677],[0.61863693],[0.64946083],[0.5588473],[0.6318404]
69,[0.03708473],[0.22867925],[0.26970009],[0.76539421],[0.14877091],[0.0559208],[0.32887379],[0.08466238]
70,[0.04154016],[0.22299412],[0.26382516],[0.76647974],[0.14345552],[0.05103503],[0.32272506],[0.07348579]
71,[0.04178089],[0.22268695],[0.26350773],[0.76653839],[0.14316833],[0.05077105],[0.32239284],[0.07946512]
72,[0.07119871],[0.18514984],[0.2247174],[0.77370578],[0.10807248],[0.01851184],[0.28179471],[0.06957334]
73,[0.67515869],[0.5855027],[0.57166424],[0.92085529],[0.61245993],[0.64378309],[0.55170188],[0.21657687]
74,[0.02729229],[0.2411744],[0.28261241],[0.76300837],[0.16045344],[0.06665907],[0.34238789],[0.0938907]
75,[0.0546239],[0.20629928],[0.24657294],[0.76966747],[0.12784645],[0.03668756],[0.30466881],[0.05833383]
76,[0.04513382],[0.21840862],[0.25908657],[0.7673553],[0.13916825],[0.04709427],[0.31776563],[0.07488815]
77,[0.02616509],[0.2426127],[0.28409873],[0.76273374],[0.1617982],[0.06789514],[0.34394347],[0.10077908]
78,[0.06996723],[0.1867212],[0.22634123],[0.77340574],[0.10954166],[0.01986227],[0.28349422],[0.06686422]
79,[0.04119654],[0.22343258],[0.26427826],[0.76639602],[0.14386547],[0.05141184],[0.32319928],[0.08307618]
80,[0.03890812],[0.2263526],[0.26729577],[0.76583846],[0.14659559],[0.05392129],[0.32635742],[0.09616253]
81,[0.06375157],[0.19465238],[0.2345372],[0.77189135],[0.11695702],[0.02667828],[0.29207216],[0.06993525]
82,[0.0404919],[0.2243317],[0.2652074],[0.76622434],[0.14470612],[0.05218454],[0.32417173],[0.08011353]
83,[0.03769086],[0.22790582],[0.26890085],[0.76554189],[0.14804779],[0.05525612],[0.3280373],[0.08086981]
84,[0.05372871],[0.20744154],[0.24775334],[0.76944937],[0.12891442],[0.03766922],[0.30590422],[0.07751536]
85,[0.07973606],[0.17425618],[0.21346005],[0.77578583],[0.09788731],[0.00914989],[0.27001272],[0.06714032]
86,[0.06469122],[0.19345339],[0.23329818],[0.77212029],[0.11583601],[0.02564788],[0.29077539],[0.04998502]
87,[0.67333774],[0.58317917],[0.56926313],[0.92041163],[0.61028751],[0.64178626],[0.54918887],[0.61723934]
88,[0.04377536],[0.22014201],[0.26087783],[0.76702432],[0.1407889],[0.04858394],[0.31964037],[0.08418639]
89,[0.65181446],[0.55571548],[0.54088254],[0.91516767],[0.58460995],[0.6181841],[0.51948561],[0.59607021]
90,[0.04948255],[0.21285964],[0.25335233],[0.76841483],[0.13398015],[0.04232551],[0.31176415],[0.08115498]
91,[0.10139341],[0.14662142],[0.18490267],[0.78106245],[0.0720498],[0.01459929],[0.24012443],[0.04625916]
92,[0.07090366],[0.18552632],[0.22510645],[0.77363389],[0.10842448],[0.01883539],[0.2822019],[0.0630511]
93,[0.02185959],[0.24810651],[0.28977596],[0.76168474],[0.16693471],[0.07261649],[0.34988529],[0.09805249]
94,[0.07550494],[0.17965509],[0.21903921],[0.77475495],[0.10293509],[0.01378969],[0.27585189],[0.06028058]
95,[0.67991928],[0.59157721],[0.57794156],[0.92201516],[0.61813938],[0.6490035],[0.55827175],[0.24410264]
96,[0.04714511],[0.21584221],[0.25643447],[0.76784533],[0.13676875],[0.04488871],[0.31498994],[0.07788113]
97,[0.03881169],[0.22647564],[0.26742292],[0.76581497],[0.14671063],[0.05402703],[0.3264905],[0.08813844]
98,[0.04391702],[0.21996125],[0.26069103],[0.76705884],[0.1406199],[0.0484286],[0.31944488],[0.07527429]
99,[0.07655845],[0.17831081],[0.21765005],[0.77501163],[0.10167824],[0.01263442],[0.27439799],[0.04720327]
100,[0.05184817],[0.20984111],[0.25023302],[0.76899119],[0.13115794],[0.0397314],[0.30849947],[0.07565025]
101,[0.1669682],[0.06294802],[0.09843574],[0.79703917],[0.00618182],[0.08650779],[0.14962776],[0.01518677]
102,[0.66341159],[0.57051342],[0.55617452],[0.91799321],[0.59844549],[0.63090138],[0.53549027],[0.61050966]
103,[0.10959421],[0.1361572],[0.17408909],[0.7830605],[0.06226613],[0.02359218],[0.2288069],[0.0437617]
104,[0.08059333],[0.17316231],[0.21232966],[0.77599469],[0.09686457],[0.00820982],[0.26882964],[0.05290833]
105,[0.06403045],[0.19429653],[0.23416947],[0.7719593],[0.11662431],[0.02637246],[0.29168729],[0.06845496]
106,[0.03636025],[0.22960369],[0.2706554],[0.7652177],[0.14963524],[0.05671526],[0.32987362],[0.0864321]
107,[0.04909636],[0.21335242],[0.25386156],[0.76832074],[0.13444088],[0.042749],[0.31229711],[0.07178726]
108,[0.03742013],[0.22825127],[0.26925783],[0.76547593],[0.14837078],[0.055553],[0.32841092],[0.08217774]
109,[0.60893329],[0.50099914],[0.48433943],[0.90472005],[0.53345214],[0.57116116],[0.46030734],[0.51723132]
110,[0.67314555],[0.58293393],[0.56900971],[0.9203648],[0.61005822],[0.64157551],[0.54892364],[0.62142757]
111,[0.04545772],[0.21799532],[0.25865947],[0.76743421],[0.13878183],[0.04673909],[0.31731864],[0.07436314]
112,[0.05563822],[0.205005],[0.24523546],[0.7699146],[0.12663635],[0.03557527],[0.303269],[0.07415328]
113,[0.04934715],[0.21303241],[0.25353087],[0.76838184],[0.13414169],[0.04247399],[0.31195102],[0.07267441]
114,[0.03322594],[0.23360306],[0.2747883],[0.76445405],[0.15337451],[0.0601523],[0.33419913],[0.07919453]
115,[0.05039248],[0.21169857],[0.25215249],[0.76863653],[0.13289459],[0.04132769],[0.3105084],[0.07182588]
116,[0.02427841],[0.24502011],[0.28658651],[0.76227406],[0.16404903],[0.06996405],[0.3465472],[0.09995685]
117,[0.03612842],[0.2298995],[0.27096108],[0.76516121],[0.14991181],[0.05696948],[0.33019356],[0.07781933]
118,[0.01946947],[0.15302043],[0.17970974],[0.76129211],[0.15189196],[0.10100571],[0.2436503],[0.0562743]
119,[0.00180568],[0.12895822],[0.15509055],[0.76627367],[0.1278533],[0.07802899],[0.21769675],[0.06429005]
120,[0.02354648],[0.15763152],[0.18442756],[0.76033749],[0.15649854],[0.10540879],[0.24862383],[0.06311905]
121,[0.00665287],[0.13852484],[0.16487862],[0.76429311],[0.13741056],[0.08716405],[0.22801533],[0.04990868]
122,[0.0399731],[0.08579084],[0.11092397],[0.77521054],[0.08472817],[0.03680897],[0.17113633],[0.03981391]
123,[0.01302825],[0.1457354],[0.17225608],[0.76280032],[0.14461406],[0.09404933],[0.23579266],[0.0659012]
124,[0.02052709],[0.1077843],[0.13342651],[0.77065727],[0.1067001],[0.05781026],[0.19485851],[0.04559304]
125,[0.00797392],[0.12198194],[0.14795279],[0.76771796],[0.12088385],[0.07136743],[0.21017212],[0.08046524]
126,[0.01784814],[0.15118669],[0.17783356],[0.76167175],[0.15006002],[0.0992547],[0.24167243],[0.05833531]
127,[0.01150041],[0.14400742],[0.1704881],[0.76315806],[0.14288777],[0.09239929],[0.23392885],[0.04017113]
128,[0.00442758],[0.13600803],[0.16230355],[0.76481416],[0.13489622],[0.08476078],[0.2253007],[0.03643626]
129,[0.01696698],[0.11181078],[0.13754619],[0.76982368],[0.11072264],[0.0616551],[0.19920148],[0.07714798]
130,[0.0079835],[0.1219711],[0.1479417],[0.7677202],[0.12087302],[0.07135707],[0.21016043],[0.06747516]
131,[0.00075665],[0.13185621],[0.15805563],[0.76567371],[0.13074846],[0.08079625],[0.22082253],[0.08367485]
132,[0.01444612],[0.14733901],[0.17389681],[0.76246833],[0.1462161],[0.09558059],[0.23752231],[0.05495878]
133,[0.00585666],[0.13762432],[0.16395725],[0.76447954],[0.13651092],[0.08630415],[0.22704403],[0.05240092]
134,[0.00538905],[0.12490543],[0.15094395],[0.76711272],[0.12380447],[0.07415903],[0.2133254],[0.06589213]
135,[0.05216045],[0.07200696],[0.09682102],[0.7780642],[0.07095778],[0.0236469],[0.156269],[0.03664288]
136,[0.00798411],[0.14003048],[0.1664191],[0.7639814],[0.13891472],[0.08860176],[0.22963931],[0.05834933]
137,[0.00184225],[0.13308403],[0.15931187],[0.76541951],[0.13197508],[0.08196868],[0.22214686],[0.08526305]
138,[0.01819431],[0.15157821],[0.17823414],[0.76159069],[0.15045116],[0.09962856],[0.24209472],[0.0569999]
139,[0.0044229],[0.13600274],[0.16229814],[0.76481526],[0.13489093],[0.08475572],[0.22529499],[0.04626713]
140,[0.01217487],[0.14477023],[0.17126857],[0.76300014],[0.14364983],[0.09312769],[0.23475162],[0.05315346]
141,[0.01501552],[0.14798301],[0.17455571],[0.762335],[0.14685947],[0.09619554],[0.23821693],[0.05661118]
142,[0.0097463],[0.14202351],[0.16845827],[0.76356879],[0.1409058],[0.09050488],[0.231789],[0.05336895]
143,[0.01294352],[0.14563956],[0.17215803],[0.76282016],[0.14451832],[0.09395781],[0.23568929],[0.05871947]
144,[0.02464607],[0.15887516],[0.18569999],[0.76008002],[0.15774096],[0.10659633],[0.24996523],[0.06820406]
145,[0.00880117],[0.14095456],[0.16736458],[0.76379009],[0.1398379],[0.08948416],[0.23063603],[0.03857885]
146,[0.03236924],[0.09439081],[0.119723],[0.7734301],[0.09331972],[0.04502098],[0.18041227],[0.03824922]
147,[0.01501314],[0.14798031],[0.17455295],[0.76233556],[0.14685677],[0.09619296],[0.23821401],[0.05796209]
148,[0.01840068],[0.15181162],[0.17847295],[0.76154237],[0.15068433],[0.09985144],[0.24234648],[0.05695975]
149,[0.01862013],[0.15205982],[0.17872689],[0.76149099],[0.15093229],[0.10008844],[0.24261419],[0.06251069]
150,[0.00139133],[0.12942685],[0.15557003],[0.76617665],[0.12832147],[0.07847648],[0.21820221],[0.06227576]
151,[0.00287832],[0.12774506],[0.15384931],[0.76652483],[0.12664133],[0.07687056],[0.21638823],[0.05974913]
152,[0.02509876],[0.15938715],[0.18622384],[0.75997402],[0.15825245],[0.10708523],[0.25051747],[0.06616671]
153,[0.00266749],[0.12798352],[0.15409329],[0.76647546],[0.12687955],[0.07709826],[0.21664543],[0.08116584]
154,[0.01601544],[0.14911391],[0.1757128],[0.76210087],[0.14798927],[0.09727543],[0.23943673],[0.06143991]
155,[0.01794187],[0.1512927],[0.17794202],[0.7616498],[0.15016593],[0.09935593],[0.24178677],[0.0592813]
156,[0.01999723],[0.15361732],[0.18032045],[0.76116854],[0.15248827],[0.10157568],[0.24429411],[0.07099193]
157,[0.00427549],[0.13583602],[0.16212756],[0.76484977],[0.13472437],[0.08459653],[0.22511516],[0.0597465]
158,[0.02818997],[0.09911757],[0.12455917],[0.77245153],[0.09804186],[0.04953451],[0.18551056],[0.03942872]
159,[0.00973873],[0.14201495],[0.16844951],[0.76357056],[0.14089725],[0.09049671],[0.23177977],[0.04017963]
160,[0.0093893],[0.14161975],[0.16804516],[0.76365238],[0.14050244],[0.09011934],[0.2313535],[0.0560484]
161,[0.00043848],[0.13149637],[0.15768745],[0.7657482],[0.13038896],[0.08045264],[0.2204344],[0.05556458]
162,[0.01052926],[0.14290904],[0.1693643],[0.76338546],[0.14179047],[0.09135047],[0.23274413],[0.03948575]
163,[0.00510154],[0.13677028],[0.16308344],[0.76465635],[0.13565772],[0.08548864],[0.22612286],[0.055567]
164,[0.02231249],[0.15623588],[0.18299962],[0.76062642],[0.15510426],[0.10407611],[0.24711849],[0.0693036]
