,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.01117422],[0.00370745],[0.0166217],[0.76386321],[0.16383033],[0.06326575],[0.00823583],[0.00252206]
1,[0.00141681],[0.0086619],[0.01658042],[0.76294759],[0.16513491],[0.07513641],[0.00675516],[1.46519552e-05]
2,[0.09682162],[0.01034322],[0.03498214],[0.7671434],[0.1820222],[0.03858451],[0.01044452],[0.00098167]
3,[0.067132],[0.00846264],[0.01711784],[0.76631319],[0.17389848],[0.0382434],[0.00628525],[0.00232501]
4,[0.02986284],[0.00158143],[0.00666438],[0.76475035],[0.16701269],[0.04844579],[0.00462292],[0.00224335]
5,[0.01923197],[0.00171734],[0.01182562],[0.76412643],[0.16611233],[0.05580892],[0.01000765],[0.00152305]
6,[0.10984696],[0.00668798],[0.04711637],[0.76663508],[0.19160888],[0.043442],[0.01155871],[0.00837034]
7,[0.05288727],[0.00576269],[0.00924422],[0.76562065],[0.17199274],[0.04080336],[0.00317253],[0.0028858]
8,[0.04070818],[0.00371226],[0.00088682],[0.76516011],[0.16940148],[0.04385835],[0.00430836],[0.00299794]
9,[0.08079094],[0.00894989],[0.02692385],[0.76657261],[0.17848268],[0.03875975],[0.00472776],[0.00065625]
10,[0.01379626],[0.01762629],[0.01139227],[0.76144643],[0.16711313],[0.1005688],[0.00627291],[0.00108641]
11,[0.01825168],[0.02050595],[0.00762422],[0.76111201],[0.16651803],[0.11228071],[0.01048371],[0.00043311]
12,[0.00610296],[0.01251329],[0.01558233],[0.76232935],[0.16531752],[0.0868304],[0.00661699],[0.00075942]
13,[0.02679954],[0.02867072],[0.00622213],[0.75993242],[0.16860973],[0.13851883],[0.01884293],[0.00994361]
14,[0.02449972],[0.02612813],[0.00025157],[0.76015513],[0.16923078],[0.12712242],[0.01484733],[0.00225868]
