,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
74,[0.72842546],[0.01688769],[0.01847353],[0.77634424],[0.12520038],[0.00878211],[0.00309477],[0.0058643]
75,[0.72587577],[0.02643479],[0.02803552],[0.77424444],[0.13576437],[0.00052398],[0.00626472],[0.00435962]
76,[0.72989676],[0.01137853],[0.01295578],[0.77755594],[0.11910442],[0.01415221],[0.00849567],[0.00127346]
77,[0.73170676],[0.00460114],[0.00616783],[0.77904657],[0.11160514],[0.02075851],[0.01513988],[0.00615794]
78,[0.73422395],[0.00482427],[0.00327229],[0.78111961],[0.10117579],[0.02994599],[0.02438008],[0.00193362]
79,[0.72990172],[0.01135996],[0.01293718],[0.77756002],[0.11908387],[0.01417031],[0.00851388],[0.00622573]
80,[0.72809233],[0.01813506],[0.01972285],[0.7760699],[0.12658062],[0.00756623],[0.00187191],[0.00297032]
81,[0.73229345],[0.00240432],[0.00396757],[0.77952974],[0.10917433],[0.02289988],[0.01729354],[0.00151631]
82,[0.73505864],[0.00794968],[0.00640258],[0.78180701],[0.09771748],[0.03299251],[0.02744408],[0.00332626]
83,[0.73726741],[0.01622026],[0.01468605],[0.78362605],[0.08856598],[0.0410543],[0.03555213],[0.00066227]
84,[0.7322478],[0.00257525],[0.00413877],[0.77949214],[0.10936347],[0.02273326],[0.01712596],[0.01124741]
85,[0.73120773],[0.00646971],[0.00803931],[0.77863559],[0.11367274],[0.01893711],[0.01330803],[0.0034524]
86,[0.73470936],[0.00664184],[0.00509269],[0.78151936],[0.09916463],[0.03171767],[0.02616193],[0.00452384]
87,[0.73833033],[0.02020025],[0.01867225],[0.78450142],[0.08416206],[0.04493383],[0.03945391],[0.00066314]
88,[0.74180493],[0.03321061],[0.0317029],[0.78736294],[0.06976591],[0.05761576],[0.05220861],[0.00536704]
89,[0.73934472],[0.02399858],[0.0224765],[0.78533683],[0.07995915],[0.04863627],[0.0431776],[0.00113869]
90,[0.71980551],[0.00238036],[0.00285672],[0.77935307],[0.09949029],[0.02112011],[0.01788423],[0.0052749]
91,[0.7175363],[0.00569907],[0.00521885],[0.77756612],[0.10839474],[0.01319246],[0.00993037],[0.00737742]
92,[0.71753017],[0.00572089],[0.00524067],[0.77756129],[0.1084188],[0.01317104],[0.00990888],[0.00770348]
93,[0.71962104],[0.00172358],[0.00220026],[0.77920781],[0.10021414],[0.02047567],[0.01723766],[0.00610962]
94,[0.71910595],[0.00011037],[0.00036718],[0.77880219],[0.10223537],[0.01867617],[0.0154322],[0.00633073]
95,[0.71663065],[0.00892357],[0.00844182],[0.77685294],[0.11194851],[0.01002852],[0.00675597],[0.00576122]
96,[0.71559373],[0.01261547],[0.01213195],[0.77603639],[0.11601741],[0.00640597],[0.00312144],[0.00777266]
97,[0.71687475],[0.00805446],[0.00757312],[0.77704517],[0.11099065],[0.01088131],[0.00761158],[0.00632831]
98,[0.71896341],[0.00061791],[0.00014012],[0.77868994],[0.10279473],[0.01817817],[0.01493256],[0.00756641]
99,[0.71564858],[0.01242018],[0.01193675],[0.77607959],[0.11580217],[0.0065976],[0.00331371],[0.00720514]
100,[0.71445694],[0.01666298],[0.01617753],[0.77514119],[0.12047822],[0.00243449],[0.00086316],[0.00744146]
101,[0.715081],[0.01444103],[0.01395664],[0.77563263],[0.11802938],[0.0046147],[0.00132425],[0.00647357]
102,[0.71937502],[0.00084764],[0.00132473],[0.77901408],[0.10117953],[0.01961618],[0.01637533],[0.00695066]
103,[0.71592825],[0.01142444],[0.01094149],[0.77629982],[0.11470475],[0.00757463],[0.00429397],[0.00477318]
104,[0.71380847],[0.01897181],[0.01848525],[0.77463054],[0.12302281],[0.00016903],[0.00313611],[0.0074595]
105,[0.71409696],[0.01794466],[0.01745859],[0.77485772],[0.12189077],[0.00117689],[0.00212492],[0.00570956]
106,[0.72028],[0.00406978],[0.00454534],[0.77972673],[0.09762836],[0.0227778],[0.0195474],[0.00623792]
107,[0.71570843],[0.01220709],[0.01172377],[0.77612672],[0.11556733],[0.00680668],[0.00352348],[0.00592726]
108,[0.71438137],[0.01693202],[0.01644644],[0.77508169],[0.12077473],[0.00217051],[0.00112802],[0.00496587]
109,[0.71379068],[0.01903516],[0.01854857],[0.77461653],[0.12309263],[0.00010687],[0.00319847],[0.0055204]
110,[0.7147654],[0.0155647],[0.01507977],[0.7753841],[0.11926779],[0.00351214],[0.00021805],[0.00293752]
111,[0.72247491],[0.01188464],[0.01235646],[0.78145517],[0.0890155],[0.03044586],[0.0272408],[0.00118981]
112,[0.71667431],[0.00876813],[0.00828645],[0.77688733],[0.1117772],[0.01018104],[0.006909],[0.00316611]
113,[0.71543264],[0.01318904],[0.01270524],[0.77590954],[0.11664954],[0.00584318],[0.0025568],[0.00244619]
114,[0.71552977],[0.0128432],[0.01235957],[0.77598603],[0.11626839],[0.00618252],[0.00289725],[0.00141902]
115,[0.71517765],[0.01409691],[0.01361268],[0.77570874],[0.11765012],[0.00495237],[0.00166303],[0.00280531]
116,[0.72484321],[0.02031687],[0.02078467],[0.78332015],[0.07972222],[0.0387197],[0.03554199],[0.00302452]
117,[0.71825002],[0.0031579],[0.0026789],[0.77812816],[0.10559409],[0.01568589],[0.01243204],[0.00164792]
118,[0.71666518],[0.00880065],[0.00831895],[0.77688013],[0.11181304],[0.01014913],[0.00687698],[0.00310626]
119,[0.71592789],[0.01142571],[0.01094276],[0.77629954],[0.11470615],[0.00757338],[0.00429272],[0.00443847]
120,[0.71654852],[0.00921601],[0.00873411],[0.77678827],[0.11227081],[0.00974158],[0.00646808],[0.00167996]
121,[0.72770791],[0.03051651],[0.03097944],[0.78557604],[0.06848105],[0.04872775],[0.04558312],[0.00961487]
122,[0.72039523],[0.00448004],[0.00495539],[0.77981747],[0.09717621],[0.02318035],[0.01995127],[0.00069918]
123,[0.71846838],[0.00238041],[0.00190178],[0.77830012],[0.10473721],[0.01644877],[0.01319744],[0.00258498]
124,[0.71920572],[0.00024484],[0.00072222],[0.77888075],[0.10184388],[0.01902471],[0.0157819],[0.00071371]
125,[0.7189529],[0.00065531],[0.0001775],[0.77868167],[0.10283595],[0.01814147],[0.01489574],[0.00151562]
126,[0.73034607],[0.03990954],[0.04036798],[0.78765353],[0.05812887],[0.05794433],[0.05483017],[0.00516552]
127,[0.72394842],[0.01713101],[0.01760033],[0.78261553],[0.0832334],[0.03559368],[0.03240564],[0.0014508]
128,[0.72086796],[0.00616318],[0.00663773],[0.78018973],[0.0953212],[0.02483188],[0.02160826],[0.00425922]
129,[0.72246318],[0.0118429],[0.01231474],[0.78144594],[0.0890615],[0.0304049],[0.02719971],[0.00095294]
130,[0.68617589],[0.05677679],[0.05447733],[0.76495436],[0.15876397],[0.05402089],[0.01755807],[0.01592086]
131,[0.69530819],[0.02602455],[0.02379201],[0.7717942],[0.1250439],[0.02334885],[0.0120529],[0.0105163]
132,[0.70341249],[0.00126601],[0.00343917],[0.77786409],[0.09511959],[0.00387054],[0.03833066],[0.0069666]
133,[0.69570852],[0.02467646],[0.02244685],[0.77209403],[0.12356571],[0.02200427],[0.01335096],[0.01143729]
134,[0.70115842],[0.00632437],[0.00413469],[0.77617586],[0.1034425],[0.00370004],[0.03102197],[0.00187653]
135,[0.6861887],[0.05673367],[0.0544343],[0.76496395],[0.15871669],[0.05397788],[0.01751655],[0.01419813]
136,[0.69438653],[0.02912816],[0.02688886],[0.7711039],[0.12844704],[0.02644436],[0.00906447],[0.01035718]
137,[0.70177174],[0.00425907],[0.00207388],[0.77663522],[0.10117788],[0.00164012],[0.03301064],[0.00914227]
138,[0.69332522],[0.03270203],[0.03045495],[0.77030901],[0.13236581],[0.03000891],[0.00562324],[0.01201211]
139,[0.6981799],[0.01635429],[0.01414278],[0.77394503],[0.11444038],[0.0137038],[0.02136429],[0.00535173]
140,[0.68705767],[0.05380747],[0.05151447],[0.76561479],[0.15550809],[0.05105931],[0.01469895],[0.01273095]
141,[0.69389744],[0.03077513],[0.02853225],[0.77073758],[0.13025295],[0.02808704],[0.00747862],[0.01009423]
142,[0.70089081],[0.00722553],[0.00503389],[0.77597543],[0.10443063],[0.00459885],[0.03015426],[0.00914046]
143,[0.69199347],[0.0371866],[0.03492976],[0.76931156],[0.13728317],[0.03448178],[0.0013051],[0.01016564]
144,[0.69584788],[0.02420717],[0.02197857],[0.77219841],[0.12305113],[0.0215362],[0.01380284],[0.00720387]
145,[0.68836306],[0.04941171],[0.04712827],[0.76659248],[0.1506881],[0.04667501],[0.01046632],[0.01177511]
146,[0.69413222],[0.02998451],[0.02774334],[0.77091343],[0.12938602],[0.02729848],[0.00823991],[0.00877011]
147,[0.70027213],[0.00930888],[0.0071127],[0.77551205],[0.10671504],[0.00667677],[0.02814823],[0.00949167]
148,[0.69109082],[0.04022618],[0.03796274],[0.7686355],[0.1406161],[0.03751344],[0.00162168],[0.01070316]
149,[0.69460168],[0.02840364],[0.02616592],[0.77126505],[0.12765259],[0.02572173],[0.00976211],[0.00836095]
150,[0.68960364],[0.04523413],[0.04295979],[0.76752165],[0.14610736],[0.04250833],[0.00644378],[0.01272336]
151,[0.69416844],[0.02986255],[0.02762165],[0.77094056],[0.1292523],[0.02717684],[0.00835734],[0.0098598]
152,[0.70038148],[0.00894066],[0.00674528],[0.77559395],[0.10631128],[0.0063095],[0.02850279],[0.00878071]
153,[0.69058192],[0.04193986],[0.03967269],[0.76825435],[0.14249516],[0.03922265],[0.00327177],[0.01029611]
154,[0.69183722],[0.03771275],[0.03545477],[0.76919454],[0.1378601],[0.03500657],[0.00079847],[0.00960712]
155,[0.69483195],[0.02762823],[0.02539219],[0.77143751],[0.12680235],[0.02494834],[0.01050874],[0.00943014]
156,[0.70031288],[0.00917166],[0.00697578],[0.77554257],[0.10656457],[0.0065399],[0.02828036],[0.0099103]
157,[0.69104499],[0.04038053],[0.03811675],[0.76860118],[0.14078534],[0.03766739],[0.0017703],[0.00841134]
158,[0.69513606],[0.02660418],[0.02437038],[0.77166528],[0.12567947],[0.02392697],[0.01149478],[0.00403535]
159,[0.69629547],[0.02269996],[0.02047465],[0.77253364],[0.12139846],[0.02003293],[0.01525411],[0.0014485]
160,[0.69598043],[0.02376084],[0.02153322],[0.77229768],[0.12256173],[0.02109104],[0.0142326],[0.00911166]
161,[0.70159039],[0.00486975],[0.00268323],[0.77649939],[0.10184749],[0.00224921],[0.03242262],[0.00681801]
162,[0.69173516],[0.03805641],[0.03579768],[0.7691181],[0.13823693],[0.03534933],[0.00046757],[0.00871793]
163,[0.69676416],[0.02112168],[0.0188998],[0.77288468],[0.11966787],[0.01845876],[0.01677382],[0.0009392]
164,[0.69844284],[0.01546886],[0.01325928],[0.77414197],[0.1134695],[0.01282068],[0.02221686],[0.00686628]
165,[0.69834162],[0.01580971],[0.01359939],[0.77406615],[0.11384325],[0.01316065],[0.02188865],[0.0074206]
166,[0.70295592],[0.00027143],[0.00190508],[0.77752214],[0.09680541],[0.00233711],[0.03685028],[0.00334437]
167,[0.69380478],[0.03108715],[0.02884359],[0.77066818],[0.13059508],[0.02839825],[0.00717818],[0.00550324]
168,[0.69779118],[0.01766329],[0.01544893],[0.77365389],[0.11587571],[0.01500939],[0.02010387],[0.00105041]
169,[0.70415738],[0.00377438],[0.00594209],[0.778422],[0.09236914],[0.00637238],[0.04074595],[0.00112825]
170,[0.70141791],[0.00545056],[0.00326278],[0.77637021],[0.10248436],[0.00282851],[0.03186336],[0.0066603]
171,[0.7052764],[0.00754258],[0.00970209],[0.77926011],[0.08823728],[0.01013075],[0.04437431],[0.00161376]
172,[0.69552191],[0.02530485],[0.02307387],[0.77195427],[0.12425475],[0.02263102],[0.01274589],[0.00887066]
173,[0.70168221],[0.00456055],[0.00237471],[0.77656817],[0.10150846],[0.00194082],[0.03272034],[0.00393171]
