,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.22812815],[0.01292863],[0.01389526],[0.76244922],[0.21508508],[0.013688],[0.01262807],[0.00390559]
1,[0.21944973],[0.00585579],[0.02315582],[0.76270012],[0.19332835],[0.03928103],[0.01225361],[0.00165201]
2,[0.22218995],[0.00198193],[0.01423631],[0.76108328],[0.16754782],[0.08433212],[0.01133663],[0.00057516]
3,[0.21952167],[0.00069416],[0.01786629],[0.76140582],[0.17463004],[0.07365734],[0.00752108],[0.00011282]
4,[0.23812782],[0.00932145],[0.01526336],[0.76336702],[0.21520452],[0.00136826],[0.00152219],[0.00815773]
5,[0.22530561],[0.00419418],[0.00919375],[0.76062509],[0.16117091],[0.09519437],[0.01271445],[0.00051829]
6,[0.25474299],[0.01511322],[0.02785474],[0.75749785],[0.12929448],[0.14975847],[0.01991109],[0.0135726]
7,[0.21836673],[0.00257607],[0.0210095],[0.76187388],[0.18092948],[0.06205221],[0.00989272],[0.00107746]
8,[0.21837195],[0.00422432],[0.02287625],[0.76233086],[0.18708377],[0.05041448],[0.01138265],[0.00072413]
9,[0.24821426],[0.01265015],[0.02282352],[0.75779372],[0.1349068],[0.14324208],[0.02072393],[0.01362925]
10,[0.22209237],[0.00693389],[0.02244596],[0.76307969],[0.19900088],[0.02839402],[0.00780015],[0.00221483]
11,[0.22862977],[0.00574005],[0.00285409],[0.75999707],[0.15573842],[0.10630729],[0.01346864],[0.00156299]
12,[0.24370024],[0.01235162],[0.01518266],[0.75865565],[0.13820309],[0.13347508],[0.01703371],[0.01206511]
13,[0.23771352],[0.00956899],[0.00982593],[0.7589406],[0.14453745],[0.12580812],[0.01551067],[0.00788514]
14,[0.2271511],[0.00643434],[0.02200145],[0.76367797],[0.20284314],[0.01695661],[0.00843534],[0.00137161]
15,[0.26943601],[0.02111147],[0.03540786],[0.75729745],[0.11736478],[0.15930987],[0.01928923],[0.00767677]
16,[0.26164593],[0.01767912],[0.03233062],[0.75726835],[0.12373909],[0.15540684],[0.01918122],[0.00751637]
17,[0.23252344],[0.00718403],[0.00392495],[0.75934738],[0.15059472],[0.11693392],[0.01595644],[0.00698563]
