,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.0648904],[0.00794655],[0.04566189],[0.76699882],[0.18724132],[0.04436168],[0.00098748],[0.0088745]
1,[0.0521999],[0.01061375],[0.03388905],[0.76731983],[0.17881017],[0.03980922],[0.00164291],[0.00274104]
2,[0.03523424],[0.00712886],[0.02739393],[0.76631489],[0.17773929],[0.04157179],[0.00128443],[0.00326364]
3,[0.02060408],[0.00447517],[0.01926471],[0.76561448],[0.17571841],[0.04283103],[0.00429379],[0.00627533]
4,[0.00261245],[0.00070712],[0.00114685],[0.76486041],[0.17011139],[0.0467347],[0.00035308],[0.00355353]
5,[0.01260871],[0.00173643],[0.00642399],[0.7644725],[0.16813944],[0.05141659],[0.00019004],[0.00447823]
6,[0.02309439],[0.00600274],[0.01090667],[0.76372334],[0.16842529],[0.05959792],[0.00456738],[0.00395733]
7,[0.03237608],[0.01034118],[0.01363688],[0.76301554],[0.16893347],[0.06935258],[0.00634722],[0.0044811]
8,[0.0377691],[0.01206857],[0.01694499],[0.76296867],[0.16658359],[0.0776016],[0.00952948],[0.00035098]
9,[0.04522576],[0.01692603],[0.01515224],[0.76222903],[0.16801144],[0.09014818],[0.00870202],[0.00047458]
10,[0.05342994],[0.0235437],[0.00969076],[0.76111234],[0.17161805],[0.10526895],[0.00428831],[0.00182547]
11,[0.05640833],[0.02604791],[0.00646719],[0.76098225],[0.17068686],[0.11632728],[0.01177131],[0.00018331]
12,[0.00891626],[0.00325963],[0.00939691],[0.76535103],[0.17207639],[0.04345058],[0.00303656],[0.0079093]
