,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[765.09320496],[0.00992064],[0.02578179],[0.76710203],[0.17087672],[0.04081372],[0.00441458],[0.00294466]
1,[762.3208427],[0.01829962],[0.0062412],[0.76921459],[0.15561705],[0.02925523],[0.00505139],[0.00834118]
2,[775.8957898],[0.00541938],[0.00361109],[0.76681109],[0.16034838],[0.04072258],[0.01192703],[0.00657176]
3,[785.91578192],[0.01602615],[0.01999517],[0.7640308],[0.16626414],[0.07749595],[0.00392676],[0.00531011]
4,[740.1970064],[0.02719874],[0.02630821],[0.7712912],[0.16131135],[0.02931803],[0.00829773],[0.01702887]
5,[774.3249371],[0.00596737],[0.00738085],[0.76657627],[0.16484543],[0.04046114],[0.00626063],[0.00958045]
6,[752.30996901],[0.01986419],[0.02540502],[0.76943079],[0.16455848],[0.03368874],[0.00788533],[0.01566257]
7,[779.834473],[0.00030782],[0.00964016],[0.76606639],[0.16131966],[0.04736368],[0.00545301],[0.02160327]
8,[762.53225368],[0.01296551],[0.0759551],[0.7621558],[0.21498441],[0.07484279],[0.01162701],[0.01364603]
9,[785.91578192],[0.01602615],[0.01999517],[0.7640308],[0.16626414],[0.07749595],[0.00392676],[0.00531011]
10,[795.05206797],[0.02071387],[0.00076647],[0.76168668],[0.18083479],[0.07235193],[0.00889049],[0.00463686]
11,[788.304664],[0.01494905],[0.01383658],[0.76363162],[0.16949108],[0.07072029],[0.0030101],[0.00498122]
12,[786.01149408],[0.02149156],[0.02000689],[0.76345446],[0.16826328],[0.08985632],[0.00024682],[0.0088186]
