,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
33,[20.24661291],[0.02417925],[0.02546279],[0.77657471],[0.13634954],[0.00700396],[0.01290057],[0.00775618]
34,[19.70791813],[0.00178818],[0.00053718],[0.78223952],[0.1075381],[0.03218076],[0.0127809],[0.00030362]
35,[19.88901527],[0.00694149],[0.00820343],[0.78033514],[0.11722386],[0.02371689],[0.00414736],[0.00782065]
36,[20.01004479],[0.01277564],[0.01404489],[0.77906241],[0.12369698],[0.01806037],[0.00162254],[0.01339615]
37,[19.92268135],[0.00856434],[0.00982831],[0.77998111],[0.11902445],[0.02214345],[0.00254238],[0.00570801]
38,[19.87977523],[0.00649608],[0.00775746],[0.7804323],[0.11672967],[0.02414874],[0.00458787],[0.00562033]
39,[19.37693139],[0.01774318],[0.01651218],[0.78572011],[0.08983567],[0.04764998],[0.0285602],[0.00215537]
40,[19.73427292],[0.00051776],[0.00073482],[0.78196238],[0.10894765],[0.03094903],[0.01152448],[0.01175515]
41,[19.66020002],[0.0040884],[0.00284029],[0.78274131],[0.10498595],[0.03441095],[0.01505579],[0.00563068]
42,[19.71314229],[0.00153635],[0.00028504],[0.78218458],[0.1078175],[0.0319366],[0.01253185],[0.0137677]
43,[19.33685616],[0.01967498],[0.0184464],[0.78614153],[0.08769229],[0.04952297],[0.03047073],[0.00062885]
44,[18.78115318],[0.04646229],[0.04526728],[0.7919852],[0.05797119],[0.07549468],[0.05696304],[0.00130025]
45,[21.85848266],[0.03944802],[0.03852935],[0.77166743],[0.14873127],[0.01195147],[0.02387115],[0.01504162]
46,[21.79570497],[0.03659332],[0.03567717],[0.77229451],[0.14557644],[0.00917228],[0.02105923],[0.01310507]
47,[21.55371978],[0.02558948],[0.02468306],[0.77471169],[0.1334157],[0.00154047],[0.01022029],[0.00707174]
48,[21.15733794],[0.00756473],[0.00667425],[0.77867114],[0.11349591],[0.01908841],[0.00753434],[0.00523459]
49,[20.43304966],[0.02537096],[0.02623234],[0.78590603],[0.07709749],[0.05115285],[0.03997647],[0.00140176]
50,[21.93053151],[0.04272431],[0.04180275],[0.77094773],[0.15235202],[0.01514109],[0.02709834],[0.01442586]
51,[21.91911183],[0.04220502],[0.04128392],[0.7710618],[0.15177813],[0.01463554],[0.02658683],[0.01311368]
52,[21.77260043],[0.03554268],[0.03462746],[0.7725253],[0.14441534],[0.00814944],[0.02002433],[0.01035737]
53,[21.46944936],[0.02175743],[0.0208544],[0.77555347],[0.12918077],[0.00527115],[0.00644567],[0.00970839]
54,[20.89323593],[0.00444483],[0.0053247],[0.78130924],[0.10022371],[0.03078028],[0.01936393],[0.00635376]
55,[21.9813345],[0.04503448],[0.04411088],[0.77044026],[0.15490507],[0.01739015],[0.0293739],[0.01581479]
56,[22.02744475],[0.04713126],[0.04620581],[0.76997967],[0.1572223],[0.01943147],[0.03143925],[0.01526249]
57,[21.90613918],[0.04161511],[0.04069453],[0.77119139],[0.1511262],[0.01406124],[0.02600577],[0.01211946]
58,[21.65789002],[0.03032643],[0.02941583],[0.77367114],[0.13865068],[0.00307118],[0.01488626],[0.01140081]
59,[21.22304402],[0.0105526],[0.00965947],[0.7780148],[0.11679791],[0.01617958],[0.00459125],[0.01068736]
60,[21.9958082],[0.04569265],[0.04476846],[0.77029569],[0.15563243],[0.01803091],[0.0300222],[0.01664482]
61,[22.05665842],[0.0484597],[0.04753307],[0.76968786],[0.1586904],[0.02072476],[0.03274779],[0.01636013]
62,[21.98273702],[0.04509826],[0.0441746],[0.77042625],[0.15497555],[0.01745224],[0.02943672],[0.01443652]
63,[21.8135467],[0.03740464],[0.03648778],[0.77211629],[0.14647306],[0.00996214],[0.02185839],[0.0135282]
64,[21.42305435],[0.01964771],[0.01874654],[0.7760169],[0.12684923],[0.00732507],[0.00436756],[0.00994663]
65,[22.01326097],[0.04648628],[0.04556139],[0.77012135],[0.15650951],[0.01880355],[0.03080394],[0.02048011]
66,[22.01576244],[0.04660003],[0.04567504],[0.77009636],[0.15663522],[0.01891429],[0.03091598],[0.01803521]
67,[21.93096328],[0.04274394],[0.04182236],[0.77094342],[0.15237371],[0.01516021],[0.02711768],[0.0144628]
68,[21.81735169],[0.03757766],[0.03666065],[0.77207828],[0.14666427],[0.01013059],[0.02202882],[0.01181042]
69,[21.55732225],[0.02575329],[0.02484673],[0.77467571],[0.13359674],[0.00138099],[0.01038165],[0.01127257]
70,[21.9168339],[0.04210143],[0.04118042],[0.77108456],[0.15166366],[0.01453469],[0.0264848],[0.0227196]
71,[21.88065273],[0.04045616],[0.0395366],[0.77144597],[0.14984541],[0.01293294],[0.02486418],[0.01822635]
72,[21.77002185],[0.03542542],[0.03451031],[0.77255106],[0.14428576],[0.00803528],[0.01990884],[0.01283795]
73,[21.70637503],[0.0325312],[0.03161865],[0.77318682],[0.14108725],[0.00521762],[0.01705798],[0.0102373]
74,[21.44602029],[0.02069204],[0.01978995],[0.7757875],[0.12800337],[0.00630836],[0.00539624],[0.00711268]
75,[21.6733629],[0.03103003],[0.03011881],[0.77351658],[0.13942825],[0.00375616],[0.01557931],[0.01993586]
76,[21.70563513],[0.03249755],[0.03158503],[0.77319421],[0.14105006],[0.00518486],[0.01702484],[0.01743517]
77,[21.64380529],[0.02968595],[0.02877592],[0.77381183],[0.13794286],[0.00244764],[0.01425538],[0.01321521]
78,[21.60195802],[0.02778303],[0.02687467],[0.77422984],[0.13583987],[0.00059505],[0.01238096],[0.01128852]
79,[21.31411337],[0.01469381],[0.01379702],[0.77710511],[0.12137451],[0.01214791],[0.0005121],[0.00550731]
80,[21.41413287],[0.01924202],[0.01834121],[0.77610602],[0.12640089],[0.00772002],[0.00396795],[0.01760996]
81,[21.50036543],[0.02316329],[0.02225901],[0.77524465],[0.13073443],[0.00390248],[0.00783046],[0.01830425]
82,[21.30946112],[0.01448226],[0.01358566],[0.77715158],[0.12114071],[0.01235387],[0.00072048],[0.00939472]
83,[21.26202009],[0.01232496],[0.01143027],[0.77762547],[0.11875661],[0.0144541],[0.00284545],[0.00898685]
84,[21.08051926],[0.00407154],[0.00318414],[0.77943848],[0.10963546],[0.02248919],[0.01097518],[0.00632806]
85,[21.21229885],[0.01006398],[0.00917128],[0.77812213],[0.11625792],[0.01665527],[0.00507255],[0.01326172]
86,[21.17472528],[0.00835539],[0.0074642],[0.77849745],[0.11436969],[0.01831866],[0.00675553],[0.01363625]
87,[20.97523302],[0.00071616],[0.00159933],[0.78049018],[0.1043444],[0.02715024],[0.01569114],[0.00991499]
88,[20.65752409],[0.01516339],[0.01603379],[0.78366376],[0.08837824],[0.04121531],[0.02992187],[0.00571202]
89,[23.01808609],[0.03851563],[0.0358971],[0.77059842],[0.14311809],[0.01772146],[0.01744465],[0.01238788]
90,[22.99533392],[0.03753185],[0.0349158],[0.77081573],[0.14203522],[0.01675738],[0.01648083],[0.01176662]
91,[22.82237166],[0.03005315],[0.02745596],[0.77246773],[0.13380325],[0.00942843],[0.00915387],[0.00778496]
92,[22.50100961],[0.01615781],[0.01359565],[0.77553712],[0.11850833],[0.00418868],[0.00445954],[0.00403244]
93,[21.98839135],[0.00600724],[0.00851351],[0.78043324],[0.09411074],[0.02590992],[0.02617487],[0.01772909]
94,[23.09446621],[0.04181822],[0.03919136],[0.7698689],[0.14675333],[0.02095793],[0.02068023],[0.01403005]
95,[23.11916307],[0.04288608],[0.04025653],[0.76963301],[0.14792875],[0.02200441],[0.02172643],[0.0135953]
96,[23.00041743],[0.03775165],[0.03513505],[0.77076718],[0.14227717],[0.01697279],[0.01669618],[0.0100363]
97,[22.74339518],[0.02663829],[0.02404971],[0.77322205],[0.13004444],[0.00608195],[0.0058083],[0.00843373]
98,[22.34700319],[0.00949874],[0.00695337],[0.77700807],[0.11117854],[0.01071442],[0.0109835],[0.00686203]
99,[23.09820585],[0.04197992],[0.03935265],[0.76983318],[0.14693132],[0.02111639],[0.02083865],[0.01388457]
100,[23.17219079],[0.04517894],[0.04254361],[0.76912654],[0.15045256],[0.02425136],[0.02397277],[0.01304976]
101,[23.09711222],[0.04193263],[0.03930548],[0.76984363],[0.14687927],[0.02107005],[0.02079232],[0.01060142]
102,[22.9115242],[0.03390801],[0.03130109],[0.77161621],[0.13804638],[0.0132061],[0.01293052],[0.00976373]
103,[22.58175567],[0.01964918],[0.01707822],[0.7747659],[0.12235136],[0.00076722],[0.00103901],[0.00048366]
104,[23.0982263],[0.0419808],[0.03935353],[0.76983299],[0.14693229],[0.02111726],[0.02083952],[0.01462695]
105,[23.22911172],[0.04764014],[0.04499861],[0.76858287],[0.15316166],[0.02666328],[0.02638403],[0.01515405]
106,[23.17438477],[0.04527381],[0.04263824],[0.76910558],[0.15055698],[0.02434433],[0.02406571],[0.01229706]
107,[23.03922681],[0.03942973],[0.03680889],[0.7703965],[0.14412426],[0.01861726],[0.0183402],[0.01171226]
108,[22.75681358],[0.02721849],[0.02462844],[0.77309389],[0.13068307],[0.00665053],[0.00637673],[0.00605653]
109,[23.06668541],[0.04061701],[0.03799318],[0.77013424],[0.14543113],[0.01978077],[0.01950339],[0.01470234]
110,[23.25664127],[0.04883049],[0.04618595],[0.76831993],[0.1544719],[0.02782979],[0.02755023],[0.01683039]
111,[23.20762813],[0.04671122],[0.04407202],[0.76878807],[0.15213917],[0.02575295],[0.02547395],[0.01448962]
112,[23.04242995],[0.03956823],[0.03694704],[0.77036591],[0.14427671],[0.01875299],[0.01847589],[0.01141747]
113,[22.87888513],[0.03249673],[0.02989338],[0.77192796],[0.13649295],[0.01182308],[0.01154787],[0.01140851]
114,[23.02657617],[0.03888273],[0.03626327],[0.77051733],[0.14352217],[0.01808122],[0.0178043],[0.0177906]
115,[23.25541992],[0.04877768],[0.04613327],[0.7683316],[0.15441377],[0.02777804],[0.02749849],[0.02042774]
116,[23.16331226],[0.04479505],[0.04216068],[0.76921134],[0.15002999],[0.02387515],[0.02359666],[0.01647692]
117,[22.95735676],[0.03588976],[0.03327785],[0.77117846],[0.14022774],[0.01514817],[0.01487206],[0.01170928]
118,[22.76344772],[0.02750534],[0.02491457],[0.77303052],[0.13099882],[0.00693164],[0.00665776],[0.00883779]
119,[22.93353403],[0.03485969],[0.03225038],[0.77140599],[0.13909392],[0.01413873],[0.01386289],[0.02083189]
120,[23.13034576],[0.04336961],[0.04073884],[0.76952621],[0.14846098],[0.02247826],[0.02220015],[0.02058289]
121,[23.0337963],[0.03919492],[0.03657467],[0.77044837],[0.1438658],[0.01838716],[0.01811016],[0.01592024]
122,[22.87319901],[0.03225087],[0.02964813],[0.77198227],[0.13622233],[0.01158215],[0.011307],[0.01134267]
123,[22.65915684],[0.02299592],[0.02041652],[0.77402663],[0.12603519],[0.00251251],[0.00223983],[0.00770927]
124,[22.89783487],[0.0333161],[0.03071068],[0.77174696],[0.13739485],[0.01262604],[0.01235061],[0.02057633]
125,[22.92368588],[0.03443386],[0.03182563],[0.77150006],[0.1386252],[0.01372143],[0.01344571],[0.02018539]
126,[22.60656646],[0.02072197],[0.0181483],[0.77452893],[0.1235322],[0.00028409],[1.20178703e-05],[0.01150205]
127,[22.4664543],[0.01466367],[0.01210528],[0.77586717],[0.1168637],[0.0056529],[0.00592336],[0.00793579]
128,[22.27998241],[0.00660083],[0.00406277],[0.7776482],[0.10798874],[0.0135543],[0.01382261],[0.01215821]
129,[22.64281926],[0.0222895],[0.01971188],[0.77418267],[0.12525762],[0.00182024],[0.00154774],[0.01898584]
130,[22.50358217],[0.01626904],[0.01370661],[0.77551255],[0.11863076],[0.00407968],[0.00435056],[0.01036037]
131,[22.34383473],[0.00936174],[0.00681672],[0.77703833],[0.11102774],[0.01084868],[0.01111772],[0.008316]
132,[22.14439199],[0.00073805],[0.00178522],[0.77894325],[0.10153545],[0.01929969],[0.01956643],[0.00056171]
133,[24.2047663],[0.03078908],[0.03280645],[0.77104034],[0.12876586],[0.02672699],[0.01329892],[0.01543715]
134,[24.32665745],[0.03577402],[0.03780114],[0.76993309],[0.13422462],[0.03169228],[0.01819927],[0.01443395]
135,[24.24506216],[0.03243705],[0.03445764],[0.7706743],[0.13057047],[0.02836846],[0.01491892],[0.01207811]
136,[24.05304505],[0.0245842],[0.02658942],[0.77241858],[0.12197121],[0.02054656],[0.00719932],[0.00866364]
137,[23.69130511],[0.00979027],[0.01176654],[0.77570462],[0.10577111],[0.00581093],[0.00734359],[0.00726231]
138,[24.26036436],[0.03306285],[0.03508467],[0.77053529],[0.13125576],[0.0289918],[0.01553411],[0.01732105]
139,[24.44577909],[0.04064568],[0.04268234],[0.76885099],[0.13955934],[0.03654475],[0.02298828],[0.01532423]
140,[24.41948142],[0.0395702],[0.04160475],[0.76908987],[0.13838163],[0.03547351],[0.02193104],[0.01433841]
141,[24.25068397],[0.03266696],[0.034688],[0.77062323],[0.13082223],[0.02859747],[0.01514493],[0.01063811]
142,[23.94073118],[0.01999095],[0.02198718],[0.77343883],[0.11694136],[0.01597141],[0.002684],[0.01201042]
143,[24.25296647],[0.03276031],[0.03478153],[0.77060249],[0.13092445],[0.02869045],[0.0152367],[0.01778722]
144,[24.50721191],[0.04315808],[0.04519965],[0.76829293],[0.14231054],[0.03904724],[0.02545804],[0.01665726]
145,[24.51705264],[0.04356053],[0.04560289],[0.76820354],[0.14275124],[0.03944811],[0.02585367],[0.01527645]
146,[24.39199182],[0.03844597],[0.04047832],[0.76933959],[0.13715054],[0.0343537],[0.02082589],[0.01211851]
147,[24.12694854],[0.0276066],[0.02961774],[0.77174724],[0.12528089],[0.02355705],[0.01017044],[0.01305652]
148,[24.18494728],[0.02997855],[0.03199433],[0.77122038],[0.12787829],[0.02591966],[0.01250214],[0.01799719]
149,[24.51245875],[0.04337266],[0.04541465],[0.76824527],[0.14254551],[0.03926098],[0.02566898],[0.01699698]
150,[24.58011636],[0.04613962],[0.04818703],[0.76763067],[0.14557548],[0.04201704],[0.028389],[0.01601334]
151,[24.48438603],[0.04222458],[0.04426432],[0.76850028],[0.14128831],[0.03811742],[0.02454038],[0.01323864]
152,[24.25463728],[0.03282864],[0.03484999],[0.77058732],[0.13099928],[0.02875851],[0.01530387],[0.01509029]
153,[24.09244927],[0.0261957],[0.02820408],[0.77206063],[0.12373588],[0.02215171],[0.00878348],[0.01779284]
154,[24.47549432],[0.04186094],[0.04389997],[0.76858105],[0.1408901],[0.03775521],[0.02418291],[0.01632883]
155,[24.60544019],[0.04717528],[0.04922472],[0.76740063],[0.14670957],[0.04304862],[0.02940708],[0.01647705]
156,[24.53176699],[0.0441623],[0.04620584],[0.76806987],[0.14341021],[0.04004751],[0.02644522],[0.01444784]
157,[24.35507784],[0.03693631],[0.03896571],[0.76967492],[0.13549739],[0.03285],[0.01934185],[0.01754507]
158,[24.42091131],[0.03962868],[0.04166334],[0.76907689],[0.13844567],[0.03553175],[0.02198853],[0.01630422]
159,[24.61546889],[0.04758542],[0.04963566],[0.76730953],[0.1471587],[0.04345714],[0.02981026],[0.01749117]
160,[24.55980555],[0.04530898],[0.04735476],[0.76781517],[0.14466588],[0.04118967],[0.02757245],[0.0163558]
161,[24.28382057],[0.03402213],[0.03604583],[0.77032222],[0.13230622],[0.0299473],[0.01647711],[0.0157201]
162,[23.78706304],[0.01370644],[0.01569038],[0.77483475],[0.11005951],[0.00971167],[0.00349387],[0.01904147]
163,[24.34105568],[0.03636285],[0.03839113],[0.76980229],[0.13486942],[0.0322788],[0.01877812],[0.01718477]
164,[24.58181265],[0.04620899],[0.04825654],[0.76761526],[0.14565144],[0.04208614],[0.02845719],[0.02040633]
165,[24.48639984],[0.04230694],[0.04434684],[0.76848199],[0.14137849],[0.03819946],[0.02462134],[0.01666256]
166,[24.20646558],[0.03085858],[0.03287608],[0.77102491],[0.12884197],[0.02679621],[0.01336724],[0.01583158]
167,[24.43485641],[0.04019898],[0.04223477],[0.76895021],[0.13907018],[0.03609981],[0.02254916],[0.0203167]
168,[24.07823963],[0.02561457],[0.02762181],[0.77218971],[0.12309952],[0.02157287],[0.00821221],[0.01474281]
169,[23.24943382],[0.00828076],[0.00633986],[0.77971857],[0.08598242],[0.01218889],[0.025108],[0.01703685]
170,[23.98485258],[0.02179536],[0.02379513],[0.77303804],[0.11891729],[0.01776871],[0.0044578],[0.01963711]
171,[24.21857359],[0.03135375],[0.03337223],[0.77091492],[0.12938421],[0.02728944],[0.01385401],[0.02054899]
172,[24.2359528],[0.0320645],[0.03408437],[0.77075705],[0.13016252],[0.02799739],[0.0145527],[0.01956575]
173,[23.77959807],[0.01340115],[0.01538449],[0.77490256],[0.1097252],[0.00940758],[0.00379398],[0.01079373]
