,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.65780855],[0.02249193],[0.00821813],[0.75930238],[0.23118134],[0.02711634],[0.00846351],[0.00205474]
1,[0.63859847],[0.00420836],[0.025245],[0.76240545],[0.19481017],[0.04057156],[0.01924599],[0.00554775]
2,[0.61250688],[0.00103979],[0.01102024],[0.7598873],[0.17339239],[0.08976013],[0.01134431],[0.0022034]
3,[0.62133993],[0.00604602],[0.02421454],[0.76249782],[0.16925397],[0.06874341],[0.00530524],[0.0018978]
4,[0.67732461],[0.00823664],[0.03751397],[0.76652874],[0.19896782],[0.01201131],[0.00879505],[0.02459271]
5,[0.60272278],[0.01142523],[0.00647881],[0.75643585],[0.18149226],[0.11436109],[0.01951344],[0.00914196]
6,[0.58923814],[0.01964431],[0.02245688],[0.75837841],[0.12519386],[0.14558355],[0.01582105],[0.00697416]
7,[0.62800068],[0.00639605],[0.02957387],[0.76344041],[0.17316062],[0.05506539],[0.01388984],[0.00152062]
8,[0.62984108],[0.00758862],[0.01963787],[0.7609078],[0.19419153],[0.05670393],[0.02206151],[0.01386995]
9,[0.58721626],[0.0064831],[0.02865308],[0.75601786],[0.14322796],[0.15162434],[0.02503997],[0.01780321]
10,[0.63794738],[0.02873708],[0.00252199],[0.75718487],[0.22883323],[0.0539815],[0.02386278],[0.03518983]
11,[0.60531618],[0.00852112],[0.00564646],[0.76028104],[0.15437096],[0.10499831],[0.00997844],[0.0023979]
12,[0.59454967],[0.01505726],[0.01197532],[0.7590291],[0.13644185],[0.13172115],[0.01542807],[0.00715983]
13,[0.59498711],[0.00606865],[0.01310284],[0.75776853],[0.15010238],[0.13128198],[0.01954136],[0.01138834]
14,[0.65728016],[0.00235401],[0.03276485],[0.76493227],[0.19645894],[0.01155902],[0.00270962],[0.00970501]
15,[0.57643218],[0.00375652],[0.05287623],[0.7527987],[0.13807635],[0.18079893],[0.03352881],[0.00185191]
16,[0.58469007],[0.01635488],[0.03294312],[0.75672754],[0.12624281],[0.15798111],[0.01923147],[0.00294354]
17,[0.5998291],[0.00694187],[0.00402237],[0.75893626],[0.15256031],[0.118842],[0.01790518],[0.00582954]
