,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.76153644],[0.03416174],[0.00245811],[0.76612163],[0.10895778],[0.09268578],[0.0161557],[0.01814774]
1,[0.75764573],[0.05103486],[0.01381754],[0.76230573],[0.12705126],[0.11051377],[0.03273505],[0.01388685]
2,[0.76127498],[0.03529563],[0.00136437],[0.7658652],[0.11017368],[0.09388384],[0.01726985],[0.02716372]
3,[0.76424793],[0.0224026],[0.01380085],[0.76878099],[0.09634816],[0.08026119],[0.00460131],[0.12486541]
4,[0.76360968],[0.02517058],[0.01113088],[0.76815501],[0.09931634],[0.08318581],[0.0073211],[0.00912884]
5,[0.76920519],[0.00090414],[0.03453805],[0.77364293],[0.07329482],[0.05754611],[0.01652284],[0.84195985]
6,[0.75628956],[0.05691625],[0.01949066],[0.76097564],[0.13335802],[0.11672799],[0.03851403],[0.03001128]
7,[0.76060966],[0.03818094],[0.00141878],[0.76521268],[0.11326768],[0.09693244],[0.02010493],[0.02058356]
8,[0.76079831],[0.03736283],[0.00062963],[0.7653977],[0.11239039],[0.09606803],[0.01930106],[0.05342836]
9,[0.75666232],[0.05529968],[0.01793133],[0.76134123],[0.13162453],[0.11501994],[0.03692561],[0.03722271]
10,[0.76362941],[0.02508501],[0.01121343],[0.76817436],[0.09922457],[0.08309539],[0.00723701],[0.02351247]
11,[0.75822077],[0.04854104],[0.01141202],[0.76286972],[0.12437707],[0.10787882],[0.03028465],[0.01843385]
12,[0.75804109],[0.04932028],[0.01216367],[0.76269349],[0.12521267],[0.10870216],[0.03105032],[0.05107936]
13,[0.76358396],[0.02528212],[0.0110233],[0.76812978],[0.09943594],[0.08330366],[0.00743069],[0.00625496]
14,[0.77626444],[0.02971024],[0.06406837],[0.78056645],[0.04046624],[0.02519923],[0.04660419],[0.26405376]
15,[0.75580424],[0.05902096],[0.02152085],[0.76049966],[0.13561496],[0.11895181],[0.0405821],[0.02066525]
16,[0.76025742],[0.03970855],[0.00289229],[0.76486721],[0.11490577],[0.09854649],[0.02160594],[0.00895612]
17,[0.76822349],[0.00516153],[0.03043141],[0.77268011],[0.07786013],[0.06204443],[0.01233957],[0.0038716]
18,[0.75925451],[0.04405792],[0.00708765],[0.76388359],[0.11956971],[0.103142],[0.02587958],[0.01775614]
19,[0.76258181],[0.02962822],[0.00683109],[0.7671469],[0.10409637],[0.08789571],[0.01170112],[0.00809814]
20,[0.75912305],[0.04462805],[0.00763759],[0.76375465],[0.12018107],[0.10374439],[0.02643978],[0.01633506]
21,[0.75962424],[0.04245449],[0.005541],[0.76424621],[0.11785031],[0.10144783],[0.02430407],[0.00829262]
22,[0.76228494],[0.03091564],[0.00558926],[0.76685575],[0.10547691],[0.08925598],[0.01296612],[0.00685317]
23,[0.75640826],[0.05640147],[0.01899411],[0.76109206],[0.13280601],[0.11618408],[0.03800822],[0.01333686]
24,[0.75854252],[0.04714566],[0.01006605],[0.76318529],[0.12288077],[0.10640448],[0.02891356],[0.0088957]
25,[0.75824339],[0.04844293],[0.01131738],[0.76289191],[0.12427186],[0.10777516],[0.03018824],[0.01535733]
26,[0.75652483],[0.05589591],[0.01850646],[0.76120639],[0.13226389],[0.11564991],[0.03751146],[0.01669176]
27,[0.75671332],[0.0550785],[0.01771798],[0.76139125],[0.13138735],[0.11478624],[0.03670828],[0.02095564]
28,[0.76079943],[0.03735796],[0.00062494],[0.7653988],[0.11238517],[0.09606288],[0.01929628],[0.02614914]
29,[0.76668427],[0.01183677],[0.02399254],[0.77117048],[0.08501816],[0.06909743],[0.00578056],[0.00528186]
30,[0.76100724],[0.03645675],[0.00024436],[0.76560261],[0.11141878],[0.09511067],[0.01841076],[0.02516226]
31,[0.75855427],[0.0470947],[0.0100169],[0.76319681],[0.12282613],[0.10635063],[0.02886349],[0.02062547]
32,[0.75677179],[0.05482492],[0.01747338],[0.7614486],[0.13111543],[0.11451831],[0.03645911],[0.05195123]
33,[0.76882109],[0.00256986],[0.03293132],[0.77326622],[0.07508101],[0.05930609],[0.01488613],[0.00179725]
34,[0.75708826],[0.05345248],[0.01614954],[0.76175898],[0.12964373],[0.1130682],[0.03511057],[0.01305717]
35,[0.75599841],[0.0581789],[0.0207086],[0.76069009],[0.13471199],[0.1180621],[0.0397547],[0.03731024]
36,[0.75642371],[0.05633447],[0.01892948],[0.76110721],[0.13273416],[0.11611328],[0.03794238],[0.01568088]
37,[0.75927074],[0.04398754],[0.00701976],[0.7638995],[0.11949423],[0.10306763],[0.02581042],[0.00678309]
38,[0.75742573],[0.05198893],[0.01473781],[0.76208997],[0.12807432],[0.11152182],[0.0336725],[0.01582794]
39,[0.76317481],[0.02705649],[0.00931176],[0.7677285],[0.10133865],[0.08517844],[0.00917417],[0.07513322]
40,[0.76257376],[0.0296631],[0.00679745],[0.76713901],[0.10413378],[0.08793256],[0.01173539],[0.00780992]
41,[0.75717116],[0.05309294],[0.01580273],[0.76184029],[0.12925818],[0.11268831],[0.03475729],[0.00721681]
42,[0.76289818],[0.02825616],[0.00815457],[0.7674572],[0.10262508],[0.086446],[0.01035295],[0.01971247]
43,[0.76514936],[0.01849331],[0.01757171],[0.76966509],[0.09215613],[0.07613067],[0.00076009],[0.00935254]
44,[0.75770941],[0.0507587],[0.01355115],[0.76236819],[0.12675512],[0.11022198],[0.03246369],[0.0074152]
45,[0.75555617],[0.06009681],[0.02255859],[0.76025635],[0.13676861],[0.12008854],[0.04163921],[0.01465874]
46,[0.75725906],[0.05271176],[0.01543505],[0.7619265],[0.12884944],[0.11228557],[0.03438275],[0.05177484]
47,[0.75561392],[0.05984635],[0.02231701],[0.76031299],[0.13650004],[0.11982391],[0.04139311],[0.02148009]
48,[0.76509682],[0.01872119],[0.0173519],[0.76961355],[0.09240049],[0.07637144],[0.00098399],[0.00586062]
49,[0.76581877],[0.01559024],[0.02037198],[0.77032163],[0.0890431],[0.07306331],[0.00209244],[0.02253664]
50,[0.76007305],[0.0405081],[0.00366353],[0.76468639],[0.11576315],[0.09939129],[0.02239157],[0.01674771]
51,[0.76117186],[0.03574282],[0.00093301],[0.76576407],[0.11065322],[0.09435634],[0.01770926],[0.0072697]
52,[0.7579827],[0.04957349],[0.01240791],[0.76263623],[0.12548419],[0.10896969],[0.03129911],[0.08971731]
53,[0.76086565],[0.0370708],[0.00034795],[0.76546374],[0.11207724],[0.09575947],[0.01901412],[0.02700921]
54,[0.75619884],[0.05730967],[0.01987015],[0.76088667],[0.13377989],[0.11714367],[0.0389006],[0.01642563]
55,[0.77228918],[0.01247045],[0.04743904],[0.77666763],[0.0589529],[0.04341464],[0.02966456],[0.0210905]
56,[0.76098014],[0.03657429],[0.00013098],[0.76557603],[0.11154482],[0.09523486],[0.01852625],[0.01298289]
57,[0.7719153],[0.01084899],[0.045875],[0.77630093],[0.06069164],[0.04512786],[0.02807134],[0.00261278]
58,[0.75607728],[0.05783684],[0.02037865],[0.76076745],[0.13434519],[0.11770067],[0.03941859],[0.01897937]
59,[0.76155976],[0.03406058],[0.00255569],[0.76614451],[0.1088493],[0.0925789],[0.0160563],[0.00534206]
60,[0.75607516],[0.05784604],[0.02038753],[0.76076537],[0.13435506],[0.1177104],[0.03942763],[0.01629793]
61,[0.76180563],[0.03299434],[0.00358417],[0.76638565],[0.10770594],[0.09145231],[0.01500863],[0.02288138]
62,[0.75684711],[0.05449828],[0.01715831],[0.76152247],[0.13076517],[0.11417318],[0.03613816],[0.00793524]
63,[0.76144745],[0.03454764],[0.00208587],[0.76603436],[0.10937159],[0.09309352],[0.01653489],[0.01353574]
64,[0.76309625],[0.02739717],[0.00898314],[0.76765146],[0.10170396],[0.0855384],[0.00950892],[0.01593707]
65,[0.75948544],[0.04305643],[0.00612162],[0.76411008],[0.11849579],[0.10208383],[0.02489553],[0.0210842]
66,[0.76396497],[0.02362977],[0.01261713],[0.76850347],[0.09766409],[0.0815578],[0.00580711],[0.02003298]
67,[0.7561524],[0.05751109],[0.02006444],[0.76084112],[0.13399588],[0.11735649],[0.03909851],[0.02100632]
68,[0.7572826],[0.05260967],[0.01533658],[0.76194959],[0.12873997],[0.1121777],[0.03428244],[0.018767]
69,[0.75779168],[0.0504019],[0.01320699],[0.76244888],[0.12637252],[0.10984499],[0.03211311],[0.03255535]
70,[0.76137201],[0.03487481],[0.00177029],[0.76596037],[0.10972242],[0.09343921],[0.01685636],[0.04641441]
71,[0.75809548],[0.0490844],[0.01193613],[0.76274684],[0.12495972],[0.10845292],[0.03081854],[0.00604806]
72,[0.76242567],[0.03030536],[0.00617793],[0.76699376],[0.10482249],[0.08861117],[0.01236647],[0.01177805]
73,[0.75680903],[0.0546634],[0.01731759],[0.76148513],[0.13094223],[0.11434765],[0.03630041],[0.05312383]
74,[0.75588632],[0.05866499],[0.02117748],[0.76058016],[0.13523323],[0.11857569],[0.04023232],[0.01801091]
75,[0.75789711],[0.04994468],[0.01276596],[0.76255228],[0.12588223],[0.1093619],[0.03166385],[0.0061823]
76,[0.7591393],[0.04455759],[0.00756963],[0.76377058],[0.12010552],[0.10366995],[0.02637055],[0.00915079]
77,[0.76383313],[0.02420153],[0.01206562],[0.76837416],[0.0982772],[0.08216192],[0.00636892],[0.01096169]
78,[0.76174955],[0.03323753],[0.00334959],[0.76633065],[0.10796673],[0.09170927],[0.01524758],[0.02766755]
