,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.69967178],[0.00483405],[0.02112317],[0.7624404],[0.18188915],[0.07555339],[0.00181472],[0.00391871]
1,[0.63079945],[0.01137261],[0.0034831],[0.7587976],[0.18178352],[0.11019056],[0.01160015],[0.00038813]
2,[0.52571839],[0.00444117],[0.00620251],[0.76038846],[0.15628612],[0.11746967],[0.01088683],[0.00224507]
3,[0.49010684],[0.00176997],[0.01781927],[0.75865342],[0.1561265],[0.1317035],[0.01721537],[0.00339156]
4,[0.73742973],[0.00426734],[0.02991171],[0.76351206],[0.18532053],[0.06055663],[0.01015821],[0.00083474]
5,[0.80160296],[0.01924903],[0.02287017],[0.76082496],[0.20729898],[0.06158336],[0.01941302],[0.01411648]
6,[0.91133666],[0.03971725],[0.0147397],[0.75724287],[0.2406526],[0.0532296],[0.02069984],[0.03583616]
7,[0.67193572],[0.01193862],[0.00525893],[0.75973742],[0.18626544],[0.09726164],[0.01080392],[0.00224276]
8,[0.89564935],[0.0132482],[0.04354142],[0.76368803],[0.21362939],[0.01279579],[0.00335339],[0.00739561]
9,[0.40809555],[0.00448752],[0.03164109],[0.75719645],[0.14698781],[0.14874629],[0.02251335],[0.00678893]
10,[0.43464715],[0.01286097],[0.01495878],[0.76027298],[0.14022598],[0.12948207],[0.01032871],[0.00387314]
11,[0.83456771],[0.01706779],[0.03122067],[0.76202858],[0.20912139],[0.04461726],[0.01436275],[0.00808496]
12,[0.57248717],[4.54896803e-06],[0.00149208],[0.76042058],[0.16487928],[0.11043659],[0.01090754],[0.00212526]
13,[0.35131575],[0.01807342],[0.02504176],[0.75951612],[0.12863007],[0.14189453],[0.01140472],[0.0059835]
14,[0.97133993],[0.03697624],[0.02387269],[0.75813044],[0.24676373],[0.0235062],[0.00476298],[0.00238777]
