,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.63932688],[0.00958682],[0.01158121],[0.76281604],[0.20873984],[0.01837874],[0.01555228],[0.00161692]
1,[0.63122939],[0.0061094],[0.017306],[0.76322265],[0.2000599],[0.02434734],[0.01325996],[0.00205808]
2,[0.62242196],[0.00599378],[0.01877205],[0.76268975],[0.19543676],[0.03488269],[0.01216125],[0.00239222]
3,[0.61400692],[0.00615053],[0.01860999],[0.76197107],[0.19119717],[0.04676624],[0.01477507],[0.0040717]
4,[0.60689305],[0.00424011],[0.01886492],[0.76164703],[0.18460302],[0.05731678],[0.01153439],[0.00331014]
5,[0.59993102],[0.00325076],[0.01657088],[0.76103438],[0.17921541],[0.06934472],[0.01554627],[0.00422331]
6,[0.59383737],[0.00133791],[0.01365628],[0.76059244],[0.17287946],[0.08059361],[0.01331904],[0.00416698]
7,[0.58832555],[0.00079157],[0.00968672],[0.76017236],[0.16644623],[0.09152105],[0.01599729],[0.00399489]
8,[0.58252766],[0.00109563],[0.00294819],[0.75929835],[0.16230481],[0.10414826],[0.01742173],[0.00656373]
9,[0.57882229],[0.00531239],[0.00049885],[0.75936657],[0.15378668],[0.1119566],[0.01577879],[0.00245049]
10,[0.57454338],[0.0071274],[0.00666158],[0.75886564],[0.14824071],[0.12181498],[0.01565023],[0.00517159]
11,[0.57012965],[0.00769014],[0.01416994],[0.75807809],[0.14431912],[0.13241855],[0.01853788],[0.00765178]
12,[0.56688563],[0.01007392],[0.0196933],[0.75775972],[0.13847571],[0.14022544],[0.01881694],[0.00968123]
13,[0.65909684],[0.0107378],[0.00491288],[0.76279312],[0.21914903],[0.00367843],[0.00895579],[0.00646304]
14,[0.56375095],[0.01187771],[0.02553696],[0.75733149],[0.13348035],[0.14795178],[0.01856366],[0.01193364]
15,[0.6491257],[0.00973173],[0.00863903],[0.76301264],[0.21344349],[0.01014734],[0.01283587],[0.00723178]
16,[0.5608328],[0.01341143],[0.03129423],[0.75687243],[0.12897006],[0.15525737],[0.02022345],[0.01222866]
17,[0.55890847],[0.01646559],[0.03502619],[0.75682761],[0.12289443],[0.16005593],[0.01797838],[0.00196755]
