,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[0.33179061],[0.03947185],[0.02678681],[0.75818292],[0.24804094],[0.02875936],[0.0022165],[0.00022002]
1,[0.35574155],[0.00620982],[0.0539815],[0.76588643],[0.20355577],[0.00949697],[0.0140061],[0.01633864]
2,[0.35320275],[0.01515598],[0.0403784],[0.76348316],[0.20973529],[0.0329318],[0.02434734],[0.01133754]
3,[0.35958595],[0.01094206],[0.03794278],[0.76391332],[0.20030439],[0.04343149],[0.01899364],[0.00900623]
4,[0.36676124],[0.00613494],[0.03499205],[0.76430506],[0.19032212],[0.05328374],[0.01873481],[0.0134315]
5,[0.36962005],[0.00877756],[0.02398993],[0.76281343],[0.18929489],[0.07073651],[0.01489478],[0.00125181]
6,[0.37659293],[0.00533529],[0.01823362],[0.76265042],[0.18124267],[0.08134192],[0.02324156],[0.00612669]
7,[0.37335938],[0.01884407],[0.00453852],[0.75840358],[0.19322667],[0.10977438],[0.01129983],[0.00082008]
8,[0.38645945],[0.00612219],[0.00156714],[0.76033135],[0.17465256],[0.10899079],[0.01706763],[0.0166771]
9,[0.39603979],[0.00076117],[0.00412225],[0.76086734],[0.16313564],[0.11366586],[0.0156984],[0.01457247]
10,[0.40225252],[0.00198616],[0.01202645],[0.76005419],[0.15840524],[0.12378752],[0.0173492],[0.01340219]
11,[0.41055303],[0.00666239],[0.01600155],[0.76008817],[0.14986064],[0.12918431],[0.01773609],[0.01633987]
12,[0.41774657],[0.0095165],[0.0213245],[0.75971271],[0.14361938],[0.13580952],[0.01751205],[0.01388016]
13,[0.42657288],[0.01525871],[0.02310545],[0.76007848],[0.13423636],[0.13829798],[0.02379383],[0.0205069]
14,[0.43142329],[0.01429688],[0.03130064],[0.75885401],[0.13275234],[0.14778069],[0.02074347],[0.01709451]
