,farseer,chinchilla,kaplan,farseer_default,chinchilla_default,kaplan_default,rf_ND,rf_all
0,[25805.92405401],[0.25191541],[0.27686025],[0.76698879],[0.15069558],[0.0363894],[0.26663357],[0.03281634]
1,[24922.3829315],[0.20905409],[0.23314491],[0.7749663],[0.11129969],[0.00090695],[0.22326835],[0.04010164]
2,[25779.24042486],[0.25062096],[0.27554001],[0.76722972],[0.1495058],[0.0353178],[0.2653239],[0.0373577]
3,[24566.12809849],[0.19177187],[0.21551833],[0.77818293],[0.09541477],[0.01340001],[0.20578295],[0.04041723]
4,[8709.11686133],[0.57746497],[0.56904581],[0.92135619],[0.61162776],[0.65020733],[0.57249743],[0.53526348]
5,[25850.15506077],[0.25406109],[0.27904869],[0.76658943],[0.15266778],[0.03816568],[0.26880448],[0.04047855]
6,[25568.67543927],[0.24040628],[0.2651218],[0.76913091],[0.14011699],[0.02686164],[0.25498913],[0.03169076]
7,[25517.18452177],[0.23790841],[0.26257416],[0.76959583],[0.13782108],[0.0247938],[0.2524619],[0.02220272]
8,[24224.39688765],[0.1751942],[0.19861035],[0.78126843],[0.08017744],[0.02712371],[0.18901039],[0.08295315]
9,[25564.6152352],[0.24020931],[0.26492091],[0.76916757],[0.13993595],[0.02669859],[0.25478985],[0.0238426]
10,[9290.07835571],[0.54928204],[0.54030133],[0.91611068],[0.58572348],[0.6268763],[0.54398317],[0.0075141]
11,[25420.51522762],[0.2332189],[0.25779121],[0.77046865],[0.13351073],[0.02091163],[0.24771726],[0.02706269]
12,[25692.10116667],[0.24639376],[0.27122859],[0.7680165],[0.14562037],[0.03181834],[0.26104701],[0.02902351]
13,[25896.49683239],[0.25630917],[0.28134156],[0.76617101],[0.1547341],[0.04002674],[0.27107898],[0.03838209]
14,[24871.87082257],[0.2066037],[0.2306457],[0.77542238],[0.10904742],[0.00112158],[0.22078916],[0.02310541]
15,[25716.76808786],[0.24759038],[0.27244904],[0.76779378],[0.14672024],[0.03280895],[0.26225769],[0.03270267]
16,[25392.89378802],[0.23187896],[0.25642458],[0.77071805],[0.13227913],[0.01980237],[0.24636157],[0.02661052]
17,[25268.58833832],[0.2258488],[0.25027426],[0.77184041],[0.12673651],[0.01481034],[0.24026051],[0.02197655]
18,[24238.57110544],[0.17588181],[0.19931166],[0.78114045],[0.08080945],[0.02655449],[0.18970608],[0.02282751]
19,[25729.06619216],[0.24818697],[0.27305752],[0.76768274],[0.14726859],[0.03330283],[0.2628613],[0.02846345]
20,[9432.06031504],[0.54239438],[0.53327643],[0.91482872],[0.57939269],[0.62117439],[0.53701453],[0.01366438]
21,[24030.5850418],[0.16579223],[0.18902104],[0.78301836],[0.07153563],[0.03490707],[0.17949788],[0.03340749]
22,[25333.08108672],[0.2289774],[0.2534652],[0.7712581],[0.12961216],[0.01740033],[0.24342589],[0.01846317]
23,[9014.41455547],[0.56265472],[0.55394047],[0.91859965],[0.59801495],[0.63794678],[0.55751307],[0.0228199]
24,[24937.31607879],[0.20977851],[0.23388376],[0.77483147],[0.11196554],[0.00150666],[0.22400129],[0.0491096]
25,[25471.16859375],[0.23567614],[0.26029741],[0.7700113],[0.13576929],[0.02294583],[0.25020338],[0.03784882]
26,[25759.56475743],[0.24966648],[0.27456651],[0.76740737],[0.14862848],[0.03452764],[0.2643582],[0.02633514]
27,[24911.57081522],[0.20852958],[0.23260995],[0.77506392],[0.11081759],[0.00047275],[0.22273768],[0.02832599]
